hsmpSn,공급유형,원본행수,세대수_고유값수,세대수_고유값,대표세대수,세대수일관성,주소
31036846,매입임대,6,1,15,15,일치,전남광주통합특별시 서구 쌍촌로47번길 31
31036847,매입임대,3,1,9,9,일치,전남광주통합특별시 남구 금화로446번나길 14
31036848,매입임대,4,1,6,6,일치,전남광주통합특별시 남구 구성로78번길 35
31036849,매입임대,6,1,16,16,일치,전남광주통합특별시 광산구 소촌로46번길 3-20
31036851,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길35번길 24
31036853,매입임대,4,1,9,9,일치,전남광주통합특별시 서구 천변좌로130번길 16-1
31036854,매입임대,4,1,9,9,일치,전남광주통합특별시 서구 천변좌로130번길 16
31041265,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길39번길 21
31041266,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 천변좌로130번길 17
31041267,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 오문로38번길 17
31041268,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 비엔날레로93번길 23-5
31041269,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길39번길 25-1
31041270,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길39번길 23
31041271,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길35번길 28
31041272,매입임대,1,1,18,18,일치,전남광주통합특별시 광산구 월전로 6-55
31041273,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 신촌로13번길 15
31041274,매입임대,1,1,18,18,일치,전남광주통합특별시 광산구 월전로 6-51
31041275,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길35번길 26
31041276,매입임대,6,1,15,15,일치,전남광주통합특별시 광산구 월전로 6-59
31041277,매입임대,3,1,18,18,일치,전남광주통합특별시 광산구 월전로 6-39
31041278,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길39번길 25
31041279,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 오문로38번길 15
31045688,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 군왕로51번길 114
31046399,10년임대,5,1,520,520,일치,전남광주통합특별시 광산구 선운로 65
31055979,매입임대,4,1,18,18,일치,전남광주통합특별시 남구 월산로116번길 20-11
31055980,매입임대,5,1,16,16,일치,전남광주통합특별시 광산구 월전로 22-55
31055981,매입임대,2,1,18,18,일치,전남광주통합특별시 남구 월산로116번길 20-9
31055982,매입임대,6,1,18,18,일치,전남광주통합특별시 남구 사직안길 6
31055984,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 월드컵4강로71번길 19
31101996,행복주택,7,1,902,902,일치,전남광주통합특별시 남구 행암길 9
31105740,매입임대,5,1,11,11,일치,전남광주통합특별시 북구 용봉택지로13번길 17-1
31105741,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 일곡마을로124번길 37
31105743,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 군왕로 101
31105744,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 일곡마을로124번길 41
31105745,매입임대,4,1,8,8,일치,전남광주통합특별시 광산구 우산로 74-18
31111837,매입임대,5,1,8,8,일치,전남광주통합특별시 서구 상무대로1194번길 8-19
31111838,매입임대,3,1,9,9,일치,전남광주통합특별시 남구 대남대로340번길 41
31111842,매입임대,6,1,18,18,일치,전남광주통합특별시 서구 화정로49번길 15
31111844,매입임대,8,1,18,18,일치,전남광주통합특별시 서구 화정로49번길 15-1
31111845,매입임대,3,1,18,18,일치,전남광주통합특별시 북구 중흥로17번길 7
31113253,매입임대,3,1,6,6,일치,전남광주통합특별시 광산구 월곡로71번길 19-7
31113254,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 천지인로105번길 11-11
31113256,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 중가로37번길 9
31118712,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31118713,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31122371,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 충장로58번길 14
31122482,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 충장로58번길 14
31122483,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 충장로58번길 14
31122484,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 충장로58번길 14
31135041,매입임대,6,1,18,18,일치,전남광주통합특별시 광산구 송도로 348-3
31135043,매입임대,3,1,9,9,일치,전남광주통합특별시 광산구 송도로 348-2
31135045,매입임대,2,1,9,9,일치,전남광주통합특별시 남구 구성로 104-1
31135046,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 경열로234번길 46
31135047,매입임대,4,1,18,18,일치,전남광주통합특별시 광산구 송도로 348-1
31150837,매입임대,6,1,18,18,일치,전남광주통합특별시 광산구 소촌로 90-16
31151685,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 양동로17번길 17
31160885,매입임대,3,1,6,6,일치,전남광주통합특별시 북구 일곡마을로 129-14
31170284,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170700,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170701,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170702,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170703,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170704,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170705,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31170706,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 반룡로27번길 10-7
31173635,매입임대,2,1,9,9,일치,전남광주통합특별시 남구 월광2길 45
31173636,매입임대,3,1,18,18,일치,전남광주통합특별시 북구 우치로383번길 9
31173642,매입임대,15,1,18,18,일치,전남광주통합특별시 서구 화정로21번길 10
31182436,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로5번길 9
31187238,매입임대,3,1,18,18,일치,전남광주통합특별시 서구 양동로17번길 18
31189001,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로5번길 9
31189201,행복주택,3,1,460,460,일치,전남광주통합특별시 남구 노대실로 9
31189423,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189424,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189456,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189481,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189482,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189483,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189484,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189539,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189540,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189541,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189542,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189543,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189599,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189625,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31189626,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 면앙로32번길 8-7
31190046,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 경양로87번길 8-8
31190049,매입임대,4,1,18,18,일치,전남광주통합특별시 서구 화정로21번길 10-1
31190053,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 설죽로 390-15
31191163,매입임대,2,1,9,9,일치,전남광주통합특별시 남구 금화로456번길 26
31191164,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 우치로 375-15
31191171,매입임대,3,1,18,18,일치,전남광주통합특별시 북구 양산신촌길 56
31191172,매입임대,8,1,18,18,일치,전남광주통합특별시 북구 우치로361번길 4
31191173,매입임대,6,1,18,18,일치,전남광주통합특별시 북구 우치로361번길 6
31191176,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 오산정길 12-3
31194471,매입임대,1,1,6,6,일치,전남광주통합특별시 북구 무등로39번길 7
31196584,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 상촌로31번길 12-6
31196585,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 연양로117번길 3-4
31196588,매입임대,1,1,6,6,일치,전남광주통합특별시 북구 연양로117번길 9-5
31196589,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 우치로275번길 16-6
31196590,매입임대,2,1,9,9,일치,전남광주통합특별시 광산구 어등대로577번길 45
31196591,매입임대,5,1,12,12,일치,전남광주통합특별시 광산구 목련로382번길 94-13
31196593,매입임대,6,1,18,18,일치,전남광주통합특별시 광산구 금봉로59번길 19
31196826,행복주택,3,1,300,300,일치,전남광주통합특별시 광산구 용아로 175-6
31196828,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 동문대로122번길 55
31196832,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 자라봉로56번길 15-6
31197169,매입임대,4,1,18,18,일치,전남광주통합특별시 서구 운천로154번길 30-5
31197181,매입임대,2,1,18,18,일치,전남광주통합특별시 서구 운천로154번길 30-7
31200704,매입임대,2,1,44,44,일치,전남광주통합특별시 서구 천변좌로140번길 20
31201283,매입임대,4,1,15,15,일치,전남광주통합특별시 서구 천변좌로140번길 18
31202181,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 서방로148번길 10-15
31204495,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로 10
31204768,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 상무민주로 10
31214869,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대자로 55
31214963,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 경열로45번길 13
31215145,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대자로 55
31215427,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대자로 55
31218463,매입임대,2,1,18,18,일치,전남광주통합특별시 광산구 어등대로665번길 18-6
31218464,매입임대,2,1,11,11,일치,전남광주통합특별시 북구 경열로233번길 47-5
31218465,매입임대,4,1,16,16,일치,전남광주통합특별시 광산구 소촌로46번길 33
31222867,매입임대,3,1,16,16,일치,전남광주통합특별시 북구 우치로311번길 7-16
31224138,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31224139,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 45
31224142,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31224146,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31224149,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31224150,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31224156,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 무진대로772번길 4
31224157,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 무등로111번길 30
31224158,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31224159,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31224160,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31224161,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31224163,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 내방로 337
31224164,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 양산택지로37번길 78
31226645,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31226646,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 양산택지소로 20
31226647,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서방로40번길 13
31226649,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31226650,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 산월로 81
31226651,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31226653,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31226654,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 방림로 31
31226655,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31226657,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31229626,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 송도로320번길 1-16
31229627,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31229629,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31229630,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31229631,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 태봉로 37
31229632,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31229633,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하백로6번길 12
31229634,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31229636,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31229637,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31229638,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31229965,국민임대,2,1,264,264,일치,전남광주통합특별시 동구 용산2로 20
31229966,행복주택,3,1,264,264,일치,전남광주통합특별시 동구 용산2로 20
31232548,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31232549,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31232550,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31235681,매입임대,3,1,8,8,일치,전남광주통합특별시 북구 우치로241번길 32
31235682,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 우치로241번길 28
31237239,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31237244,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31237462,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31237463,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31237464,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31237465,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 20
31237466,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31237468,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31237472,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 소촌로86번길 20-17
31237473,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 19
31237474,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 20
31237477,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31237478,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 19
31237479,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31237743,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 양일로 52
31237744,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 71
31237747,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 동운로 192
31237748,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 첨단연신로 184
31237750,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 문화소통로 313
31237751,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서강로54번길 11
31237752,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서방로40번길 13
31237755,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로 71
31237760,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서강로54번길 10
31237763,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 문화소통로 313
31237764,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 설죽로148번길 10
31238077,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238078,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31238079,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31238080,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 동명로69번길 20
31238081,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31238082,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238083,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238095,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238096,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238097,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238098,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238099,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238107,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238108,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238109,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238110,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 발산로 36
31238111,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31238112,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31238113,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31238114,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31238115,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 서문대로704번길 10
31238124,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238125,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238126,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238137,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31238138,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31238139,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31238140,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31238141,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31238142,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238143,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238144,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238145,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238146,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238147,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238148,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238158,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238159,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238175,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238176,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31238177,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로18번길 19
31238178,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31238179,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238180,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238181,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238189,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238190,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31238191,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 무진대로772번길 4
31238192,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31238193,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 제중로 11
31238194,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31238195,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238196,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31238197,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238198,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31238199,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31239688,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 서강로54번길 11
31240622,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31240625,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31240627,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 41
31240631,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31240635,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31240964,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31240965,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로693번길 11
31240966,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31240967,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31240970,매입임대,3,1,8,8,일치,전남광주통합특별시 서구 월산로245번길 10-4
31240971,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31240972,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31240973,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31240974,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31240975,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31240979,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31240980,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31240981,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31240982,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31240985,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31240986,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 원효천1길 16
31240989,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 무등로 374
31240990,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31241941,매입임대,2,1,6,6,일치,전남광주통합특별시 북구 서하로183번길 62
31241959,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 무등로218번길 33
31241964,매입임대,7,1,15,15,일치,전남광주통합특별시 북구 서하로183번길 62-1
31243414,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 양산택지로34번길 22
31243415,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로79번길 45
31243417,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 첨단연신로 184
31243418,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 천변우로 11
31243421,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 용주로30번길 60
31243713,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31243714,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31243715,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31243724,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 19
31243737,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31243745,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31243746,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 대남대로85번길 3
31243747,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31243748,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31243749,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31243750,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로265번길 22
31243760,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 동천로 11
31243761,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 광복마을4길 39
31243762,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31243763,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31243764,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 54
31243765,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31243766,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장신로265번길 22
31243777,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31243778,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31243785,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 15
31243786,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31243793,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31243794,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31243795,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 21
31243796,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 54
31243797,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 80
31245305,매입임대,1,1,1,1,일치,전남광주통합특별시 서구 무진대로772번길 4
31245306,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31245307,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 43
31245311,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31245313,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운중앙로 43
31245319,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31245320,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 장덕로6번길 59
31245326,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31245327,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31245329,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 33
31245330,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로71번길 33
31247248,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 45
31247249,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 남문로 307
31247250,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 효우2로 89
31247251,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 54
31247252,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 목련로 42
31247253,매입임대,1,1,1,1,일치,전남광주통합특별시 동구 동명로69번길 20
31249450,행복주택,6,1,361,361,일치,전남광주통합특별시 광산구 무진대로 246-7
31249460,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 노대실로 89
31249461,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
31249462,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31249463,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로35번길 54
31249479,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 19
31251559,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 신창로161번길 34
31251560,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 왕버들로251번길 27
31251599,매입임대,1,1,1,1,일치,전남광주통합특별시 광산구 선운로 33
31251611,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대자로 55
31251635,매입임대,1,1,1,1,일치,전남광주통합특별시 남구 독립로80번길 7
