hsmpSn,공급유형,원본행수,세대수_고유값수,세대수_고유값,대표세대수,세대수일관성,주소
30704784,매입임대,3,1,12,12,일치,전남광주통합특별시 서구 상무대로884번길 26
30704785,매입임대,2,1,18,18,일치,전남광주통합특별시 서구 상무오월로38번길 27-11
30704786,매입임대,6,1,18,18,일치,전남광주통합특별시 서구 월드컵4강로181번길 6-8
30704787,매입임대,3,1,12,12,일치,전남광주통합특별시 서구 월산로225번길 13-18
30704788,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 월산로225번길 13-22
30704789,매입임대,3,1,12,12,일치,전남광주통합특별시 서구 풍금로12번길 13
30704790,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 풍금로24번길 5-1
30704791,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 풍암신흥로11번길 38-20
30704792,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 풍암신흥로50번길 31
30704793,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 풍암신흥로50번길 35
30704794,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 풍암신흥로50번길 5
30704795,매입임대,4,1,9,9,일치,전남광주통합특별시 서구 풍암신흥로62번길 3-68
30704796,매입임대,5,1,8,8,일치,전남광주통합특별시 서구 풍암신흥안길 11-8
30704797,매입임대,6,1,11,11,일치,전남광주통합특별시 서구 풍암신흥안길 27-5
30704798,매입임대,2,1,9,9,일치,전남광주통합특별시 서구 풍암신흥안길 7
30704799,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 풍암운리로33번길 9
30704800,매입임대,4,1,12,12,일치,전남광주통합특별시 서구 풍암중앙로91번길 4-30
30704801,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 화개1로1번길 23
30704802,매입임대,5,1,11,11,일치,전남광주통합특별시 서구 화개2로20번길 28-17
30704803,매입임대,1,1,6,6,일치,전남광주통합특별시 서구 화개2로20번길 32-17
30704804,매입임대,5,1,8,8,일치,전남광주통합특별시 서구 화개2로20번길 32-8
30704805,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 화개2로9번길 9-10
30704806,매입임대,2,1,9,9,일치,전남광주통합특별시 서구 화개2로9번길 9-11
30704807,매입임대,2,1,6,6,일치,전남광주통합특별시 서구 화개중앙로3번길 12-10
30704808,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 화운로100번길 6
30704809,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 화운로110번길 5-10
30704811,매입임대,5,1,12,12,일치,전남광주통합특별시 서구 화운로175번길 5-15
30704812,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 화정로21번길 8-9
30704813,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 화정로253번길 11-1
30704814,매입임대,3,1,12,12,일치,전남광주통합특별시 서구 화정로253번길 7
30704815,매입임대,3,1,12,12,일치,전남광주통합특별시 서구 화정로271번길 11
30704816,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 화정로279번길 19
30704817,매입임대,5,1,11,11,일치,전남광주통합특별시 서구 화정로279번길 4
30704818,매입임대,6,1,16,16,일치,전남광주통합특별시 서구 화정로293번길 6-13
30704819,매입임대,3,1,11,11,일치,전남광주통합특별시 서구 화정로49번길 34-9
30704820,매입임대,6,1,10,10,일치,전남광주통합특별시 서구 동림2지구길 15
30704821,매입임대,5,1,10,10,일치,전남광주통합특별시 서구 동림2지구길 31
30704822,매입임대,4,1,18,18,일치,전남광주통합특별시 남구 금화로 456
30704823,매입임대,5,1,12,12,일치,전남광주통합특별시 남구 제중로 24-9
30704824,매입임대,4,1,10,10,일치,전남광주통합특별시 남구 진다리로 31
30704825,매입임대,5,1,11,11,일치,전남광주통합특별시 남구 진다리로 49-2
30704826,매입임대,2,1,9,9,일치,전남광주통합특별시 남구 화정로260번길 18
30704827,매입임대,4,1,12,12,일치,전남광주통합특별시 남구 화정로272번길 23
30704828,매입임대,7,1,11,11,일치,전남광주통합특별시 남구 월산로151번길 5-7
30704829,매입임대,4,1,12,12,일치,전남광주통합특별시 남구 금화로482번길 14
30704830,매입임대,4,1,6,6,일치,전남광주통합특별시 남구 구성로78번길 21
30704831,매입임대,1,1,6,6,일치,전남광주통합특별시 남구 금화로394번길 7
30704832,매입임대,5,1,11,11,일치,전남광주통합특별시 남구 금화로415번길 12
30704833,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 금화로422번길 13
30704834,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 금화로422번길 8
30704835,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 금화로440번길 14
30704836,매입임대,2,1,12,12,일치,전남광주통합특별시 남구 금화로446번가길 15
30704837,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 금화로456번길 19
30704838,매입임대,2,1,10,10,일치,전남광주통합특별시 남구 금화로470번길 19
30704839,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 대남대로181번길 15-3
30704840,매입임대,4,1,12,12,일치,전남광주통합특별시 남구 대남대로340번길 17
30704841,매입임대,3,1,8,8,일치,전남광주통합특별시 남구 대남대로350번길 37
30704842,매입임대,2,1,10,10,일치,전남광주통합특별시 남구 대남대로350번길 45
30704843,매입임대,3,1,9,9,일치,전남광주통합특별시 남구 대남대로350번길 49
30704844,매입임대,3,1,10,10,일치,전남광주통합특별시 남구 대남대로372번안길 27-1
30704845,매입임대,1,1,12,12,일치,전남광주통합특별시 남구 대남대로390번길 16
30704846,매입임대,1,1,6,6,일치,전남광주통합특별시 남구 독립로10번길 32-1
30704847,매입임대,5,1,9,9,일치,전남광주통합특별시 남구 독립로10번길 62
30704848,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 백양로51번길 3
30704849,매입임대,8,1,18,18,일치,전남광주통합특별시 남구 백양로61번길 6
30704850,매입임대,1,1,6,6,일치,전남광주통합특별시 남구 백운로44번길 6-4
30704851,매입임대,1,1,6,6,일치,전남광주통합특별시 남구 백운로44번길 6-6
30704852,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 백운로5번길 29-1
30704853,매입임대,2,1,12,12,일치,전남광주통합특별시 남구 백운로5번길 44-1
30704854,매입임대,2,1,9,9,일치,전남광주통합특별시 남구 봉선로51번길 30-2
30704855,매입임대,3,1,15,15,일치,전남광주통합특별시 남구 봉선중앙로134번길 21
30704856,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 봉주5길 8
30704857,매입임대,5,1,9,9,일치,전남광주통합특별시 남구 봉주5길 8
30704858,매입임대,4,1,8,8,일치,전남광주통합특별시 남구 봉주5길 8
30704859,매입임대,5,1,18,18,일치,전남광주통합특별시 남구 수박등로47번길 12
30704860,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 월광1길 24-1
30704861,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 월광1길 27
30704862,매입임대,2,1,12,12,일치,전남광주통합특별시 남구 월광길 50
30704863,매입임대,4,1,11,11,일치,전남광주통합특별시 남구 제석로80번길 14
30704864,매입임대,4,1,9,9,일치,전남광주통합특별시 남구 중앙로33번길 10-1
30704865,매입임대,3,1,12,12,일치,전남광주통합특별시 남구 진다리로13번서길 1
30704866,매입임대,2,1,12,12,일치,전남광주통합특별시 남구 진다리로13번서길 3
30704867,매입임대,5,1,12,12,일치,전남광주통합특별시 남구 진다리로13번서길 5
30704868,매입임대,2,1,6,6,일치,전남광주통합특별시 남구 회서로21번나길 10
30704869,매입임대,4,1,8,8,일치,전남광주통합특별시 남구 회재로1224번길 13
30704870,매입임대,4,1,8,8,일치,전남광주통합특별시 남구 회재로1224번길 15
30704871,매입임대,4,1,8,8,일치,전남광주통합특별시 남구 회재로1224번길 15-1
30704872,매입임대,4,1,10,10,일치,전남광주통합특별시 서구 동림2지구길 21-3
30704873,매입임대,5,1,7,7,일치,전남광주통합특별시 서구 동림2지구길 32
30704874,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 경양로 95
30704875,매입임대,8,1,18,18,일치,전남광주통합특별시 북구 군왕로 109
30704876,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 상촌로 42
30704877,매입임대,3,1,17,17,일치,전남광주통합특별시 북구 서하로 240-12
30704878,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 안산로 20-3
30704879,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 양산택지소로 35
30704880,매입임대,5,1,18,18,일치,전남광주통합특별시 북구 양산택지소로 43
30704881,매입임대,6,1,12,12,일치,전남광주통합특별시 북구 우치로 239-5
30704882,매입임대,6,1,6,6,일치,전남광주통합특별시 북구 우치로 240-12
30704883,매입임대,7,1,11,11,일치,전남광주통합특별시 북구 우치로 240-14
30704884,매입임대,5,1,13,13,일치,전남광주통합특별시 북구 월동로 12
30704885,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 월동로 16-4
30704886,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 일곡로 19-1
30704887,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 일곡마을로 82-7
30704888,매입임대,5,1,9,9,일치,전남광주통합특별시 북구 자라봉로 18
30704889,매입임대,3,1,18,18,일치,전남광주통합특별시 북구 자라봉로 60
30704890,매입임대,5,1,12,12,일치,전남광주통합특별시 북구 참판로 177
30704891,매입임대,6,1,9,9,일치,전남광주통합특별시 북구 참판로 189
30704892,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 참판로 67
30704893,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 감적길 18
30704894,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 경양로103번길 27-5
30704895,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 경양로119번길 10-8
30704896,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 경양로183번길 30-6
30704897,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 경양로183번길 8
30704898,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 경양로183번길 8-8
30704899,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 경양로97번길 26-8
30704900,매입임대,6,1,15,15,일치,전남광주통합특별시 북구 경열로211번길 30-3
30704901,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 군왕로105번길 10-8
30704902,매입임대,5,1,8,8,일치,전남광주통합특별시 북구 군왕로18번길 33
30704903,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 군왕로32번길 5-2
30704904,매입임대,8,1,9,9,일치,전남광주통합특별시 북구 대천로157번길 13-10
30704905,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 독립로367번길 49
30704906,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 동문대로112번길 90
30704907,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 무등로164번길 23
30704908,매입임대,7,1,15,15,일치,전남광주통합특별시 북구 본촌마을길102번길 62
30704909,매입임대,7,1,15,15,일치,전남광주통합특별시 북구 본촌마을길102번길 64
30704910,매입임대,4,1,11,11,일치,전남광주통합특별시 북구 본촌택지로30번길 8-5
30704911,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 상촌로43번길 66
30704912,매입임대,1,1,12,12,일치,전남광주통합특별시 북구 서방로181번길 76
30704913,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 서암대로160번길 20
30704914,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 서암대로18번길 9-4
30704915,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 서하로274번길 9-13
30704916,매입임대,4,1,8,8,일치,전남광주통합특별시 북구 설죽로196번길 7
30704917,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 설죽로251번길 8-3
30704918,매입임대,3,1,6,6,일치,전남광주통합특별시 북구 설죽로455번길 18-12
30704919,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 설죽로471번길 34-13
30704920,매입임대,6,1,9,9,일치,전남광주통합특별시 북구 설죽로471번길 57-1
30704921,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 설죽로471번길 78-7
30704922,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 설죽로471번길 82-8
30704923,매입임대,3,1,6,6,일치,전남광주통합특별시 북구 송해로4번길 7-6
30704924,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 신촌로23번길 20
30704925,매입임대,4,1,6,6,일치,전남광주통합특별시 북구 신촌로23번길 27
30704926,매입임대,3,1,18,18,일치,전남광주통합특별시 북구 양산택지로33번길 25-5
30704927,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 양산택지로37번길 30
30704928,매입임대,6,1,18,18,일치,전남광주통합특별시 북구 양산택지로37번길 68
30704929,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 양산택지로37번길 97
30704930,매입임대,5,1,9,9,일치,전남광주통합특별시 북구 양산택지로79번길 34-3
30704931,매입임대,3,1,10,10,일치,전남광주통합특별시 북구 양산택지로79번길 38-10
30704932,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 양산택지로79번길 38-7
30704933,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 양산택지로79번길 38-9
30704934,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 양일로344번길 30-8
30704935,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 양일로344번길 52
30704936,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 어매마을길17번길 10
30704937,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 연양로105번길 10
30704938,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 연양로105번길 14
30704939,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 연양로105번길 24-2
30704940,매입임대,2,1,5,5,일치,전남광주통합특별시 북구 우치로257번길 20-3
30704941,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 우치로264번길 23
30704942,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 우치로264번길 25
30704943,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 우치로2번길 58
30704944,매입임대,6,1,9,9,일치,전남광주통합특별시 북구 우치로2번길 9-12
30704945,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 우치로311번길 13-3
30704946,매입임대,6,1,17,17,일치,전남광주통합특별시 북구 운신북길 137
30704947,매입임대,4,1,13,13,일치,전남광주통합특별시 북구 자동차로48번길 16
30704948,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 자미로26번길 9
30704949,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 자미로6번길 23-5
30704950,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 중흥로163번길 5
30704951,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 중흥로163번길 8-8
30704952,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 중흥로173번길 6
30704953,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 천지인로105번길 12
30704954,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 천지인로105번길 12-1
30704955,매입임대,4,1,15,15,일치,전남광주통합특별시 북구 천지인로105번길 19
30704956,매입임대,5,1,12,12,일치,전남광주통합특별시 북구 호동로73번길 5
30704957,매입임대,3,1,9,9,일치,전남광주통합특별시 광산구 금봉로 46-1
30704958,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 금봉로 90
30704959,매입임대,1,1,12,12,일치,전남광주통합특별시 광산구 사암로 72-19
30704960,매입임대,1,1,6,6,일치,전남광주통합특별시 광산구 신가삼효로 12-12
30704961,매입임대,1,1,6,6,일치,전남광주통합특별시 광산구 신가삼효로 8
30704962,매입임대,4,1,12,12,일치,전남광주통합특별시 광산구 신가삼효로 8-10
30704963,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 우산로 78
30704964,매입임대,2,1,5,5,일치,전남광주통합특별시 광산구 월곡반월로 64
30704965,매입임대,2,1,6,6,일치,전남광주통합특별시 광산구 월곡반월로 75
30704966,매입임대,5,1,8,8,일치,전남광주통합특별시 광산구 광산로78번길 24
30704967,매입임대,4,1,11,11,일치,전남광주통합특별시 광산구 금봉로54번길 9-5
30704968,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 금봉로63번길 19
30704969,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 남동길30번길 9-7
30704970,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 내상로33번길 62
30704971,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 목련로219번길 120
30704972,매입임대,9,1,12,12,일치,전남광주통합특별시 광산구 목련로219번길 120
30704973,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 목련로394번길 10-7
30704974,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 목련로394번길 16-8
30704975,매입임대,1,1,6,6,일치,전남광주통합특별시 광산구 목련로397번안길 8-3
30704976,매입임대,4,1,15,15,일치,전남광주통합특별시 광산구 사암로118번길 47-8
30704977,매입임대,4,1,9,9,일치,전남광주통합특별시 광산구 사암로118번길 97-7
30704978,매입임대,4,1,9,9,일치,전남광주통합특별시 광산구 사암로118번길 97-7
30704979,매입임대,4,1,9,9,일치,전남광주통합특별시 광산구 사암로118번길 97-7
30704980,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 사암로130번길 85
30704981,매입임대,5,1,8,8,일치,전남광주통합특별시 광산구 사암로131번길 39
30704982,매입임대,4,1,12,12,일치,전남광주통합특별시 광산구 사암로27번길 30
30704983,매입임대,3,1,9,9,일치,전남광주통합특별시 광산구 사암로92번길 12
30704984,매입임대,1,1,12,12,일치,전남광주통합특별시 광산구 사암로92번길 46
30704985,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 사암로95번길 21-9
30704986,매입임대,4,1,18,18,일치,전남광주통합특별시 광산구 산정로37번길 7
30704987,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 송도로208번길 8
30704988,매입임대,5,1,14,14,일치,전남광주통합특별시 광산구 송도로284번길 31-1
30704989,매입임대,5,1,12,12,일치,전남광주통합특별시 광산구 송정로8번길 59-12
30704991,매입임대,2,1,9,9,일치,전남광주통합특별시 광산구 신창로106번길 15-8
30704992,매입임대,2,1,9,9,일치,전남광주통합특별시 광산구 신창로138번길 23-15
30704993,매입임대,3,1,10,10,일치,전남광주통합특별시 광산구 신창로138번길 23-9
30704994,매입임대,2,1,10,10,일치,전남광주통합특별시 광산구 신창로138번길 24-8
30704995,매입임대,3,1,5,5,일치,전남광주통합특별시 광산구 신창로48번길 23
30704996,매입임대,3,1,5,5,일치,전남광주통합특별시 광산구 신창로48번길 8
30704997,매입임대,6,1,10,10,일치,전남광주통합특별시 광산구 왕버들로322번길 21
30704998,매입임대,4,1,6,6,일치,전남광주통합특별시 광산구 왕버들로322번길 31-12
30704999,매입임대,5,1,11,11,일치,전남광주통합특별시 광산구 왕버들로322번길 7
30705000,매입임대,5,1,12,12,일치,전남광주통합특별시 광산구 월계로16번길 8-6
30705001,매입임대,4,1,5,5,일치,전남광주통합특별시 광산구 월계로34번길 31-14
30705002,매입임대,3,1,8,8,일치,전남광주통합특별시 광산구 월곡로71번길 14
30705003,매입임대,2,1,6,6,일치,전남광주통합특별시 광산구 월곡반월로76번길 5-4
30705004,매입임대,4,1,7,7,일치,전남광주통합특별시 광산구 장신로309번길 12-24
30705005,매입임대,5,1,5,5,일치,전남광주통합특별시 광산구 장신로333번길 13
30819506,매입임대,5,1,9,9,일치,전남광주통합특별시 북구 북문대로249번길 27
30819507,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 양산택지로34번길 16-1
30819508,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 중흥로174번길 18-4
30819524,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 상촌로31번길 26-12
30819525,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 양산택지로79번길 38-8
30819533,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 북문대로249번길 25-8
30819534,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 설죽로436번길 16
30819547,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 설죽로436번길 14
30819548,매입임대,7,1,18,18,일치,전남광주통합특별시 북구 양산택지로51번길 4
30819559,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 양산택지로79번길 34-7
30819560,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 중흥로174번길 18-8
30819561,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 중흥로40번길 11-5
30819573,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 하서로 373-6
30819574,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 대천로157번길 59
30819575,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 설죽로471번길 52
30830405,매입임대,5,1,9,9,일치,전남광주통합특별시 동구 필문대로205번길 41-30
30830407,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 하서로466번길 79
30830408,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 우치로264번길 9
30830409,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 우치로 292-1
30830410,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 우치로264번길 5
30830411,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 본촌택지로 20
30830412,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 대천로27번길 13-3
30830413,매입임대,1,1,1,1,일치,전남광주통합특별시 북구 본촌택지로30번길 6-10
30830912,매입임대,4,1,11,11,일치,전남광주통합특별시 북구 대천로27번길 13-3
30830913,매입임대,6,1,13,13,일치,전남광주통합특별시 북구 본촌택지로 20
30830914,매입임대,6,1,13,13,일치,전남광주통합특별시 북구 본촌택지로30번길 6-10
30830915,매입임대,3,1,18,18,일치,전남광주통합특별시 서구 월산로245번길 23
30830916,매입임대,4,1,17,17,일치,전남광주통합특별시 북구 우치로 292-1
30830917,매입임대,3,1,11,11,일치,전남광주통합특별시 북구 하서로466번길 79
30830918,매입임대,2,1,8,8,일치,전남광주통합특별시 북구 우치로264번길 9
30830919,매입임대,7,1,8,8,일치,전남광주통합특별시 북구 우치로264번길 5
30835592,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 신촌로 29
30835593,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 본촌택지로30번길 42
30835594,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 하서로466번길 91
30835596,매입임대,6,1,14,14,일치,전남광주통합특별시 북구 본촌택지로 21
30835597,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 하서로466번길 85
30835598,매입임대,2,1,9,9,일치,전남광주통합특별시 북구 양산택지로79번길 8-4
30835599,매입임대,5,1,15,15,일치,전남광주통합특별시 북구 본촌택지로29번길 3-9
30835600,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 양산택지로79번길 8-2
30835601,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 본촌택지로30번길 44
30853077,매입임대,7,1,12,12,일치,전남광주통합특별시 북구 군왕로51번길 110
30853078,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 중흥로163번길 11
30853079,매입임대,6,1,12,12,일치,전남광주통합특별시 북구 군왕로51번길 106
30853080,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 중흥로163번길 9
30853081,매입임대,1,1,6,6,일치,전남광주통합특별시 북구 효열로 28
30853082,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 서방로148번길 10-13
30853083,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 서방로148번길 10-9
30976214,매입임대,2,1,18,18,일치,전남광주통합특별시 북구 양산택지로33번길 29-4
30976215,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 우치로241번길 13
30976216,매입임대,3,1,9,9,일치,전남광주통합특별시 광산구 목련로219번길 130
30976217,매입임대,7,1,18,18,일치,전남광주통합특별시 서구 화정로279번길 15
30976218,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 양산택지로37번길 17
30976219,매입임대,2,1,12,12,일치,전남광주통합특별시 북구 독립로367번길 13
30976220,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 안산로 89
30976221,매입임대,2,1,12,12,일치,전남광주통합특별시 동구 필문대로137번길 5-15
30976222,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 금남로13번길 10
30976223,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 중가로3번길 13
30976224,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 독립로367번길 66
30976225,매입임대,2,1,12,12,일치,전남광주통합특별시 서구 화정로279번길 8
30976226,매입임대,5,1,12,12,일치,전남광주통합특별시 북구 중가로3번길 15
30976227,매입임대,7,1,13,13,일치,전남광주통합특별시 북구 군왕로117번길 9-3
30976228,매입임대,2,1,18,18,일치,전남광주통합특별시 북구 서하로 272
30976229,매입임대,3,1,9,9,일치,전남광주통합특별시 광산구 목련로219번길 132
30976231,매입임대,2,1,9,9,일치,전남광주통합특별시 동구 필문대로192번길 22
30976232,매입임대,4,1,12,12,일치,전남광주통합특별시 북구 독립로367번길 64
30976233,매입임대,10,1,15,15,일치,전남광주통합특별시 남구 용대로183번안길 12-1
30976234,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 서하로455번길 6
30976235,매입임대,2,1,18,18,일치,전남광주통합특별시 북구 신촌로7번길 11
30976236,매입임대,4,1,18,18,일치,전남광주통합특별시 북구 자라봉로63번길 15-3
30976237,매입임대,4,1,8,8,일치,전남광주통합특별시 서구 발산로45번길 27-1
30976238,매입임대,4,1,9,9,일치,전남광주통합특별시 북구 경양로 98-1
30978942,10년임대,4,1,133,133,일치,전남광주통합특별시 남구 효우2로 90
31001425,매입임대,7,1,14,14,일치,전남광주통합특별시 북구 저불로31번길 14-2
31001433,매입임대,7,1,14,14,일치,전남광주통합특별시 북구 저불로31번길 10-3
31001434,매입임대,7,1,18,18,일치,전남광주통합특별시 북구 청계로 22
31006941,매입임대,1,1,6,6,일치,전남광주통합특별시 북구 연양로117번길 3-1
31006942,매입임대,6,1,10,10,일치,전남광주통합특별시 북구 우치로257번길 20-1
31006943,매입임대,3,1,12,12,일치,전남광주통합특별시 광산구 남동길30번길 9-20
31006944,매입임대,2,1,12,12,일치,전남광주통합특별시 광산구 사암로118번길 7
31006945,매입임대,6,1,9,9,일치,전남광주통합특별시 서구 월산로194번길 11
31006946,매입임대,5,1,15,15,일치,전남광주통합특별시 북구 서하로257번길 5-8
31006947,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 경양로103번길 27-10
31006950,매입임대,3,1,9,9,일치,전남광주통합특별시 북구 자동차로47번길 75
31006951,매입임대,4,1,10,10,일치,전남광주통합특별시 북구 우치로257번길 20-11
31006953,매입임대,8,1,12,12,일치,전남광주통합특별시 서구 상무대로1194번길 20
31006954,매입임대,7,1,15,15,일치,전남광주통합특별시 남구 백양로51번길 9
31006955,매입임대,5,1,8,8,일치,전남광주통합특별시 남구 구성로20번길 14
31006956,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 중문로 38
31006957,매입임대,3,1,12,12,일치,전남광주통합특별시 북구 독립로367번길 40-6
31006958,매입임대,2,1,9,9,일치,전남광주통합특별시 광산구 사암로92번길 89-30
31006961,매입임대,9,1,18,18,일치,전남광주통합특별시 서구 금화로481번길 6-9
31006963,매입임대,2,1,18,18,일치,전남광주통합특별시 남구 금화로394번길 30
31006964,매입임대,1,1,6,6,일치,전남광주통합특별시 북구 연양로117번길 1
31006966,매입임대,3,1,9,9,일치,전남광주통합특별시 남구 백운로52번길 4
31006967,매입임대,5,1,15,15,일치,전남광주통합특별시 북구 북문대로249번길 13-1
31006968,매입임대,5,1,15,15,일치,전남광주통합특별시 광산구 내상로33번길 14
31036841,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길35번길 22
31036842,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 산수길35번길 20-7
31036843,매입임대,4,1,9,9,일치,전남광주통합특별시 서구 천변좌로130번길 18
31036844,매입임대,3,1,9,9,일치,전남광주통합특별시 서구 월산로225번길 13-13
31036845,매입임대,3,1,9,9,일치,전남광주통합특별시 동구 무등로449번길 36
