hsmpSn,행수,세대수_고유값수,세대수_고유값,주소_고유값수,주소,공급유형_고유값수,공급유형,대표세대수_후보,세대수일관성
30853083,2,1,12,1,전남광주통합특별시 북구 서방로148번길 10-9,1,매입임대,12,일치
30976214,2,1,18,1,전남광주통합특별시 북구 양산택지로33번길 29-4,1,매입임대,18,일치
30976215,3,1,12,1,전남광주통합특별시 북구 우치로241번길 13,1,매입임대,12,일치
30976216,3,1,9,1,전남광주통합특별시 광산구 목련로219번길 130,1,매입임대,9,일치
30976217,7,1,18,1,전남광주통합특별시 서구 화정로279번길 15,1,매입임대,18,일치
30976218,3,1,12,1,전남광주통합특별시 북구 양산택지로37번길 17,1,매입임대,12,일치
30976219,2,1,12,1,전남광주통합특별시 북구 독립로367번길 13,1,매입임대,12,일치
30976220,4,1,12,1,전남광주통합특별시 북구 안산로 89,1,매입임대,12,일치
30976221,2,1,12,1,전남광주통합특별시 동구 필문대로137번길 5-15,1,매입임대,12,일치
30976222,3,1,9,1,전남광주통합특별시 북구 금남로13번길 10,1,매입임대,9,일치
30976223,3,1,12,1,전남광주통합특별시 북구 중가로3번길 13,1,매입임대,12,일치
30976224,4,1,12,1,전남광주통합특별시 북구 독립로367번길 66,1,매입임대,12,일치
30976225,2,1,12,1,전남광주통합특별시 서구 화정로279번길 8,1,매입임대,12,일치
30976226,5,1,12,1,전남광주통합특별시 북구 중가로3번길 15,1,매입임대,12,일치
30976227,7,1,13,1,전남광주통합특별시 북구 군왕로117번길 9-3,1,매입임대,13,일치
30976228,2,1,18,1,전남광주통합특별시 북구 서하로 272,1,매입임대,18,일치
30976229,3,1,9,1,전남광주통합특별시 광산구 목련로219번길 132,1,매입임대,9,일치
30976231,2,1,9,1,전남광주통합특별시 동구 필문대로192번길 22,1,매입임대,9,일치
30976232,4,1,12,1,전남광주통합특별시 북구 독립로367번길 64,1,매입임대,12,일치
30976233,10,1,15,1,전남광주통합특별시 남구 용대로183번안길 12-1,1,매입임대,15,일치
30976234,4,1,9,1,전남광주통합특별시 북구 서하로455번길 6,1,매입임대,9,일치
30976235,2,1,18,1,전남광주통합특별시 북구 신촌로7번길 11,1,매입임대,18,일치
30976236,4,1,18,1,전남광주통합특별시 북구 자라봉로63번길 15-3,1,매입임대,18,일치
30976237,4,1,8,1,전남광주통합특별시 서구 발산로45번길 27-1,1,매입임대,8,일치
30976238,4,1,9,1,전남광주통합특별시 북구 경양로 98-1,1,매입임대,9,일치
30978942,4,1,133,1,전남광주통합특별시 남구 효우2로 90,1,10년임대,133,일치
31001425,7,1,14,1,전남광주통합특별시 북구 저불로31번길 14-2,1,매입임대,14,일치
31001433,7,1,14,1,전남광주통합특별시 북구 저불로31번길 10-3,1,매입임대,14,일치
31001434,7,1,18,1,전남광주통합특별시 북구 청계로 22,1,매입임대,18,일치
31006941,1,1,6,1,전남광주통합특별시 북구 연양로117번길 3-1,1,매입임대,6,일치
31006942,6,1,10,1,전남광주통합특별시 북구 우치로257번길 20-1,1,매입임대,10,일치
31006943,3,1,12,1,전남광주통합특별시 광산구 남동길30번길 9-20,1,매입임대,12,일치
31006944,2,1,12,1,전남광주통합특별시 광산구 사암로118번길 7,1,매입임대,12,일치
31006945,6,1,9,1,전남광주통합특별시 서구 월산로194번길 11,1,매입임대,9,일치
31006946,5,1,15,1,전남광주통합특별시 북구 서하로257번길 5-8,1,매입임대,15,일치
31006947,3,1,9,1,전남광주통합특별시 북구 경양로103번길 27-10,1,매입임대,9,일치
31006950,3,1,9,1,전남광주통합특별시 북구 자동차로47번길 75,1,매입임대,9,일치
31006951,4,1,10,1,전남광주통합특별시 북구 우치로257번길 20-11,1,매입임대,10,일치
31006953,8,1,12,1,전남광주통합특별시 서구 상무대로1194번길 20,1,매입임대,12,일치
31006954,7,1,15,1,전남광주통합특별시 남구 백양로51번길 9,1,매입임대,15,일치
31006955,5,1,8,1,전남광주통합특별시 남구 구성로20번길 14,1,매입임대,8,일치
31006956,3,1,12,1,전남광주통합특별시 북구 중문로 38,1,매입임대,12,일치
31006957,3,1,12,1,전남광주통합특별시 북구 독립로367번길 40-6,1,매입임대,12,일치
31006958,2,1,9,1,전남광주통합특별시 광산구 사암로92번길 89-30,1,매입임대,9,일치
31006961,9,1,18,1,전남광주통합특별시 서구 금화로481번길 6-9,1,매입임대,18,일치
31006963,2,1,18,1,전남광주통합특별시 남구 금화로394번길 30,1,매입임대,18,일치
31006964,1,1,6,1,전남광주통합특별시 북구 연양로117번길 1,1,매입임대,6,일치
31006966,3,1,9,1,전남광주통합특별시 남구 백운로52번길 4,1,매입임대,9,일치
31006967,5,1,15,1,전남광주통합특별시 북구 북문대로249번길 13-1,1,매입임대,15,일치
31006968,5,1,15,1,전남광주통합특별시 광산구 내상로33번길 14,1,매입임대,15,일치
31036841,3,1,9,1,전남광주통합특별시 동구 산수길35번길 22,1,매입임대,9,일치
31036842,3,1,9,1,전남광주통합특별시 동구 산수길35번길 20-7,1,매입임대,9,일치
31036843,4,1,9,1,전남광주통합특별시 서구 천변좌로130번길 18,1,매입임대,9,일치
31036844,3,1,9,1,전남광주통합특별시 서구 월산로225번길 13-13,1,매입임대,9,일치
31036845,3,1,9,1,전남광주통합특별시 동구 무등로449번길 36,1,매입임대,9,일치
31036846,6,1,15,1,전남광주통합특별시 서구 쌍촌로47번길 31,1,매입임대,15,일치
31036847,3,1,9,1,전남광주통합특별시 남구 금화로446번나길 14,1,매입임대,9,일치
31036848,4,1,6,1,전남광주통합특별시 남구 구성로78번길 35,1,매입임대,6,일치
31036849,6,1,16,1,전남광주통합특별시 광산구 소촌로46번길 3-20,1,매입임대,16,일치
31036851,3,1,9,1,전남광주통합특별시 동구 산수길35번길 24,1,매입임대,9,일치
31036853,4,1,9,1,전남광주통합특별시 서구 천변좌로130번길 16-1,1,매입임대,9,일치
31036854,4,1,9,1,전남광주통합특별시 서구 천변좌로130번길 16,1,매입임대,9,일치
31041265,3,1,9,1,전남광주통합특별시 동구 산수길39번길 21,1,매입임대,9,일치
31041266,2,1,12,1,전남광주통합특별시 서구 천변좌로130번길 17,1,매입임대,12,일치
31041267,3,1,9,1,전남광주통합특별시 북구 오문로38번길 17,1,매입임대,9,일치
31041268,4,1,18,1,전남광주통합특별시 북구 비엔날레로93번길 23-5,1,매입임대,18,일치
31041269,3,1,9,1,전남광주통합특별시 동구 산수길39번길 25-1,1,매입임대,9,일치
31041270,3,1,9,1,전남광주통합특별시 동구 산수길39번길 23,1,매입임대,9,일치
31041271,3,1,9,1,전남광주통합특별시 동구 산수길35번길 28,1,매입임대,9,일치
31041272,1,1,18,1,전남광주통합특별시 광산구 월전로 6-55,1,매입임대,18,일치
31041273,2,1,12,1,전남광주통합특별시 북구 신촌로13번길 15,1,매입임대,12,일치
31041274,1,1,18,1,전남광주통합특별시 광산구 월전로 6-51,1,매입임대,18,일치
31041275,3,1,9,1,전남광주통합특별시 동구 산수길35번길 26,1,매입임대,9,일치
31041276,6,1,15,1,전남광주통합특별시 광산구 월전로 6-59,1,매입임대,15,일치
31041277,3,1,18,1,전남광주통합특별시 광산구 월전로 6-39,1,매입임대,18,일치
31041278,3,1,9,1,전남광주통합특별시 동구 산수길39번길 25,1,매입임대,9,일치
31041279,3,1,9,1,전남광주통합특별시 북구 오문로38번길 15,1,매입임대,9,일치
31045688,4,1,12,1,전남광주통합특별시 북구 군왕로51번길 114,1,매입임대,12,일치
31046399,5,1,520,1,전남광주통합특별시 광산구 선운로 65,1,10년임대,520,일치
31055979,4,1,18,1,전남광주통합특별시 남구 월산로116번길 20-11,1,매입임대,18,일치
31055980,5,1,16,1,전남광주통합특별시 광산구 월전로 22-55,1,매입임대,16,일치
31055981,2,1,18,1,전남광주통합특별시 남구 월산로116번길 20-9,1,매입임대,18,일치
31055982,6,1,18,1,전남광주통합특별시 남구 사직안길 6,1,매입임대,18,일치
31055984,3,1,9,1,전남광주통합특별시 서구 월드컵4강로71번길 19,1,매입임대,9,일치
31101996,7,1,902,1,전남광주통합특별시 남구 행암길 9,1,행복주택,902,일치
31105740,5,1,11,1,전남광주통합특별시 북구 용봉택지로13번길 17-1,1,매입임대,11,일치
31105741,4,1,8,1,전남광주통합특별시 북구 일곡마을로124번길 37,1,매입임대,8,일치
31105743,4,1,18,1,전남광주통합특별시 북구 군왕로 101,1,매입임대,18,일치
31105744,4,1,8,1,전남광주통합특별시 북구 일곡마을로124번길 41,1,매입임대,8,일치
31105745,4,1,8,1,전남광주통합특별시 광산구 우산로 74-18,1,매입임대,8,일치
31111837,5,1,8,1,전남광주통합특별시 서구 상무대로1194번길 8-19,1,매입임대,8,일치
31111838,3,1,9,1,전남광주통합특별시 남구 대남대로340번길 41,1,매입임대,9,일치
31111842,6,1,18,1,전남광주통합특별시 서구 화정로49번길 15,1,매입임대,18,일치
31111844,8,1,18,1,전남광주통합특별시 서구 화정로49번길 15-1,1,매입임대,18,일치
31111845,3,1,18,1,전남광주통합특별시 북구 중흥로17번길 7,1,매입임대,18,일치
31113253,3,1,6,1,전남광주통합특별시 광산구 월곡로71번길 19-7,1,매입임대,6,일치
31113254,4,1,12,1,전남광주통합특별시 북구 천지인로105번길 11-11,1,매입임대,12,일치
31113256,2,1,12,1,전남광주통합특별시 북구 중가로37번길 9,1,매입임대,12,일치
31118712,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31118713,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31122371,1,1,1,1,전남광주통합특별시 동구 충장로58번길 14,1,매입임대,1,일치
31122482,1,1,1,1,전남광주통합특별시 동구 충장로58번길 14,1,매입임대,1,일치
31122483,1,1,1,1,전남광주통합특별시 동구 충장로58번길 14,1,매입임대,1,일치
31122484,1,1,1,1,전남광주통합특별시 동구 충장로58번길 14,1,매입임대,1,일치
31135041,6,1,18,1,전남광주통합특별시 광산구 송도로 348-3,1,매입임대,18,일치
31135043,3,1,9,1,전남광주통합특별시 광산구 송도로 348-2,1,매입임대,9,일치
31135045,2,1,9,1,전남광주통합특별시 남구 구성로 104-1,1,매입임대,9,일치
31135046,4,1,12,1,전남광주통합특별시 북구 경열로234번길 46,1,매입임대,12,일치
31135047,4,1,18,1,전남광주통합특별시 광산구 송도로 348-1,1,매입임대,18,일치
31150837,6,1,18,1,전남광주통합특별시 광산구 소촌로 90-16,1,매입임대,18,일치
31151685,3,1,9,1,전남광주통합특별시 서구 양동로17번길 17,1,매입임대,9,일치
31160885,3,1,6,1,전남광주통합특별시 북구 일곡마을로 129-14,1,매입임대,6,일치
31170284,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170700,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170701,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170702,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170703,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170704,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170705,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31170706,1,1,1,1,전남광주통합특별시 북구 반룡로27번길 10-7,1,매입임대,1,일치
31173635,2,1,9,1,전남광주통합특별시 남구 월광2길 45,1,매입임대,9,일치
31173636,3,1,18,1,전남광주통합특별시 북구 우치로383번길 9,1,매입임대,18,일치
31173642,15,1,18,1,전남광주통합특별시 서구 화정로21번길 10,1,매입임대,18,일치
31182436,1,1,1,1,전남광주통합특별시 서구 상무민주로5번길 9,1,매입임대,1,일치
31187238,3,1,18,1,전남광주통합특별시 서구 양동로17번길 18,1,매입임대,18,일치
31189001,1,1,1,1,전남광주통합특별시 서구 상무민주로5번길 9,1,매입임대,1,일치
31189201,3,1,460,1,전남광주통합특별시 남구 노대실로 9,1,행복주택,460,일치
31189423,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189424,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189456,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189481,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189482,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189483,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189484,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189539,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189540,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189541,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189542,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189543,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189599,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189625,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31189626,1,1,1,1,전남광주통합특별시 북구 면앙로32번길 8-7,1,매입임대,1,일치
31190046,2,1,9,1,전남광주통합특별시 북구 경양로87번길 8-8,1,매입임대,9,일치
31190049,4,1,18,1,전남광주통합특별시 서구 화정로21번길 10-1,1,매입임대,18,일치
31190053,4,1,8,1,전남광주통합특별시 북구 설죽로 390-15,1,매입임대,8,일치
31191163,2,1,9,1,전남광주통합특별시 남구 금화로456번길 26,1,매입임대,9,일치
31191164,4,1,9,1,전남광주통합특별시 북구 우치로 375-15,1,매입임대,9,일치
31191171,3,1,18,1,전남광주통합특별시 북구 양산신촌길 56,1,매입임대,18,일치
31191172,8,1,18,1,전남광주통합특별시 북구 우치로361번길 4,1,매입임대,18,일치
31191173,6,1,18,1,전남광주통합특별시 북구 우치로361번길 6,1,매입임대,18,일치
31191176,4,1,9,1,전남광주통합특별시 북구 오산정길 12-3,1,매입임대,9,일치
31194471,1,1,6,1,전남광주통합특별시 북구 무등로39번길 7,1,매입임대,6,일치
31196584,4,1,18,1,전남광주통합특별시 북구 상촌로31번길 12-6,1,매입임대,18,일치
31196585,4,1,12,1,전남광주통합특별시 북구 연양로117번길 3-4,1,매입임대,12,일치
31196588,1,1,6,1,전남광주통합특별시 북구 연양로117번길 9-5,1,매입임대,6,일치
31196589,3,1,9,1,전남광주통합특별시 북구 우치로275번길 16-6,1,매입임대,9,일치
31196590,2,1,9,1,전남광주통합특별시 광산구 어등대로577번길 45,1,매입임대,9,일치
31196591,5,1,12,1,전남광주통합특별시 광산구 목련로382번길 94-13,1,매입임대,12,일치
31196593,6,1,18,1,전남광주통합특별시 광산구 금봉로59번길 19,1,매입임대,18,일치
31196826,3,1,300,1,전남광주통합특별시 광산구 용아로 175-6,1,행복주택,300,일치
31196828,2,1,9,1,전남광주통합특별시 북구 동문대로122번길 55,1,매입임대,9,일치
31196832,2,1,12,1,전남광주통합특별시 북구 자라봉로56번길 15-6,1,매입임대,12,일치
31197169,4,1,18,1,전남광주통합특별시 서구 운천로154번길 30-5,1,매입임대,18,일치
31197181,2,1,18,1,전남광주통합특별시 서구 운천로154번길 30-7,1,매입임대,18,일치
31200704,2,1,44,1,전남광주통합특별시 서구 천변좌로140번길 20,1,매입임대,44,일치
31201283,4,1,15,1,전남광주통합특별시 서구 천변좌로140번길 18,1,매입임대,15,일치
31202181,4,1,9,1,전남광주통합특별시 북구 서방로148번길 10-15,1,매입임대,9,일치
31204495,1,1,1,1,전남광주통합특별시 서구 상무민주로 10,1,매입임대,1,일치
31204768,1,1,1,1,전남광주통합특별시 서구 상무민주로 10,1,매입임대,1,일치
31214869,1,1,1,1,전남광주통합특별시 북구 대자로 55,1,매입임대,1,일치
31214963,1,1,1,1,전남광주통합특별시 서구 경열로45번길 13,1,매입임대,1,일치
31215145,1,1,1,1,전남광주통합특별시 북구 대자로 55,1,매입임대,1,일치
31215427,1,1,1,1,전남광주통합특별시 북구 대자로 55,1,매입임대,1,일치
31218463,2,1,18,1,전남광주통합특별시 광산구 어등대로665번길 18-6,1,매입임대,18,일치
31218464,2,1,11,1,전남광주통합특별시 북구 경열로233번길 47-5,1,매입임대,11,일치
31218465,4,1,16,1,전남광주통합특별시 광산구 소촌로46번길 33,1,매입임대,16,일치
31222867,3,1,16,1,전남광주통합특별시 북구 우치로311번길 7-16,1,매입임대,16,일치
31224138,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31224139,1,1,1,1,전남광주통합특별시 광산구 선운중앙로 45,1,매입임대,1,일치
31224142,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31224146,1,1,1,1,전남광주통합특별시 서구 내방로 337,1,매입임대,1,일치
31224149,1,1,1,1,전남광주통합특별시 서구 내방로 337,1,매입임대,1,일치
31224150,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 34,1,매입임대,1,일치
31224156,1,1,1,1,전남광주통합특별시 서구 무진대로772번길 4,1,매입임대,1,일치
31224157,1,1,1,1,전남광주통합특별시 북구 무등로111번길 30,1,매입임대,1,일치
31224158,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31224159,1,1,1,1,전남광주통합특별시 광산구 목련로 42,1,매입임대,1,일치
31224160,1,1,1,1,전남광주통합특별시 광산구 목련로 42,1,매입임대,1,일치
31224161,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31224163,1,1,1,1,전남광주통합특별시 서구 내방로 337,1,매입임대,1,일치
31224164,1,1,1,1,전남광주통합특별시 북구 양산택지로37번길 78,1,매입임대,1,일치
31226645,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31226646,1,1,1,1,전남광주통합특별시 북구 양산택지소로 20,1,매입임대,1,일치
31226647,1,1,1,1,전남광주통합특별시 북구 서방로40번길 13,1,매입임대,1,일치
31226649,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31226650,1,1,1,1,전남광주통합특별시 광산구 산월로 81,1,매입임대,1,일치
31226651,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31226653,1,1,1,1,전남광주통합특별시 동구 남문로 307,1,매입임대,1,일치
31226654,1,1,1,1,전남광주통합특별시 남구 방림로 31,1,매입임대,1,일치
31226655,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31226657,1,1,1,1,전남광주통합특별시 남구 노대실로 89,1,매입임대,1,일치
31229626,1,1,1,1,전남광주통합특별시 광산구 송도로320번길 1-16,1,매입임대,1,일치
31229627,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31229629,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31229630,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31229631,1,1,1,1,전남광주통합특별시 북구 태봉로 37,1,매입임대,1,일치
31229632,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31229633,1,1,1,1,전남광주통합특별시 북구 하백로6번길 12,1,매입임대,1,일치
31229634,1,1,1,1,전남광주통합특별시 광산구 목련로 41,1,매입임대,1,일치
31229636,1,1,1,1,전남광주통합특별시 남구 노대실로 89,1,매입임대,1,일치
31229637,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31229638,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31229965,2,1,264,1,전남광주통합특별시 동구 용산2로 20,1,국민임대,264,일치
31229966,3,1,264,1,전남광주통합특별시 동구 용산2로 20,1,행복주택,264,일치
31232548,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31232549,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31232550,1,1,1,1,전남광주통합특별시 광산구 신창로71번길 33,1,매입임대,1,일치
31235681,3,1,8,1,전남광주통합특별시 북구 우치로241번길 32,1,매입임대,8,일치
31235682,2,1,9,1,전남광주통합특별시 북구 우치로241번길 28,1,매입임대,9,일치
31237239,1,1,1,1,전남광주통합특별시 광산구 목련로 15,1,매입임대,1,일치
31237244,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31237462,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 34,1,매입임대,1,일치
31237463,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 34,1,매입임대,1,일치
31237464,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 34,1,매입임대,1,일치
31237465,1,1,1,1,전남광주통합특별시 광산구 신창로35번길 20,1,매입임대,1,일치
31237466,1,1,1,1,전남광주통합특별시 광산구 신창로35번길 80,1,매입임대,1,일치
31237468,1,1,1,1,전남광주통합특별시 광산구 신창로35번길 80,1,매입임대,1,일치
31237472,1,1,1,1,전남광주통합특별시 광산구 소촌로86번길 20-17,1,매입임대,1,일치
31237473,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 19,1,매입임대,1,일치
31237474,1,1,1,1,전남광주통합특별시 광산구 신창로35번길 20,1,매입임대,1,일치
31237477,1,1,1,1,전남광주통합특별시 광산구 선운로 33,1,매입임대,1,일치
31237478,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 19,1,매입임대,1,일치
31237479,1,1,1,1,전남광주통합특별시 광산구 신창로161번길 34,1,매입임대,1,일치
31237743,1,1,1,1,전남광주통합특별시 북구 양일로 52,1,매입임대,1,일치
31237744,1,1,1,1,전남광주통합특별시 북구 하서로 71,1,매입임대,1,일치
31237747,1,1,1,1,전남광주통합특별시 북구 동운로 192,1,매입임대,1,일치
31237748,1,1,1,1,전남광주통합특별시 북구 첨단연신로 184,1,매입임대,1,일치
31237750,1,1,1,1,전남광주통합특별시 북구 문화소통로 313,1,매입임대,1,일치
31237751,1,1,1,1,전남광주통합특별시 북구 서강로54번길 11,1,매입임대,1,일치
31237752,1,1,1,1,전남광주통합특별시 북구 서방로40번길 13,1,매입임대,1,일치
31237755,1,1,1,1,전남광주통합특별시 북구 하서로 71,1,매입임대,1,일치
31237760,1,1,1,1,전남광주통합특별시 북구 서강로54번길 10,1,매입임대,1,일치
31237763,1,1,1,1,전남광주통합특별시 북구 문화소통로 313,1,매입임대,1,일치
31237764,1,1,1,1,전남광주통합특별시 북구 설죽로148번길 10,1,매입임대,1,일치
31238077,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238078,1,1,1,1,전남광주통합특별시 동구 남문로693번길 11,1,매입임대,1,일치
31238079,1,1,1,1,전남광주통합특별시 동구 남문로693번길 11,1,매입임대,1,일치
31238080,1,1,1,1,전남광주통합특별시 동구 동명로69번길 20,1,매입임대,1,일치
31238081,1,1,1,1,전남광주통합특별시 남구 노대실로 89,1,매입임대,1,일치
31238082,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238083,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238095,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238096,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238097,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238098,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238099,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238107,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238108,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238109,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238110,1,1,1,1,전남광주통합특별시 서구 발산로 36,1,매입임대,1,일치
31238111,1,1,1,1,전남광주통합특별시 서구 동천로18번길 19,1,매입임대,1,일치
31238112,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31238113,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31238114,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31238115,1,1,1,1,전남광주통합특별시 남구 서문대로704번길 10,1,매입임대,1,일치
31238124,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238125,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238126,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238137,1,1,1,1,전남광주통합특별시 동구 남문로693번길 11,1,매입임대,1,일치
31238138,1,1,1,1,전남광주통합특별시 동구 남문로693번길 11,1,매입임대,1,일치
31238139,1,1,1,1,전남광주통합특별시 서구 동천로 11,1,매입임대,1,일치
31238140,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31238141,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31238142,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238143,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238144,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238145,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238146,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238147,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238148,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238158,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238159,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238175,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238176,1,1,1,1,전남광주통합특별시 동구 남문로693번길 11,1,매입임대,1,일치
31238177,1,1,1,1,전남광주통합특별시 서구 동천로18번길 19,1,매입임대,1,일치
31238178,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31238179,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238180,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238181,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238189,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238190,1,1,1,1,전남광주통합특별시 동구 무등로 374,1,매입임대,1,일치
31238191,1,1,1,1,전남광주통합특별시 서구 무진대로772번길 4,1,매입임대,1,일치
31238192,1,1,1,1,전남광주통합특별시 남구 노대실로 33,1,매입임대,1,일치
31238193,1,1,1,1,전남광주통합특별시 남구 제중로 11,1,매입임대,1,일치
31238194,1,1,1,1,전남광주통합특별시 남구 효우2로 21,1,매입임대,1,일치
31238195,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238196,1,1,1,1,전남광주통합특별시 남구 효우2로 45,1,매입임대,1,일치
31238197,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238198,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
31238199,1,1,1,1,전남광주통합특별시 남구 독립로80번길 7,1,매입임대,1,일치
