hsmpSn,행수,세대수_고유값수,세대수_고유값,주소_고유값수,주소,공급유형_고유값수,공급유형,대표세대수_후보,세대수일관성
30704757,5,1,9,1,전남광주통합특별시 동구 무등로306번길 29-15,1,매입임대,9,일치
30704758,4,1,7,1,전남광주통합특별시 서구 군분로 206-3,1,매입임대,7,일치
30704759,2,1,6,1,전남광주통합특별시 서구 풍암운리로 10-1,1,매입임대,6,일치
30704760,6,1,11,1,전남광주통합특별시 서구 경열로54번길 10,1,매입임대,11,일치
30704761,3,1,10,1,전남광주통합특별시 서구 군분로129번길 11,1,매입임대,10,일치
30704762,2,1,6,1,전남광주통합특별시 서구 군분로159번길 12,1,매입임대,6,일치
30704763,2,1,9,1,전남광주통합특별시 서구 화정로276번길 10,1,매입임대,9,일치
30704764,2,1,6,1,전남광주통합특별시 서구 화정로280번길 7,1,매입임대,6,일치
30704765,4,1,9,1,전남광주통합특별시 서구 군분로221번길 4,1,매입임대,9,일치
30704766,2,1,8,1,전남광주통합특별시 서구 군분로222번길 4-1,1,매입임대,8,일치
30704767,3,1,12,1,전남광주통합특별시 서구 금호만호길 90,1,매입임대,12,일치
30704768,3,1,9,1,전남광주통합특별시 서구 금화로481번길 8,1,매입임대,9,일치
30704769,3,1,12,1,전남광주통합특별시 서구 금화로482번길 15,1,매입임대,12,일치
30704770,3,1,6,1,전남광주통합특별시 서구 금화로482번길 15-1,1,매입임대,6,일치
30704771,4,1,9,1,전남광주통합특별시 서구 금화로73번길 14,1,매입임대,9,일치
30704772,4,1,15,1,전남광주통합특별시 서구 내방로350번길 3-6,1,매입임대,15,일치
30704773,3,1,12,1,전남광주통합특별시 서구 내방로404번길 25,1,매입임대,12,일치
30704774,2,1,9,1,전남광주통합특별시 서구 내방마을2길 6-14,1,매입임대,9,일치
30704775,2,1,12,1,전남광주통합특별시 서구 내방마을2길 6-16,1,매입임대,12,일치
30704776,4,1,12,1,전남광주통합특별시 서구 대남대로450번길 10-10,1,매입임대,12,일치
30704777,4,1,12,1,전남광주통합특별시 서구 대남대로450번길 10-12,1,매입임대,12,일치
30704778,3,1,9,1,전남광주통합특별시 서구 대남대로461번길 3,1,매입임대,9,일치
30704779,3,1,12,1,전남광주통합특별시 서구 대남대로462번길 2,1,매입임대,12,일치
30704780,2,1,12,1,전남광주통합특별시 서구 상무대로1005번길 11-33,1,매입임대,12,일치
30704781,1,1,12,1,전남광주통합특별시 서구 상무대로1005번길 17-19,1,매입임대,12,일치
30704782,5,1,18,1,전남광주통합특별시 서구 상무대로1005번길 39-5,1,매입임대,18,일치
30704783,3,1,12,1,전남광주통합특별시 서구 상무대로1171번길 4,1,매입임대,12,일치
30704784,3,1,12,1,전남광주통합특별시 서구 상무대로884번길 26,1,매입임대,12,일치
30704785,2,1,18,1,전남광주통합특별시 서구 상무오월로38번길 27-11,1,매입임대,18,일치
30704786,6,1,18,1,전남광주통합특별시 서구 월드컵4강로181번길 6-8,1,매입임대,18,일치
30704787,3,1,12,1,전남광주통합특별시 서구 월산로225번길 13-18,1,매입임대,12,일치
30704788,2,1,12,1,전남광주통합특별시 서구 월산로225번길 13-22,1,매입임대,12,일치
30704789,3,1,12,1,전남광주통합특별시 서구 풍금로12번길 13,1,매입임대,12,일치
30704790,2,1,12,1,전남광주통합특별시 서구 풍금로24번길 5-1,1,매입임대,12,일치
30704791,2,1,6,1,전남광주통합특별시 서구 풍암신흥로11번길 38-20,1,매입임대,6,일치
30704792,2,1,6,1,전남광주통합특별시 서구 풍암신흥로50번길 31,1,매입임대,6,일치
30704793,2,1,6,1,전남광주통합특별시 서구 풍암신흥로50번길 35,1,매입임대,6,일치
30704794,2,1,6,1,전남광주통합특별시 서구 풍암신흥로50번길 5,1,매입임대,6,일치
30704795,4,1,9,1,전남광주통합특별시 서구 풍암신흥로62번길 3-68,1,매입임대,9,일치
30704796,5,1,8,1,전남광주통합특별시 서구 풍암신흥안길 11-8,1,매입임대,8,일치
30704797,6,1,11,1,전남광주통합특별시 서구 풍암신흥안길 27-5,1,매입임대,11,일치
30704798,2,1,9,1,전남광주통합특별시 서구 풍암신흥안길 7,1,매입임대,9,일치
30704799,2,1,6,1,전남광주통합특별시 서구 풍암운리로33번길 9,1,매입임대,6,일치
30704800,4,1,12,1,전남광주통합특별시 서구 풍암중앙로91번길 4-30,1,매입임대,12,일치
30704801,3,1,9,1,전남광주통합특별시 서구 화개1로1번길 23,1,매입임대,9,일치
30704802,5,1,11,1,전남광주통합특별시 서구 화개2로20번길 28-17,1,매입임대,11,일치
30704803,1,1,6,1,전남광주통합특별시 서구 화개2로20번길 32-17,1,매입임대,6,일치
30704804,5,1,8,1,전남광주통합특별시 서구 화개2로20번길 32-8,1,매입임대,8,일치
30704805,3,1,9,1,전남광주통합특별시 서구 화개2로9번길 9-10,1,매입임대,9,일치
30704806,2,1,9,1,전남광주통합특별시 서구 화개2로9번길 9-11,1,매입임대,9,일치
30704807,2,1,6,1,전남광주통합특별시 서구 화개중앙로3번길 12-10,1,매입임대,6,일치
30704808,2,1,12,1,전남광주통합특별시 서구 화운로100번길 6,1,매입임대,12,일치
30704809,3,1,9,1,전남광주통합특별시 서구 화운로110번길 5-10,1,매입임대,9,일치
30704811,5,1,12,1,전남광주통합특별시 서구 화운로175번길 5-15,1,매입임대,12,일치
30704812,2,1,12,1,전남광주통합특별시 서구 화정로21번길 8-9,1,매입임대,12,일치
30704813,2,1,12,1,전남광주통합특별시 서구 화정로253번길 11-1,1,매입임대,12,일치
30704814,3,1,12,1,전남광주통합특별시 서구 화정로253번길 7,1,매입임대,12,일치
30704815,3,1,12,1,전남광주통합특별시 서구 화정로271번길 11,1,매입임대,12,일치
30704816,2,1,12,1,전남광주통합특별시 서구 화정로279번길 19,1,매입임대,12,일치
30704817,5,1,11,1,전남광주통합특별시 서구 화정로279번길 4,1,매입임대,11,일치
30704818,6,1,16,1,전남광주통합특별시 서구 화정로293번길 6-13,1,매입임대,16,일치
30704819,3,1,11,1,전남광주통합특별시 서구 화정로49번길 34-9,1,매입임대,11,일치
30704820,6,1,10,1,전남광주통합특별시 서구 동림2지구길 15,1,매입임대,10,일치
30704821,5,1,10,1,전남광주통합특별시 서구 동림2지구길 31,1,매입임대,10,일치
30704822,4,1,18,1,전남광주통합특별시 남구 금화로 456,1,매입임대,18,일치
30704823,5,1,12,1,전남광주통합특별시 남구 제중로 24-9,1,매입임대,12,일치
30704824,4,1,10,1,전남광주통합특별시 남구 진다리로 31,1,매입임대,10,일치
30704825,5,1,11,1,전남광주통합특별시 남구 진다리로 49-2,1,매입임대,11,일치
30704826,2,1,9,1,전남광주통합특별시 남구 화정로260번길 18,1,매입임대,9,일치
30704827,4,1,12,1,전남광주통합특별시 남구 화정로272번길 23,1,매입임대,12,일치
30704828,7,1,11,1,전남광주통합특별시 남구 월산로151번길 5-7,1,매입임대,11,일치
30704829,4,1,12,1,전남광주통합특별시 남구 금화로482번길 14,1,매입임대,12,일치
30704830,4,1,6,1,전남광주통합특별시 남구 구성로78번길 21,1,매입임대,6,일치
30704831,1,1,6,1,전남광주통합특별시 남구 금화로394번길 7,1,매입임대,6,일치
30704832,5,1,11,1,전남광주통합특별시 남구 금화로415번길 12,1,매입임대,11,일치
30704833,3,1,12,1,전남광주통합특별시 남구 금화로422번길 13,1,매입임대,12,일치
30704834,3,1,12,1,전남광주통합특별시 남구 금화로422번길 8,1,매입임대,12,일치
30704835,3,1,12,1,전남광주통합특별시 남구 금화로440번길 14,1,매입임대,12,일치
30704836,2,1,12,1,전남광주통합특별시 남구 금화로446번가길 15,1,매입임대,12,일치
30704837,4,1,9,1,전남광주통합특별시 남구 금화로456번길 19,1,매입임대,9,일치
30704838,2,1,10,1,전남광주통합특별시 남구 금화로470번길 19,1,매입임대,10,일치
30704839,4,1,9,1,전남광주통합특별시 남구 대남대로181번길 15-3,1,매입임대,9,일치
30704840,4,1,12,1,전남광주통합특별시 남구 대남대로340번길 17,1,매입임대,12,일치
30704841,3,1,8,1,전남광주통합특별시 남구 대남대로350번길 37,1,매입임대,8,일치
30704842,2,1,10,1,전남광주통합특별시 남구 대남대로350번길 45,1,매입임대,10,일치
30704843,3,1,9,1,전남광주통합특별시 남구 대남대로350번길 49,1,매입임대,9,일치
30704844,3,1,10,1,전남광주통합특별시 남구 대남대로372번안길 27-1,1,매입임대,10,일치
30704845,1,1,12,1,전남광주통합특별시 남구 대남대로390번길 16,1,매입임대,12,일치
30704846,1,1,6,1,전남광주통합특별시 남구 독립로10번길 32-1,1,매입임대,6,일치
30704847,5,1,9,1,전남광주통합특별시 남구 독립로10번길 62,1,매입임대,9,일치
30704848,4,1,9,1,전남광주통합특별시 남구 백양로51번길 3,1,매입임대,9,일치
30704849,8,1,18,1,전남광주통합특별시 남구 백양로61번길 6,1,매입임대,18,일치
30704850,1,1,6,1,전남광주통합특별시 남구 백운로44번길 6-4,1,매입임대,6,일치
30704851,1,1,6,1,전남광주통합특별시 남구 백운로44번길 6-6,1,매입임대,6,일치
30704852,3,1,12,1,전남광주통합특별시 남구 백운로5번길 29-1,1,매입임대,12,일치
30704853,2,1,12,1,전남광주통합특별시 남구 백운로5번길 44-1,1,매입임대,12,일치
30704854,2,1,9,1,전남광주통합특별시 남구 봉선로51번길 30-2,1,매입임대,9,일치
30704855,3,1,15,1,전남광주통합특별시 남구 봉선중앙로134번길 21,1,매입임대,15,일치
30704856,4,1,9,1,전남광주통합특별시 남구 봉주5길 8,1,매입임대,9,일치
30704857,5,1,9,1,전남광주통합특별시 남구 봉주5길 8,1,매입임대,9,일치
30704858,4,1,8,1,전남광주통합특별시 남구 봉주5길 8,1,매입임대,8,일치
30704859,5,1,18,1,전남광주통합특별시 남구 수박등로47번길 12,1,매입임대,18,일치
30704860,4,1,9,1,전남광주통합특별시 남구 월광1길 24-1,1,매입임대,9,일치
30704861,3,1,12,1,전남광주통합특별시 남구 월광1길 27,1,매입임대,12,일치
30704862,2,1,12,1,전남광주통합특별시 남구 월광길 50,1,매입임대,12,일치
30704863,4,1,11,1,전남광주통합특별시 남구 제석로80번길 14,1,매입임대,11,일치
30704864,4,1,9,1,전남광주통합특별시 남구 중앙로33번길 10-1,1,매입임대,9,일치
30704865,3,1,12,1,전남광주통합특별시 남구 진다리로13번서길 1,1,매입임대,12,일치
30704866,2,1,12,1,전남광주통합특별시 남구 진다리로13번서길 3,1,매입임대,12,일치
30704867,5,1,12,1,전남광주통합특별시 남구 진다리로13번서길 5,1,매입임대,12,일치
30704868,2,1,6,1,전남광주통합특별시 남구 회서로21번나길 10,1,매입임대,6,일치
30704869,4,1,8,1,전남광주통합특별시 남구 회재로1224번길 13,1,매입임대,8,일치
30704870,4,1,8,1,전남광주통합특별시 남구 회재로1224번길 15,1,매입임대,8,일치
30704871,4,1,8,1,전남광주통합특별시 남구 회재로1224번길 15-1,1,매입임대,8,일치
30704872,4,1,10,1,전남광주통합특별시 서구 동림2지구길 21-3,1,매입임대,10,일치
30704873,5,1,7,1,전남광주통합특별시 서구 동림2지구길 32,1,매입임대,7,일치
30704874,4,1,12,1,전남광주통합특별시 북구 경양로 95,1,매입임대,12,일치
30704875,8,1,18,1,전남광주통합특별시 북구 군왕로 109,1,매입임대,18,일치
30704876,2,1,12,1,전남광주통합특별시 북구 상촌로 42,1,매입임대,12,일치
30704877,3,1,17,1,전남광주통합특별시 북구 서하로 240-12,1,매입임대,17,일치
30704878,2,1,12,1,전남광주통합특별시 북구 안산로 20-3,1,매입임대,12,일치
30704879,2,1,12,1,전남광주통합특별시 북구 양산택지소로 35,1,매입임대,12,일치
30704880,5,1,18,1,전남광주통합특별시 북구 양산택지소로 43,1,매입임대,18,일치
30704881,6,1,12,1,전남광주통합특별시 북구 우치로 239-5,1,매입임대,12,일치
30704882,6,1,6,1,전남광주통합특별시 북구 우치로 240-12,1,매입임대,6,일치
30704883,7,1,11,1,전남광주통합특별시 북구 우치로 240-14,1,매입임대,11,일치
30704884,5,1,13,1,전남광주통합특별시 북구 월동로 12,1,매입임대,13,일치
30704885,4,1,9,1,전남광주통합특별시 북구 월동로 16-4,1,매입임대,9,일치
30704886,4,1,8,1,전남광주통합특별시 북구 일곡로 19-1,1,매입임대,8,일치
30704887,4,1,12,1,전남광주통합특별시 북구 일곡마을로 82-7,1,매입임대,12,일치
30704888,5,1,9,1,전남광주통합특별시 북구 자라봉로 18,1,매입임대,9,일치
30704889,3,1,18,1,전남광주통합특별시 북구 자라봉로 60,1,매입임대,18,일치
30704890,5,1,12,1,전남광주통합특별시 북구 참판로 177,1,매입임대,12,일치
30704891,6,1,9,1,전남광주통합특별시 북구 참판로 189,1,매입임대,9,일치
30704892,4,1,9,1,전남광주통합특별시 북구 참판로 67,1,매입임대,9,일치
30704893,3,1,12,1,전남광주통합특별시 북구 감적길 18,1,매입임대,12,일치
30704894,3,1,12,1,전남광주통합특별시 북구 경양로103번길 27-5,1,매입임대,12,일치
30704895,3,1,12,1,전남광주통합특별시 북구 경양로119번길 10-8,1,매입임대,12,일치
30704896,4,1,12,1,전남광주통합특별시 북구 경양로183번길 30-6,1,매입임대,12,일치
30704897,4,1,12,1,전남광주통합특별시 북구 경양로183번길 8,1,매입임대,12,일치
30704898,4,1,12,1,전남광주통합특별시 북구 경양로183번길 8-8,1,매입임대,12,일치
30704899,3,1,9,1,전남광주통합특별시 북구 경양로97번길 26-8,1,매입임대,9,일치
30704900,6,1,15,1,전남광주통합특별시 북구 경열로211번길 30-3,1,매입임대,15,일치
30704901,3,1,9,1,전남광주통합특별시 북구 군왕로105번길 10-8,1,매입임대,9,일치
30704902,5,1,8,1,전남광주통합특별시 북구 군왕로18번길 33,1,매입임대,8,일치
30704903,3,1,9,1,전남광주통합특별시 북구 군왕로32번길 5-2,1,매입임대,9,일치
30704904,8,1,9,1,전남광주통합특별시 북구 대천로157번길 13-10,1,매입임대,9,일치
30704905,2,1,12,1,전남광주통합특별시 북구 독립로367번길 49,1,매입임대,12,일치
30704906,4,1,12,1,전남광주통합특별시 북구 동문대로112번길 90,1,매입임대,12,일치
30704907,3,1,9,1,전남광주통합특별시 북구 무등로164번길 23,1,매입임대,9,일치
30704908,7,1,15,1,전남광주통합특별시 북구 본촌마을길102번길 62,1,매입임대,15,일치
30704909,7,1,15,1,전남광주통합특별시 북구 본촌마을길102번길 64,1,매입임대,15,일치
30704910,4,1,11,1,전남광주통합특별시 북구 본촌택지로30번길 8-5,1,매입임대,11,일치
30704911,2,1,12,1,전남광주통합특별시 북구 상촌로43번길 66,1,매입임대,12,일치
30704912,1,1,12,1,전남광주통합특별시 북구 서방로181번길 76,1,매입임대,12,일치
30704913,2,1,12,1,전남광주통합특별시 북구 서암대로160번길 20,1,매입임대,12,일치
30704914,3,1,9,1,전남광주통합특별시 북구 서암대로18번길 9-4,1,매입임대,9,일치
30704915,2,1,12,1,전남광주통합특별시 북구 서하로274번길 9-13,1,매입임대,12,일치
30704916,4,1,8,1,전남광주통합특별시 북구 설죽로196번길 7,1,매입임대,8,일치
30704917,4,1,12,1,전남광주통합특별시 북구 설죽로251번길 8-3,1,매입임대,12,일치
30704918,3,1,6,1,전남광주통합특별시 북구 설죽로455번길 18-12,1,매입임대,6,일치
30704919,3,1,12,1,전남광주통합특별시 북구 설죽로471번길 34-13,1,매입임대,12,일치
30704920,6,1,9,1,전남광주통합특별시 북구 설죽로471번길 57-1,1,매입임대,9,일치
30704921,3,1,9,1,전남광주통합특별시 북구 설죽로471번길 78-7,1,매입임대,9,일치
30704922,2,1,9,1,전남광주통합특별시 북구 설죽로471번길 82-8,1,매입임대,9,일치
30704923,3,1,6,1,전남광주통합특별시 북구 송해로4번길 7-6,1,매입임대,6,일치
30704924,4,1,18,1,전남광주통합특별시 북구 신촌로23번길 20,1,매입임대,18,일치
30704925,4,1,6,1,전남광주통합특별시 북구 신촌로23번길 27,1,매입임대,6,일치
30704926,3,1,18,1,전남광주통합특별시 북구 양산택지로33번길 25-5,1,매입임대,18,일치
30704927,2,1,12,1,전남광주통합특별시 북구 양산택지로37번길 30,1,매입임대,12,일치
30704928,6,1,18,1,전남광주통합특별시 북구 양산택지로37번길 68,1,매입임대,18,일치
30704929,4,1,12,1,전남광주통합특별시 북구 양산택지로37번길 97,1,매입임대,12,일치
30704930,5,1,9,1,전남광주통합특별시 북구 양산택지로79번길 34-3,1,매입임대,9,일치
30704931,3,1,10,1,전남광주통합특별시 북구 양산택지로79번길 38-10,1,매입임대,10,일치
30704932,2,1,12,1,전남광주통합특별시 북구 양산택지로79번길 38-7,1,매입임대,12,일치
30704933,2,1,9,1,전남광주통합특별시 북구 양산택지로79번길 38-9,1,매입임대,9,일치
30704934,4,1,9,1,전남광주통합특별시 북구 양일로344번길 30-8,1,매입임대,9,일치
30704935,4,1,12,1,전남광주통합특별시 북구 양일로344번길 52,1,매입임대,12,일치
30704936,3,1,12,1,전남광주통합특별시 북구 어매마을길17번길 10,1,매입임대,12,일치
30704937,2,1,12,1,전남광주통합특별시 북구 연양로105번길 10,1,매입임대,12,일치
30704938,2,1,12,1,전남광주통합특별시 북구 연양로105번길 14,1,매입임대,12,일치
30704939,4,1,12,1,전남광주통합특별시 북구 연양로105번길 24-2,1,매입임대,12,일치
30704940,2,1,5,1,전남광주통합특별시 북구 우치로257번길 20-3,1,매입임대,5,일치
30704941,4,1,9,1,전남광주통합특별시 북구 우치로264번길 23,1,매입임대,9,일치
30704942,4,1,9,1,전남광주통합특별시 북구 우치로264번길 25,1,매입임대,9,일치
30704943,3,1,12,1,전남광주통합특별시 북구 우치로2번길 58,1,매입임대,12,일치
30704944,6,1,9,1,전남광주통합특별시 북구 우치로2번길 9-12,1,매입임대,9,일치
30704945,4,1,12,1,전남광주통합특별시 북구 우치로311번길 13-3,1,매입임대,12,일치
30704946,6,1,17,1,전남광주통합특별시 북구 운신북길 137,1,매입임대,17,일치
30704947,4,1,13,1,전남광주통합특별시 북구 자동차로48번길 16,1,매입임대,13,일치
30704948,4,1,12,1,전남광주통합특별시 북구 자미로26번길 9,1,매입임대,12,일치
30704949,4,1,9,1,전남광주통합특별시 북구 자미로6번길 23-5,1,매입임대,9,일치
30704950,3,1,9,1,전남광주통합특별시 북구 중흥로163번길 5,1,매입임대,9,일치
30704951,3,1,9,1,전남광주통합특별시 북구 중흥로163번길 8-8,1,매입임대,9,일치
30704952,2,1,12,1,전남광주통합특별시 북구 중흥로173번길 6,1,매입임대,12,일치
30704953,4,1,12,1,전남광주통합특별시 북구 천지인로105번길 12,1,매입임대,12,일치
30704954,2,1,12,1,전남광주통합특별시 북구 천지인로105번길 12-1,1,매입임대,12,일치
30704955,4,1,15,1,전남광주통합특별시 북구 천지인로105번길 19,1,매입임대,15,일치
30704956,5,1,12,1,전남광주통합특별시 북구 호동로73번길 5,1,매입임대,12,일치
30704957,3,1,9,1,전남광주통합특별시 광산구 금봉로 46-1,1,매입임대,9,일치
30704958,2,1,12,1,전남광주통합특별시 광산구 금봉로 90,1,매입임대,12,일치
30704959,1,1,12,1,전남광주통합특별시 광산구 사암로 72-19,1,매입임대,12,일치
30704960,1,1,6,1,전남광주통합특별시 광산구 신가삼효로 12-12,1,매입임대,6,일치
30704961,1,1,6,1,전남광주통합특별시 광산구 신가삼효로 8,1,매입임대,6,일치
30704962,4,1,12,1,전남광주통합특별시 광산구 신가삼효로 8-10,1,매입임대,12,일치
30704963,3,1,12,1,전남광주통합특별시 광산구 우산로 78,1,매입임대,12,일치
30704964,2,1,5,1,전남광주통합특별시 광산구 월곡반월로 64,1,매입임대,5,일치
30704965,2,1,6,1,전남광주통합특별시 광산구 월곡반월로 75,1,매입임대,6,일치
30704966,5,1,8,1,전남광주통합특별시 광산구 광산로78번길 24,1,매입임대,8,일치
30704967,4,1,11,1,전남광주통합특별시 광산구 금봉로54번길 9-5,1,매입임대,11,일치
30704968,3,1,12,1,전남광주통합특별시 광산구 금봉로63번길 19,1,매입임대,12,일치
30704969,2,1,12,1,전남광주통합특별시 광산구 남동길30번길 9-7,1,매입임대,12,일치
30704970,2,1,12,1,전남광주통합특별시 광산구 내상로33번길 62,1,매입임대,12,일치
30704971,3,1,12,1,전남광주통합특별시 광산구 목련로219번길 120,1,매입임대,12,일치
30704972,9,1,12,1,전남광주통합특별시 광산구 목련로219번길 120,1,매입임대,12,일치
30704973,2,1,12,1,전남광주통합특별시 광산구 목련로394번길 10-7,1,매입임대,12,일치
30704974,2,1,12,1,전남광주통합특별시 광산구 목련로394번길 16-8,1,매입임대,12,일치
30704975,1,1,6,1,전남광주통합특별시 광산구 목련로397번안길 8-3,1,매입임대,6,일치
30704976,4,1,15,1,전남광주통합특별시 광산구 사암로118번길 47-8,1,매입임대,15,일치
30704977,4,1,9,1,전남광주통합특별시 광산구 사암로118번길 97-7,1,매입임대,9,일치
30704978,4,1,9,1,전남광주통합특별시 광산구 사암로118번길 97-7,1,매입임대,9,일치
30704979,4,1,9,1,전남광주통합특별시 광산구 사암로118번길 97-7,1,매입임대,9,일치
30704980,3,1,12,1,전남광주통합특별시 광산구 사암로130번길 85,1,매입임대,12,일치
30704981,5,1,8,1,전남광주통합특별시 광산구 사암로131번길 39,1,매입임대,8,일치
30704982,4,1,12,1,전남광주통합특별시 광산구 사암로27번길 30,1,매입임대,12,일치
30704983,3,1,9,1,전남광주통합특별시 광산구 사암로92번길 12,1,매입임대,9,일치
30704984,1,1,12,1,전남광주통합특별시 광산구 사암로92번길 46,1,매입임대,12,일치
30704985,3,1,12,1,전남광주통합특별시 광산구 사암로95번길 21-9,1,매입임대,12,일치
30704986,4,1,18,1,전남광주통합특별시 광산구 산정로37번길 7,1,매입임대,18,일치
30704987,2,1,12,1,전남광주통합특별시 광산구 송도로208번길 8,1,매입임대,12,일치
30704988,5,1,14,1,전남광주통합특별시 광산구 송도로284번길 31-1,1,매입임대,14,일치
30704989,5,1,12,1,전남광주통합특별시 광산구 송정로8번길 59-12,1,매입임대,12,일치
30704991,2,1,9,1,전남광주통합특별시 광산구 신창로106번길 15-8,1,매입임대,9,일치
30704992,2,1,9,1,전남광주통합특별시 광산구 신창로138번길 23-15,1,매입임대,9,일치
30704993,3,1,10,1,전남광주통합특별시 광산구 신창로138번길 23-9,1,매입임대,10,일치
30704994,2,1,10,1,전남광주통합특별시 광산구 신창로138번길 24-8,1,매입임대,10,일치
30704995,3,1,5,1,전남광주통합특별시 광산구 신창로48번길 23,1,매입임대,5,일치
30704996,3,1,5,1,전남광주통합특별시 광산구 신창로48번길 8,1,매입임대,5,일치
30704997,6,1,10,1,전남광주통합특별시 광산구 왕버들로322번길 21,1,매입임대,10,일치
30704998,4,1,6,1,전남광주통합특별시 광산구 왕버들로322번길 31-12,1,매입임대,6,일치
30704999,5,1,11,1,전남광주통합특별시 광산구 왕버들로322번길 7,1,매입임대,11,일치
30705000,5,1,12,1,전남광주통합특별시 광산구 월계로16번길 8-6,1,매입임대,12,일치
30705001,4,1,5,1,전남광주통합특별시 광산구 월계로34번길 31-14,1,매입임대,5,일치
30705002,3,1,8,1,전남광주통합특별시 광산구 월곡로71번길 14,1,매입임대,8,일치
30705003,2,1,6,1,전남광주통합특별시 광산구 월곡반월로76번길 5-4,1,매입임대,6,일치
30705004,4,1,7,1,전남광주통합특별시 광산구 장신로309번길 12-24,1,매입임대,7,일치
30705005,5,1,5,1,전남광주통합특별시 광산구 장신로333번길 13,1,매입임대,5,일치
30819506,5,1,9,1,전남광주통합특별시 북구 북문대로249번길 27,1,매입임대,9,일치
30819507,2,1,9,1,전남광주통합특별시 북구 양산택지로34번길 16-1,1,매입임대,9,일치
30819508,4,1,9,1,전남광주통합특별시 북구 중흥로174번길 18-4,1,매입임대,9,일치
30819524,3,1,12,1,전남광주통합특별시 북구 상촌로31번길 26-12,1,매입임대,12,일치
30819525,4,1,12,1,전남광주통합특별시 북구 양산택지로79번길 38-8,1,매입임대,12,일치
30819533,3,1,9,1,전남광주통합특별시 북구 북문대로249번길 25-8,1,매입임대,9,일치
30819534,4,1,18,1,전남광주통합특별시 북구 설죽로436번길 16,1,매입임대,18,일치
30819547,4,1,18,1,전남광주통합특별시 북구 설죽로436번길 14,1,매입임대,18,일치
30819548,7,1,18,1,전남광주통합특별시 북구 양산택지로51번길 4,1,매입임대,18,일치
30819559,2,1,12,1,전남광주통합특별시 북구 양산택지로79번길 34-7,1,매입임대,12,일치
30819560,4,1,9,1,전남광주통합특별시 북구 중흥로174번길 18-8,1,매입임대,9,일치
30819561,4,1,9,1,전남광주통합특별시 북구 중흥로40번길 11-5,1,매입임대,9,일치
30819573,4,1,12,1,전남광주통합특별시 북구 하서로 373-6,1,매입임대,12,일치
30819574,3,1,9,1,전남광주통합특별시 북구 대천로157번길 59,1,매입임대,9,일치
30819575,3,1,9,1,전남광주통합특별시 북구 설죽로471번길 52,1,매입임대,9,일치
30830405,5,1,9,1,전남광주통합특별시 동구 필문대로205번길 41-30,1,매입임대,9,일치
30830407,1,1,1,1,전남광주통합특별시 북구 하서로466번길 79,1,매입임대,1,일치
30830408,1,1,1,1,전남광주통합특별시 북구 우치로264번길 9,1,매입임대,1,일치
30830409,1,1,1,1,전남광주통합특별시 북구 우치로 292-1,1,매입임대,1,일치
30830410,1,1,1,1,전남광주통합특별시 북구 우치로264번길 5,1,매입임대,1,일치
30830411,1,1,1,1,전남광주통합특별시 북구 본촌택지로 20,1,매입임대,1,일치
30830412,1,1,1,1,전남광주통합특별시 북구 대천로27번길 13-3,1,매입임대,1,일치
30830413,1,1,1,1,전남광주통합특별시 북구 본촌택지로30번길 6-10,1,매입임대,1,일치
30830912,4,1,11,1,전남광주통합특별시 북구 대천로27번길 13-3,1,매입임대,11,일치
30830913,6,1,13,1,전남광주통합특별시 북구 본촌택지로 20,1,매입임대,13,일치
30830914,6,1,13,1,전남광주통합특별시 북구 본촌택지로30번길 6-10,1,매입임대,13,일치
30830915,3,1,18,1,전남광주통합특별시 서구 월산로245번길 23,1,매입임대,18,일치
30830916,4,1,17,1,전남광주통합특별시 북구 우치로 292-1,1,매입임대,17,일치
30830917,3,1,11,1,전남광주통합특별시 북구 하서로466번길 79,1,매입임대,11,일치
30830918,2,1,8,1,전남광주통합특별시 북구 우치로264번길 9,1,매입임대,8,일치
30830919,7,1,8,1,전남광주통합특별시 북구 우치로264번길 5,1,매입임대,8,일치
30835592,3,1,12,1,전남광주통합특별시 북구 신촌로 29,1,매입임대,12,일치
30835593,3,1,12,1,전남광주통합특별시 북구 본촌택지로30번길 42,1,매입임대,12,일치
30835594,3,1,9,1,전남광주통합특별시 북구 하서로466번길 91,1,매입임대,9,일치
30835596,6,1,14,1,전남광주통합특별시 북구 본촌택지로 21,1,매입임대,14,일치
30835597,3,1,12,1,전남광주통합특별시 북구 하서로466번길 85,1,매입임대,12,일치
30835598,2,1,9,1,전남광주통합특별시 북구 양산택지로79번길 8-4,1,매입임대,9,일치
30835599,5,1,15,1,전남광주통합특별시 북구 본촌택지로29번길 3-9,1,매입임대,15,일치
30835600,3,1,9,1,전남광주통합특별시 북구 양산택지로79번길 8-2,1,매입임대,9,일치
30835601,3,1,12,1,전남광주통합특별시 북구 본촌택지로30번길 44,1,매입임대,12,일치
30853077,7,1,12,1,전남광주통합특별시 북구 군왕로51번길 110,1,매입임대,12,일치
30853078,2,1,12,1,전남광주통합특별시 북구 중흥로163번길 11,1,매입임대,12,일치
30853079,6,1,12,1,전남광주통합특별시 북구 군왕로51번길 106,1,매입임대,12,일치
30853080,2,1,12,1,전남광주통합특별시 북구 중흥로163번길 9,1,매입임대,12,일치
30853081,1,1,6,1,전남광주통합특별시 북구 효열로 28,1,매입임대,6,일치
30853082,2,1,12,1,전남광주통합특별시 북구 서방로148번길 10-13,1,매입임대,12,일치
