aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm
무등산그린웰로제비앙,29110-361,2019,26.02~28.02,신규,21,11,2025,"34,000",84.8445,19,723,0,,,동계로 38,0,00038,00000,3159004,2,12210,12210,산수동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
선교2차우방아이유쉘리포레,29110-471,2023,26.01~28.01,신규,19,11,2025,"15,000",59.9702,15,488,0,,,선교로 38-33,0,00038,00033,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
무등산광신프로그레스,29110-350,2018,25.12~27.12,갱신,20,11,2025,"26,250",84.9193,11,716,0,"26,250",,밤실로 100,0,00100,00000,3162072,0,12210,12210,산수동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
무등산광신프로그레스,29110-350,2018,25.12~27.12,갱신,20,11,2025,"26,250",84.9193,11,716,0,"26,250",,밤실로 100,0,00100,00000,3162072,0,12210,12210,산수동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
용산지구대성베르힐,29110-360,2019,26.01~28.01,신규,28,11,2025,"20,200",59.606,3,668,10,,,용산2길 8,,00008,00000,4855762,0,12210,12210,용산동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
AM-City하이클래스,29110-324,2014,25.12~26.12,신규,18,11,2025,300,15.1697,7,154-1,35,,,금남로 185,0,00185,00000,3009019,1,12210,12210,금남로5가,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
충장아트원,29110-325,2014,25.11~26.11,신규,5,11,2025,500,18,15,14,35,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
그랜드센트럴,29110-371,2020,25.12~27.12,신규,30,11,2025,"26,000",59.9055,5,1827,0,,,경양로 234,0,00234,00000,3009017,2,12210,12210,계림동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.12~27.12,신규,11,11,2025,"14,000",47.1254,16,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.12~27.12,신규,11,11,2025,"14,000",47.1254,16,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.12~27.12,신규,27,11,2025,"14,000",49.0667,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
AM-City하이클래스,29110-324,2014,25.12~26.12,신규,18,11,2025,300,15.1697,7,154-1,35,,,금남로 185,0,00185,00000,3009019,1,12210,12210,금남로5가,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
그랜드센트럴,29110-371,2020,25.12~27.12,신규,30,11,2025,"26,000",59.9055,5,1827,0,,,경양로 234,0,00234,00000,3009017,2,12210,12210,계림동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
용산지구대성베르힐,29110-360,2019,26.01~28.01,신규,28,11,2025,"20,200",59.606,3,668,10,,,용산2길 8,,00008,00000,4855762,0,12210,12210,용산동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.12~27.12,신규,27,11,2025,"14,000",49.0667,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
무등산그린웰로제비앙,29110-361,2019,26.02~28.02,신규,21,11,2025,"34,000",84.8445,19,723,0,,,동계로 38,0,00038,00000,3159004,2,12210,12210,산수동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
선교2차우방아이유쉘리포레,29110-471,2023,26.01~28.01,신규,19,11,2025,"15,000",59.9702,15,488,0,,,선교로 38-33,0,00038,00033,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
광주용산지구2BL계룡리슈빌더포레스트아파트,29110-358,2019,26.02~28.02,신규,14,11,2025,"5,000",106.6583,10,662,145,,,용산1길 2,0,00002,00000,4855761,0,12210,12210,용산동,,동구,12210,아파트,전월세,202511,아파트 전월세,,,,,
화정엘리체퍼스티지,29140-392,2019,26.02~28.02,신규,21,11,2025,"45,000",110.2243,19,1706,0,,,염화로 20,0,00020,00000,3160034,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
호반리젠시빌3차,29140-156,2001,26.02~28.02,신규,4,11,2025,"26,000",84.7555,7,770-1,0,,,금화로149번길 11,0,00011,00000,4280063,2,12240,12240,금호동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대우금호,29140-125,1998,26.01~28.01,신규,5,11,2025,"17,000",59.94,7,1166-2,0,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
한신,29140-148,2000,26.01~28.01,신규,24,11,2025,"13,270",59.79,13,1053,0,,,풍암순환로 38,0,00038,00000,3160050,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
더샵염주센트럴파크,29140-414,2022,26.02~27.02,신규,17,11,2025,"39,500",76.9341,27,1712,0,,,월드컵4강로 27,,00027,00000,3160036,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
더샵염주센트럴파크,29140-414,2022,26.02~27.02,신규,17,11,2025,"39,500",76.9341,27,1712,0,,,월드컵4강로 27,,00027,00000,3160036,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대주,29140-29,1998,25.12~27.12,신규,25,11,2025,"2,000",59.955,2,1168-11,60,,,상무공원로 94,0,00094,00000,3160015,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
e편한세상,29140-316,2010,26.01~28.01,신규,14,11,2025,"5,000",134.5698,7,895,130,,,화운로 278,0,00278,00000,3160065,1,12240,12240,광천동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
e편한세상,29140-316,2010,26.01~28.01,신규,14,11,2025,"5,000",134.5698,7,895,130,,,화운로 278,0,00278,00000,3160065,1,12240,12240,광천동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
라인동산,29140-74,1992,26.01~28.01,신규,27,11,2025,"12,000",59.85,8,930-1,0,,,염화로45번길 17,0,00017,00000,4280295,1,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
상무버들마을주공2,29140-24,1999,26.01~28.01,신규,28,11,2025,"14,500",59.92,20,871,0,,,상무버들로 15,0,00015,00000,3160061,1,12240,12240,유촌동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
중흥(1168-1),29140-33,1997,26.03~28.03,신규,27,11,2025,"25,000",84.93,1,1168-1,0,,,치평로 77,,00077,00000,3160042,0,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대우금호,29140-125,1998,25.12~27.11,신규,11,11,2025,"2,000",59.94,15,1166-2,70,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대우금호,29140-125,1998,25.12~27.11,신규,11,11,2025,"2,000",59.94,15,1166-2,70,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
상무광명메이루즈,29140-373,2016,26.01~28.01,신규,17,11,2025,"30,000",84.9599,19,1249,0,,,시청로 27,0,00027,00000,3160029,0,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
한신,29140-148,2000,26.01~28.01,신규,24,11,2025,"13,270",59.79,13,1053,0,,,풍암순환로 38,0,00038,00000,3160050,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
현대(859-1),29140-94,1987,25.12~27.12,신규,28,11,2025,"9,000",53.46,13,859-1,0,,,월드컵4강로 22,0,00022,00000,3160036,2,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
동천 리버팰리스,29140-307,2008,25.12~27.12,신규,15,11,2025,"25,000",75.72,15,515,0,,,동천로18번길 19,0,00019,00000,4280559,1,12240,12240,동천동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
라인동산,29140-74,1992,26.01~28.01,신규,27,11,2025,"12,000",59.85,8,930-1,0,,,염화로45번길 17,0,00017,00000,4280295,1,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호대우,29140-27,1998,25.12~27.12,신규,12,11,2025,"15,000",59.94,14,1166-2,0,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
현대(859-1),29140-94,1987,25.12~27.12,신규,28,11,2025,"9,000",53.46,13,859-1,0,,,월드컵4강로 22,0,00022,00000,3160036,2,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대주,29140-29,1998,25.12~27.12,신규,25,11,2025,"2,000",59.955,2,1168-11,60,,,상무공원로 94,0,00094,00000,3160015,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
상무버들마을주공2,29140-24,1999,26.01~28.01,신규,28,11,2025,"14,500",59.92,20,871,0,,,상무버들로 15,0,00015,00000,3160061,1,12240,12240,유촌동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
중흥(1168-1),29140-33,1997,26.03~28.03,신규,27,11,2025,"25,000",84.93,1,1168-1,0,,,치평로 77,,00077,00000,3160042,0,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
한신,29140-148,2000,26.01~28.01,신규,24,11,2025,"13,270",59.79,13,1053,0,,,풍암순환로 38,0,00038,00000,3160050,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
화정엘리체퍼스티지,29140-392,2019,26.02~28.02,신규,21,11,2025,"45,000",110.2243,19,1706,0,,,염화로 20,0,00020,00000,3160034,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
상무광명메이루즈,29140-373,2016,26.01~28.01,신규,17,11,2025,"30,000",84.9599,19,1249,0,,,시청로 27,0,00027,00000,3160029,0,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
부영APT(신암마을),29140-152,2000,26.01~28.01,신규,17,11,2025,"18,000",80.1864,1,1099,0,,,풍암1로 42,0,00042,00000,3160047,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
동천 리버팰리스,29140-307,2008,25.12~27.12,신규,15,11,2025,"25,000",75.72,15,515,0,,,동천로18번길 19,0,00019,00000,4280559,1,12240,12240,동천동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호타운1,29140-124,1996,25.12~26.03,신규,17,11,2025,"12,000",59.94,9,1072,0,,,화운로23번길 7-8,0,00007,00008,4280509,1,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
호반리젠시빌3차,29140-156,2001,26.02~28.02,신규,4,11,2025,"26,000",84.7555,7,770-1,0,,,금화로149번길 11,0,00011,00000,4280063,2,12240,12240,금호동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호타운1,29140-124,1996,25.12~26.03,신규,17,11,2025,"12,000",59.94,9,1072,0,,,화운로23번길 7-8,0,00007,00008,4280509,1,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
부영APT(신암마을),29140-152,2000,26.01~28.01,신규,17,11,2025,"18,000",80.1864,1,1099,0,,,풍암1로 42,0,00042,00000,3160047,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
에스케이뷰,29140-298,2006,25.12~27.12,갱신,13,11,2025,"43,000",128.295,3,777,0,"41,000",,송풍로 30,0,00030,00000,3160028,1,12240,12240,풍암동,사용,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
에스케이뷰,29140-298,2006,25.12~27.12,갱신,13,11,2025,"43,000",128.295,3,777,0,"41,000",,송풍로 30,0,00030,00000,3160028,1,12240,12240,풍암동,사용,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호대우,29140-27,1998,25.12~27.12,신규,12,11,2025,"15,000",59.94,14,1166-2,0,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
광주화정동골드클래스주상복합,29140-417,2022,25.11~27.11,신규,5,11,2025,"35,000",84.9319,28,1709,0,,,죽봉대로 17,0,00017,00000,2009006,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
중흥호반,29140-147,2000,25.12~27.12,신규,7,11,2025,"15,000",59.88,16,1048,0,,,풍암순환로 14,,00014,00000,3160050,0,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
중흥호반,29140-147,2000,25.12~27.12,신규,7,11,2025,"15,000",59.88,16,1048,0,,,풍암순환로 14,,00014,00000,3160050,0,12240,12240,풍암동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호2지구도시공사,29140-99,1999,25.12~27.12,신규,3,11,2025,"13,900",59.94,10,767,0,,,금화로115번길 23,0,00023,00000,4280062,1,12240,12240,금호동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
광주화정동골드클래스주상복합,29140-417,2022,25.11~27.11,신규,5,11,2025,"35,000",84.9319,28,1709,0,,,죽봉대로 17,0,00017,00000,2009006,0,12240,12240,화정동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
대우금호,29140-125,1998,26.01~28.01,신규,5,11,2025,"17,000",59.94,7,1166-2,0,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
금호2지구도시공사,29140-99,1999,25.12~27.12,신규,3,11,2025,"13,900",59.94,10,767,0,,,금화로115번길 23,0,00023,00000,4280062,1,12240,12240,금호동,,서구,12240,아파트,전월세,202511,아파트 전월세,,,,,
봉선동제일풍경채엘리트파크,29155-384,2016,26.02~28.02,신규,25,11,2025,"56,000",84.968,3,1092,0,,,제석로80번길 5,0,00005,00000,4283570,0,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
봉선2차남양휴튼,29155-332,2011,26.02~28.02,신규,25,11,2025,"80,000",114.7477,8,1080,0,,,봉선로 115,0,00115,00000,3161009,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
더퍼스트데시앙,29155-855,2025,25.12~27.12,신규,8,11,2025,"5,000",59.9908,1,1078,75,,,덕림중앙3길 8,0,00008,00000,4865160,0,12270,12270,월산동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
삼익1,29155-42,1990,25.12~27.12,신규,7,11,2025,"20,000",84.96,2,470,0,,,봉선중앙로 46,0,00046,00000,3161010,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
더퍼스트데시앙,29155-855,2025,25.12~27.12,신규,8,11,2025,"5,000",59.9908,1,1078,75,,,덕림중앙3길 8,0,00008,00000,4865160,0,12270,12270,월산동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
포스코더샵,29155-131,2004,25.12~27.12,신규,14,11,2025,"30,000",59.89,18,1076,0,,,효사랑길 14,0,00014,00000,4283737,1,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
효천1중흥에스-클래스에코파크,29155-397,2019,26.01~28.01,신규,2,11,2025,"25,000",84.9772,6,855,0,,,효천3로 110,,00110,00000,3351964,0,12270,12270,임암동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
엘에이치송화마을8단지,29155-395,2018,25.11~27.12,신규,26,11,2025,"2,988",36.72,2,825,17,,,노대실로 9,0,00009,00000,3161003,0,12270,12270,노대동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
제일풍경채에듀파크1단지,29155-371,2015,26.01~28.01,신규,8,11,2025,"29,000",84.3565,5,526,0,,,효우로 332-10,0,00332,00010,3161021,0,12270,12270,행암동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
봉선2차남양휴튼,29155-332,2011,26.01~28.01,신규,27,11,2025,"102,000",167.366,2,1080,0,,,봉선로 115,0,00115,00000,3161009,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
효천1중흥에스-클래스에코파크,29155-397,2019,26.01~28.01,신규,2,11,2025,"25,000",84.9772,6,855,0,,,효천3로 110,,00110,00000,3351964,0,12270,12270,임암동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
봉선2차남양휴튼,29155-332,2011,26.01~28.01,신규,27,11,2025,"102,000",167.366,2,1080,0,,,봉선로 115,0,00115,00000,3161009,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
포스코더샵,29155-131,2004,25.12~27.12,신규,14,11,2025,"30,000",59.89,18,1076,0,,,효사랑길 14,0,00014,00000,4283737,1,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
금호2,29155-27,1995,25.12~27.12,갱신,8,11,2025,"28,350",84.83,4,490-1,0,"27,000",,봉선로 134,0,00134,00000,3161009,2,12270,12270,봉선동,사용,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
삼익1,29155-42,1990,25.12~27.12,신규,7,11,2025,"20,000",84.96,2,470,0,,,봉선중앙로 46,0,00046,00000,3161010,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
봉선동제일풍경채엘리트파크,29155-384,2016,26.02~28.02,신규,25,11,2025,"56,000",84.968,3,1092,0,,,제석로80번길 5,0,00005,00000,4283570,0,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
봉선2차남양휴튼,29155-332,2011,26.02~28.02,신규,25,11,2025,"80,000",114.7477,8,1080,0,,,봉선로 115,0,00115,00000,3161009,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
엘에이치송화마을8단지,29155-395,2018,25.11~27.12,신규,26,11,2025,"2,988",36.72,2,825,17,,,노대실로 9,0,00009,00000,3161003,0,12270,12270,노대동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
제일풍경채에듀파크1단지,29155-371,2015,26.01~28.01,신규,8,11,2025,"29,000",84.3565,5,526,0,,,효우로 332-10,0,00332,00010,3161021,0,12270,12270,행암동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
금호2,29155-27,1995,25.12~27.12,갱신,8,11,2025,"28,350",84.83,4,490-1,0,"27,000",,봉선로 134,0,00134,00000,3161009,2,12270,12270,봉선동,사용,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
더퍼스트데시앙,29155-855,2025,25.12~27.12,신규,8,11,2025,"5,000",59.9908,1,1078,75,,,덕림중앙3길 8,0,00008,00000,4865160,0,12270,12270,월산동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
남양휴튼1차,29155-319,2009,26.01~28.01,신규,4,11,2025,"75,000",129.3502,1,606,0,,,제석로 99,0,00099,00000,3161015,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
진월동한국아델리움아파트,29155-288,2005,25.12~27.12,신규,3,11,2025,"61,000",166.1508,12,514-22,0,,,서문대로627번길 19,0,00019,00000,4283378,1,12270,12270,진월동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
진월동한국아델리움아파트,29155-288,2005,25.12~27.12,신규,3,11,2025,"61,000",166.1508,12,514-22,0,,,서문대로627번길 19,0,00019,00000,4283378,1,12270,12270,진월동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
남양휴튼1차,29155-319,2009,26.01~28.01,신규,4,11,2025,"75,000",129.3502,1,606,0,,,제석로 99,0,00099,00000,3161015,2,12270,12270,봉선동,,남구,12270,아파트,전월세,202511,아파트 전월세,,,,,
부림1,29170-174,1995,,,7,11,2025,"8,150",59.79,13,280-1,0,,,하백로46번길 9,0,00009,00000,4286773,1,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
부림1,29170-174,1995,,,7,11,2025,"8,150",59.79,13,280-1,0,,,하백로46번길 9,0,00009,00000,4286773,1,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
대화,29170-172,1991,26.01~28.01,신규,22,11,2025,"1,000",59.31,9,214-1,45,,,매곡로86번길 2,0,00002,00000,4286199,1,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
공간,29170-117,1994,25.11~27.11,신규,20,11,2025,"1,000",59.97,9,996-2,50,,,문산로 65,0,00065,00000,3162017,1,12300,12300,문흥동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용봉엘리체,29170-671,2013,26.03~28.03,신규,15,11,2025,"25,200",59.5783,15,1474,0,,,서하로94번길 60,0,00060,00000,4286415,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
운암2차남양휴튼,29170-768,2019,26.04~28.04,신규,2,11,2025,"25,000",84.8088,5,1781,0,,,북문대로 88,0,00088,00000,2009002,0,12300,12300,운암동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
교대금호어울림,29170-742,2017,26.02~28.02,신규,29,11,2025,"35,000",84.983,7,808,0,,,군왕로 17,0,00017,00000,3162002,1,12300,12300,풍향동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
청솔4차,29170-254,2001,25.12~27.12,갱신,29,11,2025,"8,700",48.45,12,819-3,0,"9,400",,일곡마을로 10,0,00010,00000,3162061,1,12300,12300,일곡동,사용,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
호반2,29170-252,1995,26.01~28.01,신규,26,11,2025,"9,900",59.95,12,214-10,0,,,매곡로 64,0,00064,00000,3162014,2,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
휴먼시아,29170-571,2009,26.06~27.12,신규,5,11,2025,"22,000",84.93,4,1470,0,,,설죽로148번길 10,0,00010,00000,4286420,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
광주첨단2지구사랑으로부영,29170-646,2013,26.01~28.01,신규,11,11,2025,"10,000",60.4624,18,737,35,,,첨단연신로 166,0,00166,00000,3162094,2,12300,12300,신용동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
각화센트럴파크서희스타힐스,29170-818,2020,26.01~28.01,신규,13,11,2025,"28,500",84.9796,21,608,0,,,동문대로249번길 19,0,00019,00000,4286159,0,12300,12300,각화동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용두주공,29170-202,1998,26.01~28.01,신규,26,11,2025,"10,500",49.29,13,643-1,0,,,임방울대로1041번길 15,0,00015,00000,4286609,1,12300,12300,신용동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
무등산자이앤어울림1단지,29170-873,2025,26.01~28.01,신규,29,11,2025,"20,000",130.8654,29,835,250,,,서양로 155,0,00155,00000,3162030,3,12300,12300,우산동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
무등산자이앤어울림1단지,29170-873,2025,26.01~28.01,신규,29,11,2025,"20,000",130.8654,29,835,250,,,서양로 155,0,00155,00000,3162030,3,12300,12300,우산동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
청솔4차,29170-254,2001,25.12~27.12,갱신,29,11,2025,"8,700",48.45,12,819-3,0,"9,400",,일곡마을로 10,0,00010,00000,3162061,1,12300,12300,일곡동,사용,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
대화,29170-172,1991,26.01~28.01,신규,22,11,2025,"1,000",59.31,9,214-1,45,,,매곡로86번길 2,0,00002,00000,4286199,1,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
전남대모아미래도에듀파크,29170-884,2023,25.12~27.12,신규,16,11,2025,"5,000",84.7647,18,262-1,100,,,호동로46번길 16,0,00016,00000,4286803,0,12300,12300,중흥동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
일신2,29170-55,1991,25.12~27.12,신규,12,11,2025,"1,000",59.82,4,1038-1,50,,,북문대로159번길 39,0,00039,00000,4286290,1,12300,12300,운암동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
무등산자이앤어울림2단지,29170-872,2025,26.01~28.01,신규,2,11,2025,"28,000",59.9883,16,831,0,,,동문대로65번길 20,0,00020,00000,4286166,1,12300,12300,우산동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
무등산자이앤어울림2단지,29170-872,2025,26.01~28.01,신규,2,11,2025,"28,000",59.9883,16,831,0,,,동문대로65번길 20,0,00020,00000,4286166,1,12300,12300,우산동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용봉동한국아델리움비엔날레2차,29170-823,2021,26.01~28.01,신규,29,11,2025,"22,000",65.4333,6,1491,0,,,저불로69번길 24-3,0,00024,00003,4286651,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
S-클래스더제니스,29170-887,2024,25.12~27.12,신규,27,11,2025,"33,000",59.787,22,887,0,,,천변우로 227,,00227,00000,3009025,0,12300,12300,임동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
각화센트럴파크서희스타힐스,29170-818,2020,26.02~28.02,신규,27,11,2025,"30,000",84.9796,10,608,0,,,동문대로249번길 19,0,00019,00000,4286159,0,12300,12300,각화동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용봉동한국아델리움비엔날레2차,29170-823,2021,26.01~28.01,신규,29,11,2025,"22,000",65.4333,6,1491,0,,,저불로69번길 24-3,0,00024,00003,4286651,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
교대금호어울림,29170-742,2017,26.02~28.02,신규,29,11,2025,"35,000",84.983,7,808,0,,,군왕로 17,0,00017,00000,3162002,1,12300,12300,풍향동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용봉엘리체,29170-671,2013,26.03~28.03,신규,15,11,2025,"25,200",59.5783,15,1474,0,,,서하로94번길 60,0,00060,00000,4286415,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
힐스테이트각화,29170-767,2018,25.12~27.12,신규,20,11,2025,"24,000",59.9891,27,594,0,,,군왕로 295,0,00295,00000,3162002,0,12300,12300,각화동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
호반2,29170-252,1995,26.01~28.01,신규,26,11,2025,"9,900",59.95,12,214-10,0,,,매곡로 64,0,00064,00000,3162014,2,12300,12300,매곡동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
용두주공,29170-202,1998,26.01~28.01,신규,26,11,2025,"10,500",49.29,13,643-1,0,,,임방울대로1041번길 15,0,00015,00000,4286609,1,12300,12300,신용동,,북구,12300,아파트,전월세,202511,아파트 전월세,,,,,
