aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm
용산지구모아엘가에듀파크,29110-359,2019,,,29,7,2025,"28,000",84.9024,3,663,0,,,용산3길 17,,00017,00000,4855763,0,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
용산지구모아엘가에듀파크,29110-359,2019,,,29,7,2025,"28,000",84.9024,3,663,0,,,용산3길 17,,00017,00000,4855763,0,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,,,1,7,2025,"17,000",59.9583,8,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,,,1,7,2025,"17,000",59.9583,8,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,6,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,13,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
계림아이파크에스케이뷰,29110-381,2022,25.09~27.09,신규,23,7,2025,"42,000",76.9879,24,1869,0,,,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산그린웰로제비앙,29110-361,2019,25.09~27.09,신규,20,7,2025,"28,000",84.8445,2,723,0,,,동계로 38,0,00038,00000,3159004,2,12210,12210,산수동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,14,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
계림아이파크에스케이뷰,29110-381,2022,25.09~27.09,신규,23,7,2025,"42,000",76.9879,24,1869,0,,,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,13,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.10~27.10,신규,12,7,2025,"35,000",163.24,10,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산그린웰로제비앙,29110-361,2019,25.09~27.09,신규,20,7,2025,"28,000",84.8445,2,723,0,,,동계로 38,0,00038,00000,3159004,2,12210,12210,산수동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
아트리뷰스,29110-339,2016,25.08~27.08,신규,14,7,2025,"9,450",32.3909,3,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,16,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,10,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,4,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,19,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,6,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산골드클래스,29110-355,2018,25.07~26.07,신규,14,7,2025,"7,004",39.9979,14,1103,15,,,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.08~27.08,신규,11,7,2025,"29,000",107.4174,4,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,11,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
아트리뷰스,29110-339,2016,25.08~27.08,신규,14,7,2025,"9,450",32.3909,3,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"22,551",84.9897,15,902,5,"21,980",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"22,551",84.9897,15,902,5,"21,980",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,10,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,10,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,11,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,25,7,2025,"20,791",84.988,11,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,21,7,2025,"14,000",47.1254,14,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,21,7,2025,"14,000",47.1254,14,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,13,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,13,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,14,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,24,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,8,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,6,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
계림아이파크에스케이뷰,29110-381,2022,25.09~27.09,신규,23,7,2025,"42,000",76.9879,24,1869,0,,,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,4,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,6,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,19,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,16,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,571",84.988,2,902,5,"20,050",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,23,7,2025,"20,791",84.988,6,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.09~27.09,신규,4,7,2025,"26,000",84.869,18,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.09~27.09,신규,4,7,2025,"26,000",84.869,18,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,351",84.988,1,902,5,"19,836",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,15,7,2025,"14,000",47.1254,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,15,7,2025,"14,000",47.1254,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,351",84.988,1,902,5,"19,836",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,3,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,7,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,17,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,9,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,15,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,10,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,17,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
내남지구진아리채1차,29110-362,2019,25.08~27.08,갱신,22,7,2025,"20,791",84.988,5,902,5,"20,265",5,육판서길 16,,00016,00000,4277158,1,12210,12210,내남동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산골드클래스2차,29110-377,2022,25.08~27.08,신규,3,7,2025,"27,000",59.5439,24,747,0,,,남문로 589,0,00589,00000,3159003,6,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.10~27.10,신규,12,7,2025,"35,000",163.24,10,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산골드클래스,29110-355,2018,25.07~26.07,신규,14,7,2025,"7,004",39.9979,14,1103,15,,,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
광주금남로한신더휴펜트하우스,29110-473,2024,25.08~27.08,신규,11,7,2025,"29,000",107.4174,4,66-2,0,,,중앙로 202,0,00202,00000,3162073,0,12210,12210,궁동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
명지로드힐포레,29110-372,2021,25.08~27.08,신규,7,7,2025,"22,000",74.1309,10,730,0,,,밤실로90번길 20,0,00020,00000,4277117,1,12210,12210,산수동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
명지로드힐포레,29110-372,2021,25.08~27.08,신규,7,7,2025,"22,000",74.1309,10,730,0,,,밤실로90번길 20,0,00020,00000,4277117,1,12210,12210,산수동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
무등산골드클래스2차,29110-377,2022,25.08~27.08,신규,3,7,2025,"27,000",59.5439,24,747,0,,,남문로 589,0,00589,00000,3159003,6,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,
상무엘리체,29140-386,2018,25.08~27.08,신규,18,7,2025,"29,000",84.9977,19,1380,0,,,월드컵4강로197번길 12,0,00012,00000,4280335,1,12240,12240,쌍촌동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
상무광명메이루즈,29140-373,2016,25.08~27.08,신규,19,7,2025,"30,000",84.934,17,1249,0,,,시청로 27,0,00027,00000,3160029,0,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
금호시영5단지,29140-110,1994,25.07~27.07,신규,2,7,2025,"1,000",59.82,6,742-2,60,,,운천로32번길 7,0,00007,00000,4280316,1,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
호반베르디움,29140-310,2008,25.10~27.10,신규,9,7,2025,"45,000",119.5762,8,615,0,,,하남대로680번길 10,0,00010,00000,4280563,1,12240,12240,동천동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
호반리젠시빌3차,29140-156,2001,25.10~27.09,신규,26,7,2025,"3,000",84.7555,5,770-1,80,,,금화로149번길 11,0,00011,00000,4280063,2,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
금호대우,29140-27,1998,25.09~27.09,신규,22,7,2025,"1,000",59.94,17,1166-2,66,,,치평로 107,0,00107,00000,3160042,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
라인동산,29140-31,1999,25.08~27.08,신규,24,7,2025,"12,000",59.87,6,1174-3,20,,,상무평화로 64,0,00064,00000,3160024,2,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,
