hsmpSn,공급유형,대표세대수,원본행수,원본자치구,주소수,주소,전용면적_최소,전용면적_최대,공식자치구,공식행정동,프로젝트자치구,프로젝트행정동,25개동포함여부
30704896,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 경양로183번길 30-6,48.06,50.25,북구,중흥1동,북구,중흥1동,False
30704897,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 경양로183번길 8,45.7,54.12,북구,중흥1동,북구,중흥1동,False
30704898,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 경양로183번길 8-8,45.7,54.12,북구,중흥1동,북구,중흥1동,False
30704899,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 경양로97번길 26-8,50.73,56.65,북구,신안동,북구,신안동,False
30704900,매입임대,15.0,6,북구,1,전남광주통합특별시 북구 경열로211번길 30-3,54.3,59.6,북구,중앙동,북구,중앙동,False
30704901,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 군왕로105번길 10-8,54.06,57.84,북구,두암1동,북구,두암1동,False
30704902,매입임대,8.0,5,북구,1,전남광주통합특별시 북구 군왕로18번길 33,44.28,74.08,북구,두암3동,북구,두암3동,False
30704903,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 군왕로32번길 5-2,50.27,62.45,북구,풍향동,북구,풍향동,False
30704904,매입임대,9.0,8,북구,1,전남광주통합특별시 북구 대천로157번길 13-10,17.28,89.57,북구,문흥1동,북구,문흥1동,True
30704905,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 독립로367번길 49,48.78,49.16,북구,중흥1동,북구,중흥1동,False
30704906,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 동문대로112번길 90,40.02,42.97,북구,두암2동,북구,두암2동,True
30704907,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 무등로164번길 23,58.74,61.17,북구,신안동,북구,신안동,False
30704908,매입임대,15.0,7,북구,1,전남광주통합특별시 북구 본촌마을길102번길 62,21.12,90.83,북구,건국동,북구,건국동,False
30704909,매입임대,15.0,7,북구,1,전남광주통합특별시 북구 본촌마을길102번길 64,21.12,90.83,북구,건국동,북구,건국동,False
30704910,매입임대,11.0,4,북구,1,전남광주통합특별시 북구 본촌택지로30번길 8-5,62.54,66.16,북구,건국동,북구,건국동,False
30704911,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 상촌로43번길 66,50.25,51.21,북구,건국동,북구,건국동,False
30704912,매입임대,12.0,1,북구,1,전남광주통합특별시 북구 서방로181번길 76,50.4,50.4,북구,두암2동,북구,두암2동,True
30704913,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 서암대로160번길 20,47.88,49.77,북구,신안동,북구,신안동,False
30704914,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 서암대로18번길 9-4,41.12,58.93,북구,운암2동,북구,운암2동,False
30704915,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 서하로274번길 9-13,50.31,50.37,북구,오치1동,북구,오치1동,False
30704916,매입임대,8.0,4,북구,1,전남광주통합특별시 북구 설죽로196번길 7,38.43,61.32,북구,용봉동,북구,용봉동,True
30704917,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 설죽로251번길 8-3,45.94,50.06,북구,용봉동,북구,용봉동,True
30704918,매입임대,6.0,3,북구,1,전남광주통합특별시 북구 설죽로455번길 18-12,50.15,52.95,북구,삼각동,북구,삼각동,False
30704919,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 설죽로471번길 34-13,48.6,50.77,북구,삼각동,북구,삼각동,False
30704920,매입임대,9.0,6,북구,1,전남광주통합특별시 북구 설죽로471번길 57-1,23.25,75.71,북구,삼각동,북구,삼각동,False
30704921,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 설죽로471번길 78-7,56.55,72.75,북구,삼각동,북구,삼각동,False
30704922,매입임대,9.0,2,북구,1,전남광주통합특별시 북구 설죽로471번길 82-8,53.57,70.65,북구,삼각동,북구,삼각동,False
30704923,매입임대,6.0,3,북구,1,전남광주통합특별시 북구 송해로4번길 7-6,35.88,55.87,북구,삼각동,북구,삼각동,False
30704924,매입임대,18.0,4,북구,1,전남광주통합특별시 북구 신촌로23번길 20,47.52,51.21,북구,오치1동,북구,오치1동,False
30704925,매입임대,6.0,4,북구,1,전남광주통합특별시 북구 신촌로23번길 27,64.34,65.64,북구,오치1동,북구,오치1동,False
30704926,매입임대,18.0,3,북구,1,전남광주통합특별시 북구 양산택지로33번길 25-5,60.48,63.98,북구,양산동,북구,양산동,False
30704927,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 양산택지로37번길 30,49.355,49.45,북구,양산동,북구,양산동,False
30704928,매입임대,18.0,6,북구,1,전남광주통합특별시 북구 양산택지로37번길 68,50.955,59.6625,북구,양산동,북구,양산동,False
30704929,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 양산택지로37번길 97,47.79,52.515,북구,양산동,북구,양산동,False
30704930,매입임대,9.0,5,북구,1,전남광주통합특별시 북구 양산택지로79번길 34-3,50.0,67.9,북구,건국동,북구,건국동,False
30704931,매입임대,10.0,3,북구,1,전남광주통합특별시 북구 양산택지로79번길 38-10,46.8,73.7,북구,건국동,북구,건국동,False
30704932,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 양산택지로79번길 38-7,49.6,50.27,북구,건국동,북구,건국동,False
30704933,매입임대,9.0,2,북구,1,전남광주통합특별시 북구 양산택지로79번길 38-9,59.04,59.5,북구,건국동,북구,건국동,False
30704934,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 양일로344번길 30-8,51.04,61.92,북구,삼각동,북구,삼각동,False
30704935,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 양일로344번길 52,44.75,52.36,북구,삼각동,북구,삼각동,False
30704936,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 어매마을길17번길 10,46.7125,51.715,북구,매곡동,북구,매곡동,False
30704937,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 연양로105번길 10,48.96,49.5,북구,양산동,북구,양산동,False
30704938,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 연양로105번길 14,49.79,50.22,북구,양산동,북구,양산동,False
30704939,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 연양로105번길 24-2,48.09,49.5,북구,양산동,북구,양산동,False
30704940,매입임대,5.0,2,북구,1,전남광주통합특별시 북구 우치로257번길 20-3,54.765,65.38,북구,오치2동,북구,오치2동,False
30704941,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 우치로264번길 23,38.32,50.13,북구,오치1동,북구,오치1동,False
30704942,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 우치로264번길 25,38.32,50.13,북구,오치1동,북구,오치1동,False
30704943,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 우치로2번길 58,47.73,54.78,북구,중흥동,북구,중흥동,False
30704944,매입임대,9.0,6,북구,1,전남광주통합특별시 북구 우치로2번길 9-12,16.2,59.1,북구,중흥동,북구,중흥동,False
30704945,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 우치로311번길 13-3,47.415,50.205,북구,오치2동,북구,오치2동,False
30704946,매입임대,17.0,6,북구,1,전남광주통합특별시 북구 운신북길 137,19.44,121.3,북구,운암2동,북구,운암2동,False
30704947,매입임대,13.0,4,북구,1,전남광주통합특별시 북구 자동차로48번길 16,23.4,66.11,북구,신안동,북구,신안동,False
30704948,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 자미로26번길 9,50.0,50.79,북구,신안동,북구,신안동,False
30704949,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 자미로6번길 23-5,33.6,34.03,북구,신안동,북구,신안동,False
30704950,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 중흥로163번길 5,60.06,63.57,북구,중흥1동,북구,중흥1동,False
30704951,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 중흥로163번길 8-8,56.52,58.92,북구,중흥1동,북구,중흥1동,False
30704952,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 중흥로173번길 6,48.47,49.12,북구,중흥1동,북구,중흥1동,False
30704953,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 천지인로105번길 12,46.2,51.16,북구,오치1동,북구,오치1동,False
30704954,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 천지인로105번길 12-1,46.02,51.69,북구,오치1동,북구,오치1동,False
30704955,매입임대,15.0,4,북구,1,전남광주통합특별시 북구 천지인로105번길 19,52.92,59.22,북구,오치1동,북구,오치1동,False
30704956,매입임대,12.0,5,북구,1,전남광주통합특별시 북구 호동로73번길 5,42.38,50.38,북구,문흥2동,북구,문흥2동,False
30704957,매입임대,9.0,3,광산구,1,전남광주통합특별시 광산구 금봉로 46-1,51.8,53.76,광산구,어룡동,광산구,어룡동,False
30704958,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 금봉로 90,47.88,48.51,광산구,우산동,광산구,우산동,True
30704959,매입임대,12.0,1,광산구,1,전남광주통합특별시 광산구 사암로 72-19,49.8575,49.8575,광산구,신흥동,광산구,신흥동,False
30704960,매입임대,6.0,1,광산구,1,전남광주통합특별시 광산구 신가삼효로 12-12,54.945,54.945,광산구,신가동,광산구,신가동,True
30704961,매입임대,6.0,1,광산구,1,전남광주통합특별시 광산구 신가삼효로 8,54.945,54.945,광산구,신가동,광산구,신가동,True
30704962,매입임대,12.0,4,광산구,1,전남광주통합특별시 광산구 신가삼효로 8-10,49.68,50.19,광산구,신가동,광산구,신가동,True
30704963,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 우산로 78,49.4,50.25,광산구,우산동,광산구,우산동,True
30704964,매입임대,5.0,2,광산구,1,전남광주통합특별시 광산구 월곡반월로 64,52.955,83.935,광산구,월곡1동,광산구,월곡1동,False
30704965,매입임대,6.0,2,광산구,1,전남광주통합특별시 광산구 월곡반월로 75,53.52,54.54,광산구,월곡1동,광산구,월곡1동,False
30704966,매입임대,8.0,5,광산구,1,전남광주통합특별시 광산구 광산로78번길 24,49.05,77.08,광산구,송정1동,광산구,송정1동,True
30704967,매입임대,11.0,4,광산구,1,전남광주통합특별시 광산구 금봉로54번길 9-5,50.9,59.22,광산구,어룡동,광산구,어룡동,False
30704968,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 금봉로63번길 19,48.64,50.83,광산구,어룡동,광산구,어룡동,False
30704969,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 남동길30번길 9-7,49.29,50.4,광산구,도산동,광산구,도산동,False
30704970,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 내상로33번길 62,49.15,50.16,광산구,송정1동,광산구,송정1동,True
30704971,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 목련로219번길 120,46.15,46.87,광산구,운남동,광산구,운남동,False
30704972,매입임대,12.0,9,광산구,1,전남광주통합특별시 광산구 목련로219번길 120,46.74,49.05,광산구,운남동,광산구,운남동,False
30704973,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 목련로394번길 10-7,49.065,50.7,광산구,신가동,광산구,신가동,True
30704974,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 목련로394번길 16-8,49.07,50.7,광산구,신가동,광산구,신가동,True
30704975,매입임대,6.0,1,광산구,1,전남광주통합특별시 광산구 목련로397번안길 8-3,61.15,61.15,광산구,신가동,광산구,신가동,True
30704976,매입임대,15.0,4,광산구,1,전남광주통합특별시 광산구 사암로118번길 47-8,28.38,44.22,광산구,우산동,광산구,우산동,True
30704977,매입임대,9.0,4,광산구,1,전남광주통합특별시 광산구 사암로118번길 97-7,55.19,62.04,광산구,우산동,광산구,우산동,True
30704978,매입임대,9.0,4,광산구,1,전남광주통합특별시 광산구 사암로118번길 97-7,55.83,63.83,광산구,우산동,광산구,우산동,True
30704979,매입임대,9.0,4,광산구,1,전남광주통합특별시 광산구 사암로118번길 97-7,55.19,62.04,광산구,우산동,광산구,우산동,True
30704980,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 사암로130번길 85,47.015,50.49,광산구,우산동,광산구,우산동,True
30704981,매입임대,8.0,5,광산구,1,전남광주통합특별시 광산구 사암로131번길 39,57.67,64.26,광산구,우산동,광산구,우산동,True
30704982,매입임대,12.0,4,광산구,1,전남광주통합특별시 광산구 사암로27번길 30,49.51,49.78,광산구,신흥동,광산구,신흥동,False
30704983,매입임대,9.0,3,광산구,1,전남광주통합특별시 광산구 사암로92번길 12,50.37,58.35,광산구,우산동,광산구,우산동,True
30704984,매입임대,12.0,1,광산구,1,전남광주통합특별시 광산구 사암로92번길 46,48.4375,48.4375,광산구,우산동,광산구,우산동,True
30704985,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 사암로95번길 21-9,48.295,52.48,광산구,어룡동,광산구,어룡동,False
30704986,매입임대,18.0,4,광산구,1,전남광주통합특별시 광산구 산정로37번길 7,55.68,56.78,광산구,월곡2동,광산구,월곡2동,False
30704987,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 송도로208번길 8,49.68,50.4,광산구,도산동,광산구,도산동,False
30704988,매입임대,14.0,5,광산구,1,전남광주통합특별시 광산구 송도로284번길 31-1,40.76,46.34,광산구,송정1동,광산구,송정1동,True
30704989,매입임대,12.0,5,광산구,1,전남광주통합특별시 광산구 송정로8번길 59-12,49.2,50.87,광산구,송정2동,광산구,송정2동,False
30704991,매입임대,9.0,2,광산구,1,전남광주통합특별시 광산구 신창로106번길 15-8,59.73,59.73,광산구,신창동,광산구,신창동,False
30704992,매입임대,9.0,2,광산구,1,전남광주통합특별시 광산구 신창로138번길 23-15,57.2775,84.823,광산구,신창동,광산구,신창동,False
30704993,매입임대,10.0,3,광산구,1,전남광주통합특별시 광산구 신창로138번길 23-9,49.125,55.735,광산구,신창동,광산구,신창동,False
30704994,매입임대,10.0,2,광산구,1,전남광주통합특별시 광산구 신창로138번길 24-8,50.07,51.03,광산구,신창동,광산구,신창동,False
30704995,매입임대,5.0,3,광산구,1,전남광주통합특별시 광산구 신창로48번길 23,56.7,61.18,광산구,신창동,광산구,신창동,False
30704996,매입임대,5.0,3,광산구,1,전남광주통합특별시 광산구 신창로48번길 8,58.16,59.99,광산구,신창동,광산구,신창동,False
30704997,매입임대,10.0,6,광산구,1,전남광주통합특별시 광산구 왕버들로322번길 21,44.1,57.27,광산구,신창동,광산구,신창동,False
30704998,매입임대,6.0,4,광산구,1,전남광주통합특별시 광산구 왕버들로322번길 31-12,50.08,69.05,광산구,신창동,광산구,신창동,False
30704999,매입임대,11.0,5,광산구,1,전남광주통합특별시 광산구 왕버들로322번길 7,46.64,53.15,광산구,신창동,광산구,신창동,False
30705000,매입임대,12.0,5,광산구,1,전남광주통합특별시 광산구 월계로16번길 8-6,21.12,42.24,광산구,첨단2동,북구,첨단2동,True
30705001,매입임대,5.0,4,광산구,1,전남광주통합특별시 광산구 월계로34번길 31-14,53.4,91.98,광산구,첨단2동,북구,첨단2동,True
30705002,매입임대,8.0,3,광산구,1,전남광주통합특별시 광산구 월곡로71번길 14,44.04,53.76,광산구,월곡1동,광산구,월곡1동,False
30705003,매입임대,6.0,2,광산구,1,전남광주통합특별시 광산구 월곡반월로76번길 5-4,53.85,57.47,광산구,월곡1동,광산구,월곡1동,False
30705004,매입임대,7.0,4,광산구,1,전남광주통합특별시 광산구 장신로309번길 12-24,42.59,84.95,광산구,신창동,광산구,신창동,False
30705005,매입임대,5.0,5,광산구,1,전남광주통합특별시 광산구 장신로333번길 13,54.98,88.49,광산구,신창동,광산구,신창동,False
30819506,매입임대,9.0,5,북구,1,전남광주통합특별시 북구 북문대로249번길 27,55.83,62.57,북구,동림동,북구,동림동,False
30819507,매입임대,9.0,2,북구,1,전남광주통합특별시 북구 양산택지로34번길 16-1,51.0,53.7,북구,양산동,북구,양산동,False
30819508,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 중흥로174번길 18-4,52.68,56.73,북구,중흥1동,북구,중흥1동,False
30819524,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 상촌로31번길 26-12,45.57,50.27,북구,양산동,북구,양산동,False
30819525,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 양산택지로79번길 38-8,46.8,49.2,북구,건국동,북구,건국동,False
30819533,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 북문대로249번길 25-8,51.68,63.22,북구,동림동,북구,동림동,False
30819534,매입임대,18.0,4,북구,1,전남광주통합특별시 북구 설죽로436번길 16,43.79,72.86,북구,삼각동,북구,삼각동,False
30819547,매입임대,18.0,4,북구,1,전남광주통합특별시 북구 설죽로436번길 14,43.79,72.86,북구,삼각동,북구,삼각동,False
30819548,매입임대,18.0,7,북구,1,전남광주통합특별시 북구 양산택지로51번길 4,41.38,54.28,북구,양산동,북구,양산동,False
30819559,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 양산택지로79번길 34-7,43.63,48.6,북구,건국동,북구,건국동,False
30819560,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 중흥로174번길 18-8,52.68,56.73,북구,중흥1동,북구,중흥1동,False
30819561,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 중흥로40번길 11-5,44.03,60.49,북구,임동,북구,임동,False
30819573,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 하서로 373-6,45.77,50.155,북구,양산동,북구,양산동,False
30819574,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 대천로157번길 59,57.0,71.76,북구,문흥1동,북구,문흥1동,True
30819575,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 설죽로471번길 52,55.25,70.54,북구,삼각동,북구,삼각동,False
30830405,매입임대,9.0,5,동구,1,전남광주통합특별시 동구 필문대로205번길 41-30,41.76,60.8,동구,지산1동,동구,지산1동,False
30830407,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 하서로466번길 79,49.12,49.12,북구,건국동,북구,건국동,False
30830408,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 우치로264번길 9,60.27,60.27,북구,오치1동,북구,오치1동,False
30830409,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 우치로 292-1,51.24,51.24,북구,오치1동,북구,오치1동,False
30830410,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 우치로264번길 5,62.79,62.79,북구,오치1동,북구,오치1동,False
30830411,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 본촌택지로 20,58.8,58.8,북구,건국동,북구,건국동,False
30830412,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 대천로27번길 13-3,50.9,50.9,북구,오치1동,북구,오치1동,False
30830413,매입임대,1.0,1,북구,1,전남광주통합특별시 북구 본촌택지로30번길 6-10,58.8,58.8,북구,건국동,북구,건국동,False
30830912,매입임대,11.0,4,북구,1,전남광주통합특별시 북구 대천로27번길 13-3,42.9,50.9,북구,오치1동,북구,오치1동,False
30830913,매입임대,13.0,6,북구,1,전남광주통합특별시 북구 본촌택지로 20,54.78,71.7,북구,건국동,북구,건국동,False
30830914,매입임대,13.0,6,북구,1,전남광주통합특별시 북구 본촌택지로30번길 6-10,54.78,71.7,북구,건국동,북구,건국동,False
30830915,매입임대,18.0,3,서구,1,전남광주통합특별시 서구 월산로245번길 23,50.4,53.42,서구,농성1동,서구,농성1동,True
30830916,매입임대,17.0,4,북구,1,전남광주통합특별시 북구 우치로 292-1,51.24,59.22,북구,오치1동,북구,오치1동,False
30830917,매입임대,11.0,3,북구,1,전남광주통합특별시 북구 하서로466번길 79,43.64,49.12,북구,건국동,북구,건국동,False
30830918,매입임대,8.0,2,북구,1,전남광주통합특별시 북구 우치로264번길 9,60.27,65.83,북구,오치1동,북구,오치1동,False
30830919,매입임대,8.0,7,북구,1,전남광주통합특별시 북구 우치로264번길 5,29.97,74.49,북구,오치1동,북구,오치1동,False
30835592,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 신촌로 29,44.8,48.44,북구,오치1동,북구,오치1동,False
30835593,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 본촌택지로30번길 42,45.6,50.6,북구,건국동,북구,건국동,False
30835594,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 하서로466번길 91,48.42,68.75,북구,건국동,북구,건국동,False
30835596,매입임대,14.0,6,북구,1,전남광주통합특별시 북구 본촌택지로 21,52.66,64.92,북구,건국동,북구,건국동,False
30835597,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 하서로466번길 85,43.64,49.12,북구,건국동,북구,건국동,False
30835598,매입임대,9.0,2,북구,1,전남광주통합특별시 북구 양산택지로79번길 8-4,45.6,48.9,북구,건국동,북구,건국동,False
30835599,매입임대,15.0,5,북구,1,전남광주통합특별시 북구 본촌택지로29번길 3-9,48.7,62.2,북구,건국동,북구,건국동,False
30835600,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 양산택지로79번길 8-2,45.6,48.9,북구,건국동,북구,건국동,False
30835601,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 본촌택지로30번길 44,45.6,50.6,북구,건국동,북구,건국동,False
30853077,매입임대,12.0,7,북구,1,전남광주통합특별시 북구 군왕로51번길 110,43.92,50.78,북구,두암1동,북구,두암1동,False
30853078,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 중흥로163번길 11,47.4525,50.265,북구,중흥1동,북구,중흥1동,False
30853079,매입임대,12.0,6,북구,1,전남광주통합특별시 북구 군왕로51번길 106,42.0,53.735,북구,두암1동,북구,두암1동,False
30853080,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 중흥로163번길 9,47.4525,50.265,북구,중흥1동,북구,중흥1동,False
30853081,매입임대,6.0,1,북구,1,전남광주통합특별시 북구 효열로 28,61.46,61.46,북구,양산동,북구,양산동,False
30853082,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 서방로148번길 10-13,43.92,50.78,북구,두암1동,북구,두암1동,False
30853083,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 서방로148번길 10-9,43.92,50.78,북구,두암1동,북구,두암1동,False
30976214,매입임대,18.0,2,북구,1,전남광주통합특별시 북구 양산택지로33번길 29-4,39.69,56.42,북구,양산동,북구,양산동,False
30976215,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 우치로241번길 13,44.31,47.73,북구,오치2동,북구,오치2동,False
30976216,매입임대,9.0,3,광산구,1,전남광주통합특별시 광산구 목련로219번길 130,56.69,67.44,광산구,운남동,광산구,운남동,False
30976217,매입임대,18.0,7,서구,1,전남광주통합특별시 서구 화정로279번길 15,56.05,67.45,서구,농성2동,서구,농성2동,False
30976218,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 양산택지로37번길 17,49.28,49.84,북구,양산동,북구,양산동,False
30976219,매입임대,12.0,2,북구,1,전남광주통합특별시 북구 독립로367번길 13,45.99,48.93,북구,중흥1동,북구,중흥1동,False
30976220,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 안산로 89,41.44,49.98,북구,삼각동,북구,삼각동,False
30976221,매입임대,12.0,2,동구,1,전남광주통합특별시 동구 필문대로137번길 5-15,46.08,46.72,동구,산수1동,동구,산수1동,False
30976222,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 금남로13번길 10,51.11,61.6,북구,임동,북구,임동,False
30976223,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 중가로3번길 13,47.37,49.6,북구,임동,북구,임동,False
30976224,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 독립로367번길 66,47.11,47.27,북구,중흥1동,북구,중흥1동,False
30976225,매입임대,12.0,2,서구,1,전남광주통합특별시 서구 화정로279번길 8,44.84,52.415,서구,농성2동,서구,농성2동,False
30976226,매입임대,12.0,5,북구,1,전남광주통합특별시 북구 중가로3번길 15,47.16,51.07,북구,임동,북구,임동,False
30976227,매입임대,13.0,7,북구,1,전남광주통합특별시 북구 군왕로117번길 9-3,47.31,81.23,북구,두암1동,북구,두암1동,False
30976228,매입임대,18.0,2,북구,1,전남광주통합특별시 북구 서하로 272,48.24,58.32,북구,오치1동,북구,오치1동,False
30976229,매입임대,9.0,3,광산구,1,전남광주통합특별시 광산구 목련로219번길 132,57.55,68.44,광산구,운남동,광산구,운남동,False
30976231,매입임대,9.0,2,동구,1,전남광주통합특별시 동구 필문대로192번길 22,63.24,64.69,동구,산수1동,동구,산수1동,False
30976232,매입임대,12.0,4,북구,1,전남광주통합특별시 북구 독립로367번길 64,47.11,47.27,북구,중흥1동,북구,중흥1동,False
30976233,매입임대,15.0,10,남구,1,전남광주통합특별시 남구 용대로183번안길 12-1,33.43,70.48,남구,방림1동,남구,방림1동,True
30976234,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 서하로455번길 6,43.89,55.65,북구,문화동,북구,문화동,False
30976235,매입임대,18.0,2,북구,1,전남광주통합특별시 북구 신촌로7번길 11,50.16,59.4,북구,오치1동,북구,오치1동,False
30976236,매입임대,18.0,4,북구,1,전남광주통합특별시 북구 자라봉로63번길 15-3,60.97,70.35,북구,양산동,북구,양산동,False
30976237,매입임대,8.0,4,서구,1,전남광주통합특별시 서구 발산로45번길 27-1,52.51,57.01,서구,양3동,서구,양3동,False
30976238,매입임대,9.0,4,북구,1,전남광주통합특별시 북구 경양로 98-1,62.63,66.16,북구,임동,북구,임동,False
30978942,10년임대,133.0,4,남구,1,전남광주통합특별시 남구 효우2로 90,51.87,59.95,남구,송암동,남구,송암동,True
31001425,매입임대,14.0,7,북구,1,전남광주통합특별시 북구 저불로31번길 14-2,39.69,64.61,북구,용봉동,북구,용봉동,True
31001433,매입임대,14.0,7,북구,1,전남광주통합특별시 북구 저불로31번길 10-3,39.69,64.61,북구,용봉동,북구,용봉동,True
31001434,매입임대,18.0,7,북구,1,전남광주통합특별시 북구 청계로 22,58.35,60.54,북구,용봉동,북구,용봉동,True
31006941,매입임대,6.0,1,북구,1,전남광주통합특별시 북구 연양로117번길 3-1,84.78,84.78,북구,양산동,북구,양산동,False
31006942,매입임대,10.0,6,북구,1,전남광주통합특별시 북구 우치로257번길 20-1,29.31,44.85,북구,오치2동,북구,오치2동,False
31006943,매입임대,12.0,3,광산구,1,전남광주통합특별시 광산구 남동길30번길 9-20,64.91,71.025,광산구,도산동,광산구,도산동,False
31006944,매입임대,12.0,2,광산구,1,전남광주통합특별시 광산구 사암로118번길 7,70.45,70.45,광산구,우산동,광산구,우산동,True
31006945,매입임대,9.0,6,서구,1,전남광주통합특별시 서구 월산로194번길 11,53.64,61.795,서구,농성1동,서구,농성1동,True
31006946,매입임대,15.0,5,북구,1,전남광주통합특별시 북구 서하로257번길 5-8,42.09,42.09,북구,오치1동,북구,오치1동,False
31006947,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 경양로103번길 27-10,56.35,68.44,북구,신안동,북구,신안동,False
31006950,매입임대,9.0,3,북구,1,전남광주통합특별시 북구 자동차로47번길 75,63.48,66.76,북구,임동,북구,임동,False
31006951,매입임대,10.0,4,북구,1,전남광주통합특별시 북구 우치로257번길 20-11,29.8,54.34,북구,오치2동,북구,오치2동,False
31006953,매입임대,12.0,8,서구,1,전남광주통합특별시 서구 상무대로1194번길 20,54.22,68.25,서구,농성1동,서구,농성1동,True
31006954,매입임대,15.0,7,남구,1,전남광주통합특별시 남구 백양로51번길 9,41.95,82.36,남구,백운2동,남구,백운2동,False
31006955,매입임대,8.0,5,남구,1,전남광주통합특별시 남구 구성로20번길 14,44.1,54.32,남구,월산동,남구,월산동,False
31006956,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 중문로 38,43.22,47.43,북구,우산동,북구,우산동,False
31006957,매입임대,12.0,3,북구,1,전남광주통합특별시 북구 독립로367번길 40-6,40.29,40.73,북구,중흥1동,북구,중흥1동,False
31006958,매입임대,9.0,2,광산구,1,전남광주통합특별시 광산구 사암로92번길 89-30,61.42,65.1,광산구,우산동,광산구,우산동,True
