"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"267","전남광주통합특별시 남구 월산동","927-1","0927","0001","남부","전세","65.3400","202511","24","7,000","0","4","1984","군분로148번길 3","202512~202712","신규","-","","","연립다세대"
"268","전남광주통합특별시 광산구 수완동","937","0937","0000","수완아뜨리움연립주택","전세","78.4057","202511","23","40,000","0","4","2015","장덕로 160","202602~202802","신규","-","","","연립다세대"
"269","전남광주통합특별시 여수시 선원동","1277-3","1277","0003","지앤하우스","월세","18.5250","202511","23","100","32","3","2011","무선8길 18","202512~202612","신규","-","","","연립다세대"
"270","전남광주통합특별시 완도군 완도읍 군내리","396-7","0396","0007","남해","월세","46.5200","202511","23","100","30","1","1986","군내길 58","202512~202711","신규","-","","","연립다세대"
"271","전남광주통합특별시 광산구 운수동","26-8","0026","0008","설원편한자리","월세","15.9800","202511","23","200","30","5","2013","어등대로595번길 9","202512~202611","신규","-","","","연립다세대"
"272","전남광주통합특별시 남구 백운동","647-22","0647","0022","백합오피스텔","월세","19.7100","202511","22","100","32","6","2011","대남대로 274-6","202511~202611","신규","-","","","연립다세대"
"273","전남광주통합특별시 북구 용봉동","1249-26","1249","0026","학사빌","월세","82.8800","202511","22","1,000","55","4","2003","설죽로214번길 30","202512~202712","신규","-","","","연립다세대"
"274","전남광주통합특별시 북구 두암동","585-2","0585","0002","광신3동","월세","62.9400","202511","22","500","40","2","1982","동문대로168번길 66","202511~202711","신규","-","","","연립다세대"
"275","전남광주통합특별시 목포시 용당동","1180-6","1180","0006","송화에코빌","전세","65.6000","202511","22","8,000","0","3","2013","양을로170번길 7","202511~202711","신규","-","","","연립다세대"
"276","전남광주통합특별시 여수시 선원동","1277-3","1277","0003","지앤하우스","월세","18.5250","202511","22","100","32","3","2011","무선8길 18","202511~202611","신규","-","","","연립다세대"
"277","전남광주통합특별시 순천시 조례동","1731-4","1731","0004","(1731-4)","월세","31.6700","202511","21","300","35","2","2019","비봉2길 7-14","202512~202612","신규","-","","","연립다세대"
"278","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202511","21","30,000","0","1","2021","여대길 340","202511~202711","신규","-","","","연립다세대"
"279","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202511","21","19,282","0","1","2018","화운로126번길 7-6","202601~202609","신규","-","","","연립다세대"
"280","전남광주통합특별시 북구 양산동","997","0997","0000","(997-0)","월세","20.5600","202511","20","400","46","4","2021","양산택지로37번길 111","202512~202611","신규","-","","","연립다세대"
"281","전남광주통합특별시 광산구 쌍암동","694-125","0694","0125","해피타운","월세","18.4450","202511","20","300","30","4","2012","임방울대로826번길 7-32","202511~202607","신규","-","","","연립다세대"
"282","전남광주통합특별시 광양시 광양읍 구산리","846-7","0846","0007","아델리스","월세","47.3900","202511","20","3,770","10","5","2012","남등1길 75","202512~202611","신규","-","","","연립다세대"
"283","전남광주통합특별시 광산구 운수동","26-24","0026","0024","설원보금자리","월세","15.3000","202511","20","100","30","3","2012","어등대로 581-17","202511~202611","신규","-","","","연립다세대"
"284","전남광주통합특별시 북구 북동","232","0232","0000","로얄베스트빌","전세","22.4400","202511","20","2,500","0","3","2002","금남로131번길 22-5","202511~202711","신규","-","","","연립다세대"
"285","전남광주통합특별시 광산구 쌍암동","694-17","0694","0017","에이치빌","월세","23.8000","202511","20","200","36","3","2013","임방울대로826번길 7-22","202511~202611","신규","-","","","연립다세대"
"286","전남광주통합특별시 서구 화정동","825-4","0825","0004","(825-4)","월세","79.1900","202511","20","1,000","83","3","1986","월드컵4강로68번길 4-1","202511~202711","신규","-","","","연립다세대"
"287","전남광주통합특별시 북구 일곡동","351","0351","0000","일곡동351도시형생활주택(단지형연립주택)","월세","65.9800","202511","20","10,000","15","3","2023","일곡로41번길 17-14","202602~202802","신규","-","","","연립다세대"
"288","전남광주통합특별시 북구 신안동","476-2","0476","0002","석경","월세","18.9100","202511","20","200","40","4","2012","용봉로 48","202511~202611","신규","-","","","연립다세대"
"289","전남광주통합특별시 서구 쌍촌동","525","0525","0000","위드힐타운","월세","41.1300","202511","19","400","70","2","2015","운천로162번길 43","202511~202611","신규","-","","","연립다세대"
"290","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202511","19","200","35","2","2012","상무대로884번길 17-4","202512~202611","신규","-","","","연립다세대"
"291","전남광주통합특별시 순천시 가곡동","446","0446","0000","가로수빌샵1","월세","25.9250","202511","19","200","39","4","2016","안신기1길 26","202511~202611","신규","-","","","연립다세대"
"292","전남광주통합특별시 해남군 해남읍 수성리","235-1","0235","0001","이노빌","월세","33.5210","202511","19","1,000","44","2","2018","성내길 19","202512~202612","신규","-","","","연립다세대"
"293","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202511","19","200","35","2","2012","상무대로884번길 17-4","202512~202611","신규","-","","","연립다세대"
"294","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202511","18","5,000","35","5","2021","목련로 330-27","202602~202802","신규","-","","","연립다세대"
"295","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202511","18","500","35","2","1994","소촌로152번길 38","202511~202711","신규","-","","","연립다세대"
"296","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202511","18","500","52","4","2021","주삼덕양로 191","202512~202612","신규","-","","","연립다세대"
"297","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202511","18","5,000","35","5","2021","목련로 330-27","202602~202802","신규","-","","","연립다세대"
"298","전남광주통합특별시 광산구 비아동","753-6","0753","0006","첨단한국아델리움57(101동)","전세","118.2887","202511","18","45,000","0","-1","2022","첨단과기로 91-18","202601~202801","신규","-","","","연립다세대"
"299","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202511","18","500","45","4","1994","소촌로152번길 38","202511~202711","신규","-","","","연립다세대"
"300","전남광주통합특별시 서구 쌍촌동","534-3","0534","0003","즐거운세상","월세","46.6600","202511","18","300","62","2","2005","쌍촌로47번길 43","202511~202611","신규","-","","","연립다세대"
"301","전남광주통합특별시 순천시 저전동","231-14","0231","0014","(231-14)","월세","19.9950","202511","17","100","30","2","2013","청사큰길 34","202511~202611","신규","-","","","연립다세대"
"302","전남광주통합특별시 동구 수기동","4-5","0004","0005","더원에버빌","월세","47.7033","202511","17","500","60","5","2016","독립로226번길 11","202512~202712","신규","-","","","연립다세대"
"303","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202511","17","9,028","0","2","2012","오문로 5","202512~202712","신규","-","","","연립다세대"
"304","전남광주통합특별시 무안군 무안읍 성내리","388","0388","0000","무안군성내리도시형생활주택신축공사","월세","49.7029","202511","17","500","50","4","2017","성동길 22-1","202512~202612","신규","-","","","연립다세대"
"305","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","34.0300","202511","16","500","53","3","2021","주삼덕양로 191","202511~202611","신규","-","","","연립다세대"
"306","전남광주통합특별시 여수시 덕충동","1863-1","1863","0001","삼성전원빌라","전세","68.4600","202511","16","7,000","0","2","1992","충민공원길 56","202512~202712","신규","-","","","연립다세대"
"307","전남광주통합특별시 목포시 용당동","1192-1","1192","0001","용일상가","월세","82.2300","202511","15","500","30","5","1990","양을로196번길 7","202511~202711","신규","-","","","연립다세대"
"308","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202511","15","500","35","1","1989","금호로 41","202511~202611","신규","-","","","연립다세대"
"309","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","54.2300","202511","15","300","45","1","1988","금호로 41","202511~202711","신규","-","","","연립다세대"
"310","전남광주통합특별시 서구 쌍촌동","328-51","0328","0051","초원빌(A)","월세","19.2000","202511","15","200","30","2","2002","상무오월로52번길 17","202511~202611","신규","-","","","연립다세대"
"311","전남광주통합특별시 여수시 선원동","1280-7","1280","0007","에스클래스","월세","21.7600","202511","14","200","35","2","2018","무선8길 36","202511~202611","신규","-","","","연립다세대"
"312","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","55.3100","202511","14","300","40","1","1988","금호로 41","202511~202711","신규","-","","","연립다세대"
"313","전남광주통합특별시 나주시 금천면 오강리","185","0185","0000","네오빌","전세","83.5250","202511","14","7,500","0","1","2016","오강길 53","202512~202712","신규","-","","","연립다세대"
"314","전남광주통합특별시 광양시 금호동","728","0728","0000","장미연립(4동~6동)","전세","74.5500","202511","14","7,000","0","2","1985","폭포사랑길 114-19","-","-","-","","","연립다세대"
"315","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","22.5700","202511","14","200","32","4","2016","순천대1길 14","202512~202611","신규","-","","","연립다세대"
"316","전남광주통합특별시 동구 동명동","179-10","0179","0010","무등빌라","전세","76.6500","202511","14","10,000","0","4","2003","동계로10번길 12","202601~202801","신규","-","","","연립다세대"
"317","전남광주통합특별시 광양시 금호동","728","0728","0000","장미연립(4동~6동)","전세","74.5500","202511","14","7,000","0","2","1985","폭포사랑길 114-19","202512~202712","신규","-","","","연립다세대"
"318","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","84.9096","202511","13","3,000","100","4","2025","광무남2길 2-8","202601~202801","신규","-","","","연립다세대"
"319","전남광주통합특별시 순천시 해룡면 복성리","710","0710","0000","더포레스트","전세","77.0327","202511","13","27,000","0","1","2024","복성길 28","202601~202901","신규","-","","","연립다세대"
"320","전남광주통합특별시 순천시 해룡면 복성리","710","0710","0000","더포레스트","전세","77.0327","202511","13","27,000","0","1","2024","복성길 28","202601~202901","신규","-","","","연립다세대"
"321","전남광주통합특별시 순천시 장천동","37-2","0037","0002","(37-2)","전세","21.4000","202511","13","1,550","0","4","2002","장천4길 15-30","-","-","-","","","연립다세대"
"322","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","월세","84.9805","202511","13","2,000","130","2","2023","소호로 267","202511~202611","신규","-","","","연립다세대"
"323","전남광주통합특별시 광산구 산정동","1141","1141","0000","어등산한국아델리움2단지","전세","73.9788","202511","13","25,000","0","2","2016","여대길 303","202602~202802","신규","-","","","연립다세대"
"324","전남광주통합특별시 서구 쌍촌동","975-10","0975","0010","(975-10)","전세","27.4500","202511","13","12,000","0","4","2021","상무대로868번길 6-2","202512~202712","신규","-","","","연립다세대"
"325","전남광주통합특별시 동구 산수동","87-6","0087","0006","산수동파크빌","월세","26.5910","202511","13","300","23","4","2002","밤실로90번길 11-6","202511~202611","신규","-","","","연립다세대"
"326","전남광주통합특별시 광산구 월계동","892-21","0892","0021","이스토리","월세","29.1800","202511","13","300","50","5","2014","월계로 195-10","202511~202611","신규","-","","","연립다세대"
"327","전남광주통합특별시 여수시 미평동","669-14","0669","0014","명품빌","월세","22.1200","202511","12","200","30","3","2013","미평3길 54","202511~202711","신규","-","","","연립다세대"
"328","전남광주통합특별시 광산구 수완동","328","0328","0000","수완한국아델리움57트리니티1단지","전세","84.3900","202511","12","36,000","0","4","2022","하완길 86","202511~202711","신규","-","","","연립다세대"
"329","전남광주통합특별시 광산구 수완동","328","0328","0000","수완한국아델리움57트리니티1단지","전세","84.3900","202511","12","36,000","0","4","2022","하완길 86","202511~202711","신규","-","","","연립다세대"
"330","전남광주통합특별시 영광군 영광읍 교촌리","181-14","0181","0014","대신","월세","66.5400","202511","12","300","40","2","1985","물무로 187","202512~202612","신규","-","","","연립다세대"
"331","전남광주통합특별시 순천시 조례동","1721-1","1721","0001","(1721-1)","월세","21.2773","202511","12","500","51","5","2019","유동1길 26","202512~202701","신규","-","","","연립다세대"
"332","전남광주통합특별시 순천시 인제동","242-17","0242","0017","정원빌라","월세","59.0400","202511","12","1,000","40","1","2013","상인제1길 67","202512~202712","신규","-","","","연립다세대"
"333","전남광주통합특별시 장흥군 장흥읍 건산리","575-9","0575","0009","동국빌라(B)","월세","27.6000","202511","12","500","35","2","2002","북부로 80","202511~202711","신규","-","","","연립다세대"
"334","전남광주통합특별시 북구 일곡동","351","0351","0000","일곡동351도시형생활주택(단지형연립주택)","월세","71.1900","202511","12","9,500","17","5","2023","일곡로41번길 17-14","202512~202712","신규","-","","","연립다세대"
"335","전남광주통합특별시 서구 화정동","23-15","0023","0015","금호하이빌","월세","34.6480","202511","11","100","35","5","1997","내방로343번길 19","202511~202611","신규","-","","","연립다세대"
"336","전남광주통합특별시 서구 쌍촌동","975-10","0975","0010","(975-10)","월세","29.7300","202511","11","500","58","5","2021","상무대로868번길 6-2","202511~202611","신규","-","","","연립다세대"
"337","전남광주통합특별시 동구 지산동","722-9","0722","0009","가을동화","월세","17.0895","202511","11","0","40","2","2013","필문대로218번길 13","202511~202601","신규","-","","","연립다세대"
"338","전남광주통합특별시 북구 신안동","483-5","0483","0005","자미빌라","월세","18.9700","202511","11","200","30","5","2012","서암대로119번길 5","202511~202611","신규","-","","","연립다세대"
"339","전남광주통합특별시 무안군 무안읍 성남리","142-1","0142","0001","성남","전세","59.5300","202511","11","4,000","0","1","1985","성남2길 24","202512~202711","갱신","-","4,000","0","연립다세대"
"340","전남광주통합특별시 장흥군 장흥읍 건산리","575-8","0575","0008","동국빌라(A)","월세","34.8600","202511","11","300","40","3","2002","북부로 80","202511~202611","신규","-","","","연립다세대"
"341","전남광주통합특별시 동구 지산동","722-9","0722","0009","가을동화","월세","17.0895","202511","11","0","40","2","2013","필문대로218번길 13","202511~202601","신규","-","","","연립다세대"
"342","전남광주통합특별시 여수시 화장동","809-15","0809","0015","수피아","월세","19.7700","202511","11","200","40","3","2020","화산1길 66-5","202511~202611","신규","-","","","연립다세대"
"343","전남광주통합특별시 광산구 장덕동","1601","1601","0000","수완숲안애","전세","84.6315","202511","10","29,000","0","2","2015","풍영로169번길 16","202512~202712","신규","-","","","연립다세대"
"344","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202511","10","27,000","0","2","2021","여대길 340","202511~202705","신규","-","","","연립다세대"
"345","전남광주통합특별시 북구 운암동","154-38","0154","0038","상아맨션","월세","48.7000","202511","10","500","30","1","1982","금호로120번길 11","202511~202711","신규","-","","","연립다세대"
"346","전남광주통합특별시 동구 금동","39","0039","0000","동산빌","월세","23.3700","202511","10","300","34","3","2002","문화전당로23번길 28-5","202511~202611","신규","-","","","연립다세대"
"347","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","전세","84.3857","202511","10","20,000","0","3","2016","여대길 290","202511~202711","갱신","-","20,000","0","연립다세대"
"348","전남광주통합특별시 곡성군 곡성읍 학정리","516","0516","0000","수푸름연립주택","전세","80.9095","202511","10","16,500","0","2","2021","삼인동길 53","202601~202905","신규","-","","","연립다세대"
"349","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","28.9700","202511","10","200","35","1","2000","우드랜드길 136","202511~202611","신규","-","","","연립다세대"
"350","전남광주통합특별시 나주시 산포면 매성리","123-23","0123","0023","OPENHOUSE'B'","월세","26.7600","202511","08","200","30","3","2014","마성1길 16-3","202511~202611","신규","-","","","연립다세대"
"351","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","월세","16.9685","202511","07","300","32","4","2014","화정로49번길 38","202511~202611","신규","-","","","연립다세대"
"352","전남광주통합특별시 북구 운암동","818","0818","0000","(818-0)","월세","67.0100","202511","07","1,000","65","3","2021","동운로201번길 23","202511~202711","신규","-","","","연립다세대"
"353","전남광주통합특별시 목포시 용당동","1197-1","1197","0001","초원용해빌라(1197-1)","전세","84.9600","202511","07","5,443","0","3","1990","양을로220번길 11","-","-","-","","","연립다세대"
"354","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202511","07","1,000","40","4","1994","소촌로152번길 38","202511~202611","신규","-","","","연립다세대"
"355","전남광주통합특별시 광산구 쌍암동","694-20","0694","0020","위너스타운","월세","21.9200","202511","07","300","35","5","2013","임방울대로826번길 19-37","202511~202611","신규","-","","","연립다세대"
"356","전남광주통합특별시 광산구 비아동","687-6","0687","0006","사랑빌라","월세","55.1800","202511","06","4,370","20","1","1997","비아안길 7-13","-","-","-","","","연립다세대"
"357","전남광주통합특별시 남구 주월동","941-17","0941","0017","드림빌","월세","36.5400","202511","06","500","46","3","2004","회서로52번길 23","202511~202611","신규","-","","","연립다세대"
"358","전남광주통합특별시 영광군 영광읍 녹사리","28","0028","0000","오피스텔지수","월세","30.1570","202511","06","1,000","56","7","2022","옥당로 101","202511~202711","신규","-","","","연립다세대"
"359","전남광주통합특별시 나주시 이창동","506-58","0506","0058","영산탑빌","월세","49.9400","202511","06","2,000","35","5","2014","풍물시장2길 49-13","202512~202612","신규","-","","","연립다세대"
"360","전남광주통합특별시 광양시 광양읍 구산리","799-1","0799","0001","베네스트B","월세","46.1800","202511","06","50","50","4","2013","서평1길 48","202511~202609","신규","-","","","연립다세대"
"361","전남광주통합특별시 완도군 완도읍 군내리","396-7","0396","0007","남해","전세","46.5200","202511","06","2,000","0","1","1986","군내길 58","202511~202711","신규","-","","","연립다세대"
"362","전남광주통합특별시 순천시 조례동","1718-9","1718","0009","(1718-9)","월세","22.3600","202511","06","200","40","2","2015","남신월1길 4-13","202511~202611","신규","-","","","연립다세대"
"363","전남광주통합특별시 서구 양동","438-61","0438","0061","신화빌A","전세","47.3300","202511","05","3,500","0","5","2005","천변좌로140번길 5","202511~202711","신규","-","","","연립다세대"
"364","전남광주통합특별시 서구 양동","438-61","0438","0061","신화빌A","전세","47.3300","202511","05","3,700","0","3","2005","천변좌로140번길 5","202511~202711","신규","-","","","연립다세대"
"365","전남광주통합특별시 여수시 웅천동","1867-1","1867","0001","포레나여수웅천더테라스1단지","전세","84.8036","202511","05","35,000","0","3","2020","웅천남1로 100","202511~202711","신규","-","","","연립다세대"
"366","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","27.5400","202511","05","200","35","1","2000","우드랜드길 136","202511~202611","신규","-","","","연립다세대"
"367","전남광주통합특별시 광산구 쌍암동","678-4","0678","0004","(678-4)","월세","29.6400","202511","04","500","40","2","2017","임방울대로825번길 21-35","202511~202611","신규","-","","","연립다세대"
"368","전남광주통합특별시 순천시 조례동","1699-9","1699","0009","(1699-9)","월세","22.4100","202511","04","200","37","2","2014","남신월1길 12-5","202511~202602","신규","-","","","연립다세대"
"369","전남광주통합특별시 북구 일곡동","351","0351","0000","일곡동351도시형생활주택(단지형연립주택)","월세","71.1900","202511","03","9,000","20","4","2023","일곡로41번길 17-14","202511~202711","신규","-","","","연립다세대"
"370","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","25.5381","202511","03","6,500","0","3","2013","임방울대로 19-33","202511~202711","신규","-","","","연립다세대"
"371","전남광주통합특별시 여수시 선원동","1277-3","1277","0003","지앤하우스","월세","18.5250","202511","03","100","32","2","2011","무선8길 18","202511~202611","신규","-","","","연립다세대"
"372","전남광주통합특별시 북구 삼각동","753-2","0753","0002","아이엔유주택","월세","75.9946","202511","03","1,000","60","4","2020","우치로347번길 7","202511~202711","신규","-","","","연립다세대"
"373","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","전세","35.4281","202511","02","7,500","0","4","2014","화정로49번길 38","202511~202711","신규","-","","","연립다세대"
"374","전남광주통합특별시 동구 학동","662-34","0662","0034","골든파티오","월세","24.1459","202511","02","1,000","45","2","2013","남문로724번길 20","202511~202801","신규","-","","","연립다세대"
"375","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","전세","84.3857","202511","02","27,000","0","2","2016","여대길 290","202512~202712","신규","-","","","연립다세대"
"376","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","49.9000","202511","02","2,000","30","3","1995","소촌로152번길 38","202512~202712","신규","-","","","연립다세대"
"377","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202511","01","200","55","4","2021","주삼덕양로 191","202511~202710","신규","-","","","연립다세대"
"378","전남광주통합특별시 여수시 선원동","1280-4","1280","0004","센트럴하우스","월세","37.1000","202511","01","200","55","5","2012","무선8길 30","202511~202710","신규","-","","","연립다세대"
"379","전남광주통합특별시 구례군 구례읍 봉북리","34","0034","0000","라테라스102","월세","67.6800","202511","01","6,000","45","2","2017","서시천로 76-18","202512~202712","신규","-","","","연립다세대"
"380","전남광주통합특별시 해남군 해남읍 구교리","1007","1007","0000","예성구교드림타운","월세","25.7741","202511","01","1,000","55","2","2024","명문길 19-13","202511~202611","신규","-","","","연립다세대"
"381","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","110.3418","202511","01","3,000","150","3","2025","광무남2길 2-8","202512~202712","신규","-","","","연립다세대"
"382","전남광주통합특별시 광산구 수완동","937","0937","0000","수완아뜨리움연립주택","전세","84.7694","202511","01","30,000","0","3","2015","장덕로 160","202512~202612","갱신","-","30,000","0","연립다세대"
"383","전남광주통합특별시 남구 봉선동","560-5","0560","0005","AM-CITY","월세","20.7508","202511","01","1,000","45","3","2013","제석로80번안길 7","202511~202711","신규","-","","","연립다세대"
"384","전남광주통합특별시 장흥군 장흥읍 건산리","65-9","0065","0009","동산","월세","27.4500","202511","01","540","40","3","2008","못골길 32","202511~202710","신규","-","","","연립다세대"
"385","전남광주통합특별시 북구 운암동","876-8","0876","0008","트라움힐103동","월세","27.0850","202510","31","500","47","5","2017","동운로201번길 13-8","202511~202611","신규","-","","","연립다세대"
"386","전남광주통합특별시 곡성군 곡성읍 학정리","516","0516","0000","수푸름연립주택","전세","80.9095","202510","31","16,500","0","4","2021","삼인동길 53","202512~202905","신규","-","","","연립다세대"
"387","전남광주통합특별시 북구 운암동","94-1","0094","0001","(94-1)","월세","47.4000","202510","31","1,000","70","5","2013","북문대로33번길 27-2","202511~202711","신규","-","","","연립다세대"
"388","전남광주통합특별시 목포시 북교동","65","0065","0000","북교파크빌다동","전세","73.8510","202510","31","6,300","0","2","2004","북교길25번길 10","202511~202711","신규","-","","","연립다세대"
"389","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","월세","16.9685","202510","30","300","32","3","2014","화정로49번길 38","202510~202610","신규","-","","","연립다세대"
"390","전남광주통합특별시 남구 양림동","274-3","0274","0003","양림하이빌","월세","74.3400","202510","30","5,000","35","1","2000","백양로89번길 12","202511~202711","신규","-","","","연립다세대"
"391","전남광주통합특별시 북구 운암동","1120-2","1120","0002","한영","월세","48.5800","202510","30","500","20","2","1982","북문대로159번길 43","202511~202611","신규","-","","","연립다세대"
"392","전남광주통합특별시 남구 양림동","274-3","0274","0003","양림하이빌","월세","74.3400","202510","30","5,000","35","1","2000","백양로89번길 12","202511~202711","신규","-","","","연립다세대"
"393","전남광주통합특별시 영광군 영광읍 단주리","618-5","0618","0005","삼원빌라","월세","96.2600","202510","30","1,500","50","3","1998","대하길 72-19","202511~202711","신규","-","","","연립다세대"
"394","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","49.9000","202510","30","9,000","0","2","1995","소촌로152번길 38","202511~202711","신규","-","","","연립다세대"
"395","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","월세","66.1500","202510","30","2,000","30","3","1988","금호로 244","202510~202710","신규","-","","","연립다세대"
"396","전남광주통합특별시 보성군 보성읍 주봉리","208","0208","0000","보성한국아델리움더테라스","월세","84.9963","202510","30","5,000","65","1","2023","주봉길 24-11","202511~202710","신규","-","","","연립다세대"
"397","전남광주통합특별시 북구 두암동","892-1","0892","0001","무등빌라맨션","월세","64.0750","202510","29","1,000","40","1","1984","군왕로71번길 80","202511~202711","신규","-","","","연립다세대"
"398","전남광주통합특별시 광산구 수완동","949","0949","0000","수안채리치","전세","111.8600","202510","29","40,000","0","1","2016","임방울대로378번길 45","202602~202802","신규","-","","","연립다세대"
"399","전남광주통합특별시 광산구 수완동","327-3","0327","0003","수완한국아델리움57트리니티2단지","전세","91.3900","202510","29","35,000","0","2","2022","하완길 86-1","202601~202801","신규","-","","","연립다세대"
"400","전남광주통합특별시 동구 서석동","470-23","0470","0023","트라팰리스","월세","15.6000","202510","29","300","36","2","2014","백서로174번길 4","202511~202611","신규","-","","","연립다세대"
"401","전남광주통합특별시 북구 운암동","491-5","0491","0005","남일맨션","월세","60.4500","202510","29","1,000","35","2","1983","금호로67번길 30","202511~202711","신규","-","","","연립다세대"
"402","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","39.9200","202510","29","500","64","3","2014","임방울대로826번길 7-14","202511~202611","신규","-","","","연립다세대"
"403","전남광주통합특별시 서구 쌍촌동","534","0534","0000","모던하우스A","월세","48.9300","202510","29","500","60","3","2005","쌍촌로47번길 46-2","202511~202611","신규","-","","","연립다세대"
"404","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202510","29","8,000","0","4","1994","소촌로152번길 38","202511~202711","신규","-","","","연립다세대"
"405","전남광주통합특별시 순천시 풍덕동","884-2","0884","0002","백합연립주택","월세","49.6500","202510","29","1,000","45","1","1983","중앙초등길 67","202511~202711","신규","-","","","연립다세대"
"406","전남광주통합특별시 순천시 조례동","1689-13","1689","0013","(1689-13)","월세","22.5200","202510","28","200","30","3","2014","남신월4길 3-10","202511~202611","신규","-","","","연립다세대"
"407","전남광주통합특별시 동구 산수동","428-5","0428","0005","보헤미안A","월세","68.9600","202510","28","12,000","15","2","2004","산수길25번길 8-2","202511~202711","신규","-","","","연립다세대"
"408","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202510","28","200","34","2","2012","상무대로884번길 17-4","202511~202611","신규","-","","","연립다세대"
"409","전남광주통합특별시 나주시 남내동","112-1","0112","0001","나주남내동골든캐슬","월세","28.0314","202510","28","500","45","4","2022","금성길 24","202510~202610","신규","-","","","연립다세대"
"410","전남광주통합특별시 광산구 쌍암동","694-128","0694","0128","에이치디빌","월세","28.0100","202510","28","300","40","4","2012","임방울대로826번길 7-26","202510~202610","신규","-","","","연립다세대"
"411","전남광주통합특별시 동구 산수동","480-2","0480","0002","황금빌라","월세","52.6300","202510","27","400","40","3","2002","동계로 41-1","202511~202611","신규","-","","","연립다세대"
"412","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","전세","35.6400","202510","27","4,000","0","1","1988","금호로 41","202510~202710","신규","-","","","연립다세대"
