"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"15","전남광주통합특별시 서구 쌍촌동","534-3","0534","0003","즐거운세상","월세","43.6600","202512","30","500","60","4","2005","쌍촌로47번길 43","202601~202701","신규","-","","","연립다세대"
"16","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","월세","39.8000","202512","30","9,460","6","4","2017","상무대로902번길 21","202601~202801","신규","-","","","연립다세대"
"17","전남광주통합특별시 광산구 운수동","26-8","0026","0008","설원편한자리","월세","15.9800","202512","30","200","30","5","2013","어등대로595번길 9","202601~202701","신규","-","","","연립다세대"
"18","전남광주통합특별시 여수시 둔덕동","259-14","0259","0014","둔덕동골드더테라스하우스","전세","84.7101","202512","30","23,000","0","3","2021","상암로 25","202601~202801","신규","-","","","연립다세대"
"19","전남광주통합특별시 장성군 장성읍 기산리","214-1","0214","0001","제일빌라","월세","88.3600","202512","30","1,000","40","1","2000","내기길 10","202601~202801","신규","-","","","연립다세대"
"20","전남광주통합특별시 동구 지산동","448-33","0448","0033","보보스오피스텔","월세","16.8975","202512","30","300","37","3","2012","지산로57번길 2","202601~202701","신규","-","","","연립다세대"
"21","전남광주통합특별시 여수시 미평동","669-1","0669","0001","로얄빌(원룸)","월세","19.8400","202512","30","1,000","30","2","2013","미평3길 58-2","202601~202612","신규","-","","","연립다세대"
"22","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","월세","66.1500","202512","30","300","40","2","1988","금호로 244","202601~202701","신규","-","","","연립다세대"
"23","전남광주통합특별시 여수시 광무동","611-22","0611","0022","해피타운","월세","54.0700","202512","30","1,000","50","2","2025","광무6길 11-16","202601~202701","신규","-","","","연립다세대"
"24","전남광주통합특별시 여수시 둔덕동","259-14","0259","0014","둔덕동골드더테라스하우스","전세","84.7101","202512","30","23,000","0","3","2021","상암로 25","202601~202801","신규","-","","","연립다세대"
"25","전남광주통합특별시 여수시 덕충동","956","0956","0000","대광빌라","월세","76.8200","202512","30","300","40","4","2003","덕충2길 55","202601~202701","신규","-","","","연립다세대"
"26","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","월세","84.9819","202512","29","3,000","60","1","2019","석현북길 86","202602~202802","신규","-","","","연립다세대"
"27","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","월세","84.9819","202512","29","3,000","60","1","2019","석현북길 86","202602~202802","신규","-","","","연립다세대"
"28","전남광주통합특별시 해남군 해남읍 성내리","30-6","0030","0006","태성빌","월세","20.1900","202512","29","500","50","4","2013","중앙2로 10-8","202512~202612","신규","-","","","연립다세대"
"29","전남광주통합특별시 북구 문흥동","742-7","0742","0007","예일타운","월세","17.5750","202512","29","100","25","3","2001","호동로63번길 27","202602~202702","신규","-","","","연립다세대"
"30","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","월세","84.9819","202512","29","3,000","60","1","2019","석현북길 86","202602~202802","신규","-","","","연립다세대"
"31","전남광주통합특별시 순천시 가곡동","446","0446","0000","가로수빌샵1","월세","24.0100","202512","29","200","36","3","2016","안신기1길 26","202512~202612","신규","-","","","연립다세대"
"32","전남광주통합특별시 순천시 가곡동","446","0446","0000","가로수빌샵1","월세","24.0100","202512","29","200","36","3","2016","안신기1길 26","202512~202612","신규","-","","","연립다세대"
"33","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","월세","84.9819","202512","29","3,000","60","1","2019","석현북길 86","202602~202802","신규","-","","","연립다세대"
"34","전남광주통합특별시 무안군 일로읍 월암리","121-5","0121","0005","이지캐슬","월세","62.2143","202512","29","1,000","50","3","2018","일로로 94-10","202602~202702","신규","-","","","연립다세대"
"35","전남광주통합특별시 동구 지산동","452-1","0452","0001","대광빌라","월세","26.2500","202512","29","200","30","2","2005","지산로52번길 15","202601~202701","신규","-","","","연립다세대"
"36","전남광주통합특별시 북구 오치동","858-2","0858","0002","진우빌리지","월세","37.1400","202512","29","300","40","3","2004","설죽로370번길 10-24","202512~202612","신규","-","","","연립다세대"
"37","전남광주통합특별시 순천시 석현동","97-12","0097","0012","(97-12)","월세","19.0900","202512","28","200","38","3","2014","순천대1길 36-24","202601~202701","신규","-","","","연립다세대"
"38","전남광주통합특별시 남구 월산동","1012-8","1012","0008","골든캐슬","월세","23.9200","202512","28","300","52","5","2020","군분로82번길 4","202601~202701","신규","-","","","연립다세대"
"39","전남광주통합특별시 남구 월산동","1012-8","1012","0008","골든캐슬","월세","23.9200","202512","28","300","52","5","2020","군분로82번길 4","202601~202701","신규","-","","","연립다세대"
"40","전남광주통합특별시 동구 학동","522-3","0522","0003","도시형원룸","월세","13.3000","202512","28","300","30","4","2012","필문대로329번길 6","202512~202612","신규","-","","","연립다세대"
"41","전남광주통합특별시 광산구 송정동","268-5","0268","0005","공항","월세","43.9500","202512","28","300","35","1","1985","내상로 78","202601~202701","신규","-","","","연립다세대"
"42","전남광주통합특별시 순천시 석현동","97-12","0097","0012","(97-12)","월세","19.0900","202512","28","200","38","3","2014","순천대1길 36-24","202601~202701","신규","-","","","연립다세대"
"43","전남광주통합특별시 여수시 선원동","1277-3","1277","0003","지앤하우스","월세","18.5250","202512","27","100","32","3","2011","무선8길 18","202601~202701","신규","-","","","연립다세대"
"44","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","월세","39.8000","202512","27","9,790","3","3","2017","상무대로902번길 21","202601~202801","갱신","-","9,870","3","연립다세대"
"45","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202512","27","9,000","0","1","1994","소촌로152번길 38","202601~202801","신규","-","","","연립다세대"
"46","전남광주통합특별시 북구 오치동","946-4","0946","0004","삼익빌라","전세","22.4300","202512","27","4,000","0","2","2002","우치로275번길 47","202512~202712","갱신","사용","4,000","0","연립다세대"
"47","전남광주통합특별시 서구 쌍촌동","535","0535","0000","메리어트빌","월세","53.0600","202512","26","500","56","3","2005","쌍촌로47번길 45","202601~202701","신규","-","","","연립다세대"
"48","전남광주통합특별시 북구 두암동","872-7","0872","0007","이멘스캐슬","월세","63.6900","202512","26","2,039","14","4","2020","군왕로93번길 36","202512~202803","신규","-","","","연립다세대"
"49","전남광주통합특별시 동구 동명동","154-12","0154","0012","보보스클럽","월세","27.1300","202512","26","200","30","2","2002","동명로14번길 15","202512~202612","신규","-","","","연립다세대"
"50","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202512","26","8,500","0","4","1994","소촌로152번길 38","202601~202801","신규","-","","","연립다세대"
"51","전남광주통합특별시 동구 서석동","429-1","0429","0001","다인하우스","월세","14.1400","202512","26","200","36","2","2012","필문대로295번길 9","202602~202702","신규","-","","","연립다세대"
"52","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202512","26","500","50","2","2021","주삼덕양로 191","202601~202701","갱신","-","500","50","연립다세대"
"53","전남광주통합특별시 서구 쌍촌동","535","0535","0000","메리어트빌","월세","53.0600","202512","26","500","56","3","2005","쌍촌로47번길 45","202601~202701","신규","-","","","연립다세대"
"54","전남광주통합특별시 여수시 미평동","669-13","0669","0013","뉴캐슬","월세","20.1200","202512","25","50","30","4","2012","미평3길 52","202601~202612","신규","-","","","연립다세대"
"55","전남광주통합특별시 목포시 산정동","1666-6","1666","0006","(1666-6)","월세","28.0350","202512","25","1,000","30","2","2023","터진목로20번길 4","202512~202612","신규","-","","","연립다세대"
"56","전남광주통합특별시 북구 매곡동","205-11","0205","0011","매곡동205-11","월세","56.6900","202512","25","1,000","78","3","2020","초당로 32","202601~202701","신규","-","","","연립다세대"
"57","전남광주통합특별시 순천시 조례동","1394-1","1394","0001","(1394-1)","월세","59.2998","202512","24","3,182","9","3","2020","유동길 71","202601~202712","갱신","-","3,135","8","연립다세대"
"58","전남광주통합특별시 동구 지산동","719-11","0719","0011","파레스빌라","월세","16.1650","202512","24","200","30","3","2006","지산로85번길 16-13","202512~202612","신규","-","","","연립다세대"
"59","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202512","24","28,000","0","2","2021","여대길 340","202602~202802","신규","-","","","연립다세대"
"60","전남광주통합특별시 남구 봉선동","560-5","0560","0005","AM-CITY","월세","20.7508","202512","24","1,000","45","4","2013","제석로80번안길 7","202512~202610","신규","-","","","연립다세대"
"61","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202512","24","300","35","2","2012","상무대로884번길 17-4","202601~202701","신규","-","","","연립다세대"
"62","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","58.0400","202512","24","300","45","1","1988","금호로 41","202512~202712","신규","-","","","연립다세대"
"63","전남광주통합특별시 동구 동명동","154-12","0154","0012","보보스클럽","월세","27.1300","202512","24","200","30","3","2002","동명로14번길 15","202601~202701","신규","-","","","연립다세대"
"64","전남광주통합특별시 순천시 가곡동","446","0446","0000","가로수빌샵1","월세","28.8500","202512","24","200","36","3","2016","안신기1길 26","202601~202701","갱신","-","200","33","연립다세대"
"65","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","전세","84.9819","202512","23","18,000","0","3","2019","석현북길 86","202601~202801","신규","-","","","연립다세대"
"66","전남광주통합특별시 북구 용봉동","925-1","0925","0001","용봉동해송하우스","월세","68.0050","202512","23","1,376","35","5","2022","비엔날레로 154-3","202512~202602","신규","-","","","연립다세대"
"67","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","월세","84.9819","202512","23","3,000","60","1","2019","석현북길 86","202512~202712","신규","-","","","연립다세대"
"68","전남광주통합특별시 목포시 산정동","1743-13","1743","0013","보광빌라3차나동","월세","51.1700","202512","23","300","35","4","1992","원산로85번길 9-1","202601~202801","신규","-","","","연립다세대"
"69","전남광주통합특별시 목포시 옥암동","1048-14","1048","0014","꿈애하우스","월세","20.9300","202512","23","300","30","3","2015","복산길6번길 25","202601~202607","신규","-","","","연립다세대"
"70","전남광주통합특별시 순천시 석현동","200-12","0200","0012","코코빌","월세","18.9000","202512","23","200","28","3","2015","오리정2길 13","202512~202612","신규","-","","","연립다세대"
"71","전남광주통합특별시 동구 학동","223-1","0223","0001","학동더브이레브리티","월세","84.2600","202512","23","5,000","110","1","2023","의재로109번길 50","202601~202801","신규","-","","","연립다세대"
"72","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","25.1750","202512","23","1,000","41","3","2014","임방울대로826번길 7-14","202512~202612","신규","-","","","연립다세대"
"73","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","전세","84.9819","202512","23","18,000","0","3","2019","석현북길 86","202601~202801","신규","-","","","연립다세대"
"74","전남광주통합특별시 북구 두암동","863-37","0863","0037","두암아이윌","월세","80.8220","202512","23","1,458","43","4","2020","군왕로105번길 49","202512~202803","신규","-","","","연립다세대"
"75","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","25.1750","202512","23","1,000","41","3","2014","임방울대로826번길 7-14","202512~202612","신규","-","","","연립다세대"
"76","전남광주통합특별시 순천시 석현동","906","0906","0000","순천산이고운더테라스","전세","84.9819","202512","23","18,000","0","3","2019","석현북길 86","-","-","-","","","연립다세대"
"77","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","전세","16.0712","202512","22","4,500","0","2","2012","상무대로884번길 17-4","202602~202802","신규","-","","","연립다세대"
"78","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","28.9700","202512","22","300","35","2","2000","우드랜드길 136","202606~202706","신규","-","","","연립다세대"
"79","전남광주통합특별시 순천시 가곡동","446-4","0446","0004","(446-4)","월세","23.1200","202512","22","200","36","3","2017","안신기1길 24","202602~202702","신규","-","","","연립다세대"
"80","전남광주통합특별시 여수시 선원동","1280-4","1280","0004","센트럴하우스","월세","34.8000","202512","22","200","55","3","2012","무선8길 30","202512~202712","신규","-","","","연립다세대"
"81","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202512","21","300","35","3","2012","상무대로884번길 17-4","202601~202701","신규","-","","","연립다세대"
"82","전남광주통합특별시 동구 서석동","429","0429","0000","힐링하우스","월세","15.5584","202512","21","200","36","3","2012","필문대로295번길 11-3","202512~202612","신규","-","","","연립다세대"
"83","전남광주통합특별시 서구 쌍촌동","33-1","0033","0001","강변애빌라","월세","29.9200","202512","21","200","40","4","2012","칠성로79번길 7","202512~202612","신규","-","","","연립다세대"
"84","전남광주통합특별시 북구 삼각동","753-2","0753","0002","아이엔유주택","월세","72.5698","202512","20","2,000","45","3","2020","우치로347번길 7","202601~202801","신규","-","","","연립다세대"
"85","전남광주통합특별시 남구 진월동","523","0523","0000","(523-0)","월세","16.9600","202512","20","200","35","4","2013","효덕로 314-14","202512~202612","신규","-","","","연립다세대"
"86","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.8672","202512","20","42,000","0","1","2019","첨단과기로 91-23","202601~202801","신규","-","","","연립다세대"
"87","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","전세","66.1500","202512","20","5,000","0","3","1988","폭포사랑길 91","202512~202712","신규","-","","","연립다세대"
"88","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202512","20","300","35","3","2012","상무대로884번길 17-4","202601~202701","신규","-","","","연립다세대"
"89","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202512","20","300","35","3","2012","상무대로884번길 17-4","202601~202701","신규","-","","","연립다세대"
"90","전남광주통합특별시 동구 서석동","94-6","0094","0006","플러스","월세","24.1800","202512","20","500","52","3","2015","백서로167번길 6-1","202602~202702","신규","-","","","연립다세대"
"91","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202512","20","200","34","2","2012","상무대로884번길 17-4","202512~202612","신규","-","","","연립다세대"
"92","전남광주통합특별시 남구 월산동","165-1","0165","0001","삼진","전세","42.3000","202512","19","2,500","0","3","1986","수박등로68번길 22","202512~202712","신규","-","","","연립다세대"
"93","전남광주통합특별시 장흥군 장흥읍 건산리","575-9","0575","0009","동국빌라(B)","월세","24.4000","202512","19","300","35","4","2002","북부로 80","202512~202712","신규","-","","","연립다세대"
"94","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","월세","21.4300","202512","19","200","26","6","2013","경양로 149-1","202512~202612","신규","-","","","연립다세대"
"95","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","전세","27.5563","202512","19","5,000","0","3","2013","경양로 149-1","202601~202801","신규","-","","","연립다세대"
"96","전남광주통합특별시 동구 지산동","503-4","0503","0004","내방원룸","월세","17.2800","202512","19","300","31","3","2001","지산로 9-6","202602~202702","신규","-","","","연립다세대"
"97","전남광주통합특별시 해남군 해남읍 구교리","1007","1007","0000","예성구교드림타운","월세","25.7741","202512","19","1,000","55","3","2024","명문길 19-13","202512~202612","신규","-","","","연립다세대"
"98","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","전세","30.6232","202512","19","5,500","0","5","2013","임방울대로 19-33","202601~202801","신규","-","","","연립다세대"
"99","전남광주통합특별시 북구 중흥동","688-1","0688","0001","(688-1)","월세","58.3200","202512","18","1,000","60","2","2020","중흥로163번길 8-6","202512~202712","신규","-","","","연립다세대"
"100","전남광주통합특별시 담양군 담양읍 백동리","268-28","0268","0028","갤러리268","전세","84.1300","202512","18","18,500","0","3","2023","삼거리길 23","202601~202801","신규","-","","","연립다세대"
"101","전남광주통합특별시 목포시 용당동","1053-1","1053","0001","복합상가(1053-1)","전세","51.0000","202512","18","3,500","0","3","1990","영산로245번길 14","202601~202801","신규","-","","","연립다세대"
"102","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","월세","89.0525","202512","18","3,000","140","4","2023","소호로 267","202602~202702","신규","-","","","연립다세대"
"103","전남광주통합특별시 여수시 미평동","669-13","0669","0013","뉴캐슬","월세","20.1200","202512","18","100","30","2","2012","미평3길 52","202512~202612","신규","-","","","연립다세대"
"104","전남광주통합특별시 광양시 광양읍 칠성리","528-1","0528","0001","더리치","월세","56.1731","202512","18","1,163","14","4","2023","성북길 31","202512~202803","신규","-","","","연립다세대"
"105","전남광주통합특별시 나주시 남내동","3-12","0003","0012","남산그린빌","월세","21.1940","202512","17","100","32","2","2012","나주천2길 132","202512~202712","신규","-","","","연립다세대"
"106","전남광주통합특별시 여수시 국동","1082-43","1082","0043","(해오름빌1082-43)","월세","85.6500","202512","17","500","40","3","2010","어항단지로 63-11","202512~202712","신규","-","","","연립다세대"
"107","전남광주통합특별시 나주시 남평읍 동사리","170","0170","0000","선일사랑채","전세","59.6000","202512","16","10,500","0","3","2016","남평3로 30","202601~202801","신규","-","","","연립다세대"
"108","전남광주통합특별시 여수시 광무동","1060","1060","0000","여수브리온오션프랑테라스","월세","84.9048","202512","16","2,500","90","1","2025","광무남2길 2-8","202512~202612","신규","-","","","연립다세대"
"109","전남광주통합특별시 북구 매곡동","497","0497","0000","라데사포레매곡","전세","137.1131","202512","16","67,000","0","4","2021","하백로5번길 34","202603~202803","신규","-","","","연립다세대"
"110","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","35.2800","202512","16","500","50","2","2013","임방울대로826번길 19-39","202512~202612","신규","-","","","연립다세대"
"111","전남광주통합특별시 광산구 소촌동","476-1","0476","0001","파크하우스","월세","70.9800","202512","16","10,800","15","2","2015","송정공원로11번길 21","202602~202802","갱신","-","10,800","10","연립다세대"
"112","전남광주통합특별시 목포시 상동","979-4","0979","0004","LOHAS","월세","47.9800","202512","16","300","45","3","2013","교육로 28","202601~202612","신규","-","","","연립다세대"
"113","전남광주통합특별시 담양군 금성면 석현리","1-9","0001","0009","주창G플러스","전세","59.7000","202512","15","9,500","0","1","2015","담순로 138","202512~202712","갱신","-","9,500","0","연립다세대"
"114","전남광주통합특별시 순천시 매곡동","453-1","0453","0001","진성맨션7동8동9동","월세","71.7600","202512","15","500","45","1","1981","북문길 146","202512~202712","신규","-","","","연립다세대"
"115","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","전세","30.1400","202512","15","11,500","0","4","2021","주삼덕양로 191","202601~202701","갱신","-","11,500","0","연립다세대"
"116","전남광주통합특별시 순천시 조례동","1699-7","1699","0007","노블하우스","월세","21.4550","202512","15","200","38","5","2017","남신월1길 12-7","202601~202701","신규","-","","","연립다세대"
"117","전남광주통합특별시 광산구 수완동","937","0937","0000","수완아뜨리움연립주택","전세","84.7694","202512","15","35,000","0","2","2015","장덕로 160","202602~202802","신규","-","","","연립다세대"
"118","전남광주통합특별시 순천시 조례동","1394-1","1394","0001","(1394-1)","월세","55.6189","202512","15","3,733","24","4","2020","유동길 71","202601~202712","신규","-","","","연립다세대"
"119","전남광주통합특별시 서구 쌍촌동","949-1","0949","0001","코스모스","월세","49.1850","202512","15","500","25","3","1981","월드컵4강로181번길 6-7","202601~202801","신규","-","","","연립다세대"
"120","전남광주통합특별시 광산구 수완동","937","0937","0000","수완아뜨리움연립주택","전세","84.7694","202512","15","35,000","0","2","2015","장덕로 160","202602~202802","신규","-","","","연립다세대"
"121","전남광주통합특별시 장성군 장성읍 단광리","646-2","0646","0002","골드팰리스","월세","78.3023","202512","14","2,000","70","3","2021","제봉로 20-3","202512~202712","신규","-","","","연립다세대"
"122","전남광주통합특별시 여수시 선원동","1280-7","1280","0007","에스클래스","월세","19.8900","202512","14","200","35","4","2018","무선8길 36","202512~202612","신규","-","","","연립다세대"
"123","전남광주통합특별시 광산구 도천동","163-1","0163","0001","윤슬의아침(제3동,제4동,제6동)","전세","123.6800","202512","14","40,000","0","1","2016","임방울대로 611-77","202602~202802","신규","-","","","연립다세대"
"124","전남광주통합특별시 광양시 금호동","624-5","0624","0005","백합(624-5)","월세","59.3700","202512","13","300","45","2","1989","금호로 63","202512~202706","신규","-","","","연립다세대"
"125","전남광주통합특별시 동구 서석동","28-1","0028","0001","서석뉴젠빌","월세","17.1800","202512","13","200","35","3","2002","백서로189번길 10","202512~202612","신규","-","","","연립다세대"
"126","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","55.7100","202512","12","300","40","2","1988","폭포사랑길 91","202512~202712","신규","-","","","연립다세대"
"127","전남광주통합특별시 서구 쌍촌동","535","0535","0000","메리어트빌","월세","53.0600","202512","12","500","54","4","2005","쌍촌로47번길 45","202512~202612","신규","-","","","연립다세대"
"128","전남광주통합특별시 북구 북동","50","0050","0000","50번가","월세","18.6918","202512","12","300","38","4","2023","금재로36번길 59","202512~202612","신규","-","","","연립다세대"
"129","전남광주통합특별시 북구 신안동","482-11","0482","0011","드림빌B동","월세","35.1600","202512","12","500","58","4","2000","설죽로126번길 38","202512~202612","신규","-","","","연립다세대"
"130","전남광주통합특별시 북구 신안동","238-4","0238","0004","미소가득빌라","월세","41.9512","202512","12","200","28","5","2011","자미로23번길 13","202512~202612","신규","-","","","연립다세대"
"131","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8700","202512","12","1,000","43","1","1994","소촌로152번길 38","202601~202801","신규","-","","","연립다세대"
"132","전남광주통합특별시 여수시 미평동","670-3","0670","0003","백년빌딩","전세","27.8144","202512","12","6,000","0","5","2013","미평9길 20-1","202601~202801","신규","-","","","연립다세대"
"133","전남광주통합특별시 북구 운암동","818","0818","0000","(818-0)","월세","71.4500","202512","11","8,000","30","4","2021","동운로201번길 23","202601~202801","신규","-","","","연립다세대"
"134","전남광주통합특별시 곡성군 곡성읍 읍내리","781-3","0781","0003","밸리캐슬","전세","78.9800","202512","11","1,000","0","1","2014","학교로 13","-","-","-","","","연립다세대"
"135","전남광주통합특별시 동구 산수동","546-17","0546","0017","금빛하우스","월세","18.3000","202512","11","300","35","3","2021","무등로433번길 14","202512~202612","신규","-","","","연립다세대"
"136","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","전세","39.8000","202512","11","9,790","0","4","2017","상무대로902번길 21","202601~202801","신규","-","","","연립다세대"
"137","전남광주통합특별시 장흥군 장흥읍 건산리","477-1","0477","0001","대일주택(A)","월세","67.7200","202512","11","1,000","40","3","1985","건산로1길 6","202601~202801","신규","-","","","연립다세대"
"138","전남광주통합특별시 북구 신안동","476-60","0476","0060","비체누리","월세","14.2100","202512","11","100","30","2","2012","용봉로 48-1","202512~202606","신규","-","","","연립다세대"
"139","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","전세","39.8000","202512","11","9,790","0","4","2017","상무대로902번길 21","202601~202801","신규","-","","","연립다세대"
