"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"38192","전남광주통합특별시 남구 백운동","686","0686","0000","광주백운3휴먼시아","월세","51.8800","202505","21","5,502","9","12","2011","백운로 100","202505~202703","신규","-","","","아파트"
"38193","전남광주통합특별시 남구 진월동","277","0277","0000","한신2","전세","59.9200","202505","21","15,000","0","16","1997","서문대로701번길 21","202507~202707","신규","-","","","아파트"
"38194","전남광주통합특별시 광산구 흑석동","504","0504","0000","장자울마을휴먼시아5단지","월세","39.7200","202505","21","2,493","10","9","2009","풍영로145번길 42","202506~202705","갱신","-","2,093","9","아파트"
"38195","전남광주통합특별시 광양시 중동","1815-1","1815","0001","광양산이고운마린파크","전세","81.0150","202505","21","21,500","0","3","2024","항만10로 30","202506~202706","신규","-","","","아파트"
"38196","전남광주통합특별시 광양시 중동","1815-1","1815","0001","광양산이고운마린파크","전세","81.0160","202505","21","21,700","0","4","2024","항만10로 30","202506~202706","신규","-","","","아파트"
"38197","전남광주통합특별시 광양시 중동","1682","1682","0000","태영2차","전세","59.7600","202505","21","8,400","0","2","1998","광장로 120","202507~202702","신규","-","","","아파트"
"38198","전남광주통합특별시 광양시 중동","1686","1686","0000","성호1차","월세","49.9500","202505","21","300","40","6","1998","광장로 112-20","202505~202705","신규","-","","","아파트"
"38199","전남광주통합특별시 광산구 흑석동","504","0504","0000","장자울마을휴먼시아5단지","월세","39.7200","202505","21","2,156","12","12","2009","풍영로145번길 42","202505~202706","신규","-","","","아파트"
"38200","전남광주통합특별시 남구 주월동","1152","1152","0000","신영루체빌","월세","84.9976","202505","21","3,000","75","15","2004","봉선로52번길 49","202507~202707","신규","-","","","아파트"
"38201","전남광주통합특별시 광양시 마동","1311","1311","0000","광양와우LH1단지","월세","46.1600","202505","21","5,214","12","17","2021","눈소10길 49","202505~202705","신규","-","","","아파트"
"38202","전남광주통합특별시 남구 봉선동","1167","1167","0000","봉선유탑메트로시티","전세","65.2870","202505","21","25,000","0","25","2024","봉선로 29","202506~202706","신규","-","","","아파트"
"38203","전남광주통합특별시 남구 봉선동","21","0021","0000","무등파크3차(2단지)","전세","59.7600","202505","21","12,300","0","12","1993","용대로 92-1","202505~202605","갱신","-","12,300","0","아파트"
"38204","전남광주통합특별시 남구 봉선동","1043","1043","0000","모아2단지1차","전세","47.6500","202505","21","9,000","0","11","1988","봉선1로 86","202505~202705","갱신","사용","9,000","0","아파트"
"38205","전남광주통합특별시 남구 봉선동","984","0984","0000","모아1단지1차","월세","59.8800","202505","21","3,000","35","1","1986","봉선중앙로 115","202506~202706","신규","-","","","아파트"
"38206","전남광주통합특별시 광양시 광영동","733-3","0733","0003","광양광영사랑으로부영1차","전세","73.9049","202505","21","10,941","0","14","2013","나룻1길 39","202506~202606","갱신","-","10,941","0","아파트"
"38207","전남광주통합특별시 광산구 흑석동","504","0504","0000","장자울마을휴먼시아5단지","월세","51.9300","202505","21","804","26","10","2009","풍영로145번길 42","202505~202706","신규","-","","","아파트"
"38208","전남광주통합특별시 광양시 성황동","1860","1860","0000","광양센트럴자이","전세","84.9846","202505","21","25,000","0","3","2022","성황수동로 21","202507~202707","신규","-","","","아파트"
"38209","전남광주통합특별시 광양시 마동","2062","2062","0000","광양마동영무예다음","전세","84.9791","202505","21","19,800","0","14","2022","중마중앙로 273","202507~203006","신규","-","","","아파트"
"38210","전남광주통합특별시 광양시 마동","1309","1309","0000","광양동문디이스트","월세","84.9081","202505","21","5,000","50","17","2023","눈소10길 58","202506~202705","갱신","-","3,000","80","아파트"
"38211","전남광주통합특별시 광양시 마동","1149-7","1149","0007","스마트시티2차","월세","16.1475","202505","21","300","42","5","2023","눈소1길 7-5","202506~202606","신규","-","","","아파트"
"38212","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9908","202505","21","21,500","0","26","2024","눈소10길 16","202506~202706","신규","-","","","아파트"
"38213","전남광주통합특별시 광산구 흑석동","517","0517","0000","장자울마을휴먼시아4단지","월세","46.9000","202505","21","2,830","15","15","2009","풍영로145번길 43","202505~202706","신규","-","","","아파트"
"38214","전남광주통합특별시 남구 노대동","726","0726","0000","송화마을휴먼시아(진월2블럭주공)","월세","59.8800","202505","21","2,033","30","1","2007","효우로60번길 37","202505~202706","신규","-","","","아파트"
"38215","전남광주통합특별시 화순군 화순읍 만연리","243","0243","0000","부영3","전세","49.9200","202505","21","4,187","0","9","1997","광덕로 180","202505~202605","신규","-","","","아파트"
"38216","전남광주통합특별시 화순군 화순읍 만연리","244","0244","0000","부영5","전세","49.9200","202505","21","3,340","0","4","1997","광덕로 202","202505~202605","신규","-","","","아파트"
"38217","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","전세","59.9900","202505","21","11,219","0","13","2009","남악2로22번길 59","202510~202710","갱신","-","11,219","0","아파트"
"38218","전남광주통합특별시 고흥군 도양읍 봉암리","1514","1514","0000","주공","월세","39.7400","202505","21","200","35","7","1998","천마로 145-4","202506~202706","신규","-","","","아파트"
"38219","전남광주통합특별시 영광군 영광읍 도동리","360","0360","0000","도동휴먼시아","월세","51.9300","202505","21","2,117","16","13","2010","물무로 227","202505~202506","신규","-","","","아파트"
"38220","전남광주통합특별시 무안군 삼향읍 남악리","1578","1578","0000","남악리젠시빌","전세","58.6574","202505","21","12,700","0","17","2006","남악4로60번길 14","202507~202707","신규","-","","","아파트"
"38221","전남광주통합특별시 무안군 삼향읍 남악리","1578","1578","0000","남악리젠시빌","전세","58.6574","202505","21","13,000","0","18","2006","남악4로60번길 14","202508~202708","신규","-","","","아파트"
"38222","전남광주통합특별시 무안군 삼향읍 남악리","2270","2270","0000","남악상록","전세","59.9900","202505","21","11,219","0","9","2009","남악2로22번길 59","202510~202710","갱신","-","8,975","7","아파트"
"38223","전남광주통합특별시 순천시 해룡면 신대리","2004","2004","0000","중흥에스-클래스3단지","전세","84.9984","202505","21","30,000","0","7","2014","신대로 96","202506~202706","신규","-","","","아파트"
"38224","전남광주통합특별시 나주시 남평읍 동사리","414","0414","0000","에스티엑스칸.중우하나린","월세","59.9596","202505","21","500","60","20","2017","강변2길 20","202505~202705","신규","-","","","아파트"
"38225","전남광주통합특별시 무안군 일로읍 오룡리","284","0284","0000","오룡시티프라디움","전세","84.9941","202505","21","25,000","0","17","2025","오룡번영2로 9","202506~202706","신규","-","","","아파트"
"38226","전남광주통합특별시 무안군 삼향읍 남악리","2532","2532","0000","근화베아채스위트","월세","84.8514","202505","21","3,000","80","10","2013","남악5로22번길 20","202506~202706","신규","-","","","아파트"
"38227","전남광주통합특별시 장성군 장성읍 영천리","1671","1671","0000","대광로제비앙장성센텀스카이","전세","84.9151","202505","21","23,000","0","17","2025","단풍로 30","202505~202705","신규","-","","","아파트"
"38228","전남광주통합특별시 영광군 영광읍 도동리","360","0360","0000","도동휴먼시아","월세","46.9000","202505","21","1,720","12","6","2010","물무로 227","202505~202706","신규","-","","","아파트"
"38229","전남광주통합특별시 장성군 장성읍 영천리","1671","1671","0000","대광로제비앙장성센텀스카이","전세","84.5214","202505","21","23,000","0","9","2025","단풍로 30","202505~202705","신규","-","","","아파트"
"38230","전남광주통합특별시 장성군 장성읍 영천리","1671","1671","0000","대광로제비앙장성센텀스카이","전세","84.8969","202505","21","23,000","0","29","2025","단풍로 30","202505~202705","신규","-","","","아파트"
"38231","전남광주통합특별시 장성군 장성읍 영천리","1671","1671","0000","대광로제비앙장성센텀스카이","전세","84.8969","202505","21","23,000","0","10","2025","단풍로 30","202505~202705","신규","-","","","아파트"
"38232","전남광주통합특별시 장성군 장성읍 영천리","1671","1671","0000","대광로제비앙장성센텀스카이","전세","84.9151","202505","21","23,000","0","5","2025","단풍로 30","202505~202705","갱신","-","23,000","0","아파트"
"38233","전남광주통합특별시 보성군 보성읍 우산리","7-2","0007","0002","보성장미힐","전세","84.3300","202505","21","12,000","0","13","2003","중앙로 30-40","202505~202705","신규","-","","","아파트"
"38234","전남광주통합특별시 순천시 해룡면 상삼리","657","0657","0000","부영3","전세","60.0000","202505","21","8,082","0","5","1995","기적의도서관길 90","202506~202606","신규","-","","","아파트"
"38235","전남광주통합특별시 영광군 영광읍 도동리","360","0360","0000","도동휴먼시아","월세","51.9300","202505","21","1,617","18","7","2010","물무로 227","202505~202706","신규","-","","","아파트"
"38236","전남광주통합특별시 완도군 완도읍 가용리","1040-58","1040","0058","비치팰리스빌101","월세","84.6500","202505","21","12,000","35","4","2012","개포로177번길 5","202507~202707","신규","-","","","아파트"
"38237","전남광주통합특별시 나주시 금천면 석전리","619","0619","0000","빛가람코오롱하늘채","전세","59.9635","202505","21","16,000","0","16","2022","천석길 35","202507~202707","신규","-","","","아파트"
"38238","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.8588","202505","21","17,000","0","2","2023","유림로160번길 17-3","202506~202706","신규","-","","","아파트"
"38239","전남광주통합특별시 북구 운암동","1783","1783","0000","중외공원모아미래도","월세","68.1704","202505","21","10,000","55","15","2022","서강로 171","202505~202705","신규","-","","","아파트"
"38240","전남광주통합특별시 북구 오치동","856-7","0856","0007","명진명가","월세","33.2000","202505","21","500","40","7","2014","안산로 57","202506~202706","신규","-","","","아파트"
"38241","전남광주통합특별시 북구 연제동","1119","1119","0000","힐스테이트연제","전세","84.9934","202505","21","31,000","0","5","2020","양일1로 31","202507~202707","신규","-","","","아파트"
"38242","전남광주통합특별시 북구 양산동","687","0687","0000","주공","월세","46.2200","202505","21","1,977","11","3","2004","하서로229번길 57","202506~202705","갱신","-","1,920","11","아파트"
"38243","전남광주통합특별시 서구 치평동","1161-5","1161","0005","금호4","전세","84.9850","202505","21","22,500","0","15","1998","상무공원로 61","202507~202707","갱신","-","21,500","0","아파트"
"38244","전남광주통합특별시 북구 신용동","651","0651","0000","한양수자인리버뷰","월세","65.6043","202505","21","5,000","80","20","2014","첨단연신로 184","202508~202708","신규","-","","","아파트"
"38245","전남광주통합특별시 서구 양동","60-2","0060","0002","금호2차","월세","84.9200","202505","21","2,000","50","10","1985","천변좌로 264","202505~202605","신규","-","","","아파트"
"38246","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.8588","202505","21","17,000","0","4","2023","유림로160번길 17-3","202505~202705","신규","-","","","아파트"
"38247","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.8588","202505","21","18,581","0","1","2023","유림로160번길 17-3","202505~202705","신규","-","","","아파트"
"38248","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.9045","202505","21","17,000","0","12","2023","유림로160번길 17-3","202507~202707","신규","-","","","아파트"
"38249","전남광주통합특별시 서구 치평동","1168","1168","0000","해광한신","월세","59.9350","202505","21","2,000","50","9","1998","상무공원로 114","202501~202701","갱신","-","2,000","45","아파트"
"38250","전남광주통합특별시 북구 연제동","33-7","0033","0007","한국아델리움","전세","84.5450","202505","21","17,000","0","7","2001","양산제로 30","202506~202706","신규","-","","","아파트"
"38251","전남광주통합특별시 북구 매곡동","178-7","0178","0007","아남","월세","84.8500","202505","21","3,000","65","6","1993","매곡로 92","202507~202707","신규","-","","","아파트"
"38252","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.9045","202505","21","17,000","0","12","2023","유림로160번길 17-3","202506~202706","신규","-","","","아파트"
"38253","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","49.9742","202505","21","20,000","0","14","2023","유림로160번길 17-3","202506~202706","신규","-","","","아파트"
"38254","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.9045","202505","21","17,000","0","9","2023","유림로160번길 17-3","202506~202706","신규","-","","","아파트"
"38255","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","49.9742","202505","21","23,700","0","15","2023","유림로160번길 17-3","202505~202705","신규","-","","","아파트"
"38256","전남광주통합특별시 북구 두암동","59-20","0059","0020","미라보4","전세","84.9850","202505","21","13,000","0","4","1994","월동로 42","202506~202706","신규","-","","","아파트"
"38257","전남광주통합특별시 서구 화정동","23-20","0023","0020","해광샹그릴라센트럴337","월세","75.6415","202505","21","6,552","27","6","2017","내방로 337","202504~202706","갱신","-","11,552","12","아파트"
"38258","전남광주통합특별시 북구 문흥동","972-1","0972","0001","금호","월세","84.8400","202505","21","5,000","55","1","1995","문산로 99","202505~202705","신규","-","","","아파트"
"38259","전남광주통합특별시 서구 풍암동","664-6","0664","0006","동부센트레빌","월세","133.4350","202505","21","10,000","125","5","2003","풍암신흥로 40","202506~202705","신규","-","","","아파트"
"38260","전남광주통합특별시 서구 풍암동","1048","1048","0000","중흥호반","전세","59.4600","202505","21","14,500","0","17","2000","풍암순환로 10","202506~202706","신규","-","","","아파트"
"38261","전남광주통합특별시 서구 풍암동","1048","1048","0000","중흥호반","전세","59.4600","202505","21","14,500","0","17","2000","풍암순환로 10","202506~202706","신규","-","","","아파트"
"38262","전남광주통합특별시 북구 운암동","366-2","0366","0002","운암동롯데캐슬3단지","월세","59.8159","202505","21","1,000","70","9","2006","서강로54번길 32","202505~202705","갱신","-","1,000","70","아파트"
"38263","전남광주통합특별시 북구 동림동","1349","1349","0000","동림동2차우방아이유쉘","전세","41.8588","202505","21","17,000","0","4","2023","유림로160번길 17-3","202505~202705","신규","-","","","아파트"
"38264","전남광주통합특별시 서구 풍암동","1127","1127","0000","주은모아","월세","59.2800","202505","21","2,000","50","14","2000","풍암2로 36","202505~202612","갱신","사용","2,000","50","아파트"
"38265","전남광주통합특별시 목포시 상동","845","0845","0000","비파1","전세","48.3400","202505","21","6,000","0","12","1991","백년대로337번길 35","202506~202706","신규","-","","","아파트"
"38266","전남광주통합특별시 동구 학동","1022","1022","0000","무등산아이파크","전세","114.5742","202505","21","50,000","0","20","2017","남문로753번길 20","202506~202706","갱신","-","50,000","0","아파트"
"38267","전남광주통합특별시 목포시 연산동","1262","1262","0000","연산주공2단지","월세","37.6700","202505","21","500","40","11","1995","원산중앙로 108","202505~202705","신규","-","","","아파트"
"38268","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","75.3416","202505","21","19,053","6","20","2019","석현로45번길 22-10","202506~202606","신규","-","","","아파트"
"38269","전남광주통합특별시 목포시 용해동","975","0975","0000","포미타운주공2단지","월세","51.8600","202505","21","2,077","11","9","2004","포미로 22","202508~202707","갱신","-","1,983","11","아파트"
"38270","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","84.6274","202505","21","20,181","6","7","2019","석현로45번길 22-10","202506~202605","갱신","-","19,864","6","아파트"
"38271","전남광주통합특별시 북구 임동","887","0887","0000","S-클래스더제니스","월세","59.9586","202505","21","5,000","90","14","2024","천변우로 227","202506~202705","신규","-","","","아파트"
"38272","전남광주통합특별시 북구 임동","14-2","0014","0002","국제미소래","전세","49.5254","202505","21","8,730","0","6","2014","중가로3번길 25","202506~202606","신규","-","","","아파트"
"38273","전남광주통합특별시 목포시 옥암동","1246","1246","0000","근화옥암베아채","월세","84.9393","202505","21","2,000","85","14","2014","남악1로52번길 83","-","-","-","","","아파트"
"38274","전남광주통합특별시 목포시 옥암동","1026","1026","0000","부영5차","전세","60.0000","202505","21","7,419","0","14","1995","하당남부로 97","202505~202605","갱신","-","7,419","0","아파트"
"38275","전남광주통합특별시 목포시 달동","1331-8","1331","0008","신항만뉴캐슬오션시티2차","월세","61.8050","202505","21","2,000","60","1","2021","허사로57번길 15","202506~202706","신규","-","","","아파트"
"38276","전남광주통합특별시 목포시 달동","1331-8","1331","0008","신항만뉴캐슬오션시티2차","월세","61.8050","202505","21","3,000","60","2","2021","허사로57번길 15","202506~202706","신규","-","","","아파트"
"38277","전남광주통합특별시 목포시 용해동","1040","1040","0000","용해지구천년가맘스카운티","월세","59.8800","202505","21","1,000","75","3","2019","용해지구로88번길 7","202506~202706","신규","-","","","아파트"
"38278","전남광주통합특별시 목포시 용해동","1042","1042","0000","골드디움5차","월세","70.8475","202505","21","11,720","16","10","2014","용해지구로88번길 23","202505~202509","신규","-","","","아파트"
"38279","전남광주통합특별시 목포시 달동","1331-8","1331","0008","신항만뉴캐슬오션시티2차","월세","61.8050","202505","21","2,000","60","1","2021","허사로57번길 15","202506~202706","신규","-","","","아파트"
"38280","전남광주통합특별시 목포시 산정동","1259","1259","0000","신안비치2","전세","59.8500","202505","21","7,000","0","2","1993","고하대로 641-10","202506~202706","신규","-","","","아파트"
"38281","전남광주통합특별시 목포시 산정동","1840","1840","0000","목포산정대광로제비앙아파트","월세","80.8729","202505","21","19,650","6","3","2021","양을로79번길 6","202505~202605","갱신","-","19,650","6","아파트"
"38282","전남광주통합특별시 목포시 산정동","1840","1840","0000","목포산정대광로제비앙아파트","월세","80.4993","202505","21","19,650","6","12","2021","양을로79번길 6","202505~202605","갱신","-","19,650","6","아파트"
"38283","전남광주통합특별시 목포시 산정동","1840","1840","0000","목포산정대광로제비앙아파트","월세","80.8729","202505","21","19,650","6","3","2021","양을로79번길 6","202505~202605","갱신","-","19,650","6","아파트"
"38284","전남광주통합특별시 목포시 옥암동","1027","1027","0000","부영3차","전세","49.7200","202505","21","5,250","0","11","1995","통일대로75번길 14","202504~202604","갱신","-","5,250","0","아파트"
"38285","전남광주통합특별시 목포시 옥암동","1028","1028","0000","부영2차","전세","49.7200","202505","21","5,250","0","13","1994","부흥로 88","202506~202606","갱신","-","5,250","0","아파트"
"38286","전남광주통합특별시 목포시 옥암동","1028","1028","0000","부영2차","전세","49.7200","202505","21","5,250","0","2","1994","부흥로 88","202505~202605","신규","-","","","아파트"
"38287","전남광주통합특별시 목포시 석현동","1187","1187","0000","하당중해마루힐","전세","84.9817","202505","21","29,700","0","19","2025","석현로25번길 20-6","202502~203502","신규","-","","","아파트"
"38288","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","84.6274","202505","21","20,181","6","13","2019","석현로45번길 22-10","202506~202606","갱신","-","19,864","6","아파트"
"38289","전남광주통합특별시 목포시 석현동","1179","1179","0000","목포석현동라송센트럴카운티3차","월세","84.6274","202505","21","20,181","6","14","2019","석현로45번길 22-10","202506~202606","갱신","-","19,864","6","아파트"
"38290","전남광주통합특별시 목포시 상동","1129-1","1129","0001","평화광장미래엔스위트","전세","48.6520","202505","21","18,390","0","19","2025","원형동로 41","202506~202706","신규","-","","","아파트"
"38291","전남광주통합특별시 목포시 상동","1129-1","1129","0001","평화광장미래엔스위트","전세","49.8130","202505","21","18,090","0","13","2025","원형동로 41","202505~202705","신규","-","","","아파트"
"38292","전남광주통합특별시 목포시 상동","1002","1002","0000","목포하당프라임아너팰리스","전세","59.9413","202505","21","16,800","0","18","2020","부흥로 69","202506~202706","신규","-","","","아파트"
"38293","전남광주통합특별시 목포시 석현동","1187","1187","0000","하당중해마루힐","전세","84.9817","202505","21","29,700","0","6","2025","석현로25번길 20-6","202502~203502","신규","-","","","아파트"
"38294","전남광주통합특별시 북구 중흥동","822","0822","0000","중흥동동우아스트로아파트","전세","59.9863","202505","21","18,500","0","8","2019","효죽로9번길 53","202507~202707","신규","-","","","아파트"
"38295","전남광주통합특별시 목포시 상동","740","0740","0000","주공4단지","월세","44.9400","202505","21","500","32","1","1993","상동로 64","202506~202706","신규","-","","","아파트"
"38296","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","전세","37.3880","202505","21","5,000","0","17","1992","비봉2길 22","202506~202706","신규","-","","","아파트"
"38297","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","전세","37.3880","202505","21","6,000","0","9","1995","비봉2길 22","202506~202706","신규","-","","","아파트"
"38298","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","전세","37.3880","202505","21","5,488","0","9","1992","비봉2길 22","202505~202605","갱신","-","5,227","0","아파트"
"38299","전남광주통합특별시 서구 동천동","502","0502","0000","동천마을1단지","월세","46.7600","202505","21","2,302","13","3","2005","동천로 25","-","-","-","","","아파트"
"38300","전남광주통합특별시 순천시 조례동","560","0560","0000","금호","월세","59.8500","202505","21","1,000","50","13","1997","조례1길 9","202505~202705","신규","-","","","아파트"
"38301","전남광주통합특별시 여수시 학동","39-13","0039","0013","프라임시티","월세","27.3715","202505","21","400","43","7","2013","학동2길 22","202506~202605","신규","-","","","아파트"
"38302","전남광주통합특별시 여수시 여서동","496-1","0496","0001","부영7차","전세","60.0000","202505","21","6,361","0","7","1992","여서로 188","202505~202605","갱신","-","6,361","0","아파트"
"38303","전남광주통합특별시 순천시 오천동","953-1","0953","0001","순천오천사랑으로부영아파트","전세","84.9933","202505","21","19,880","0","7","2017","오천7길 12","202506~202606","신규","-","","","아파트"
"38304","전남광주통합특별시 여수시 소호동","423","0423","0000","여수주은금호2,3단지","전세","73.5810","202505","21","14,000","0","14","2002","소호6길 36","202506~202706","신규","-","","","아파트"
"38305","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","월세","60.0000","202505","21","5,076","26","13","1992","연향1로 55","202505~202605","갱신","사용","5,076","26","아파트"
"38306","전남광주통합특별시 여수시 신기동","181","0181","0000","대광로제비앙센텀29","전세","141.8042","202505","21","46,000","0","16","2023","신기북7길 30","202507~202707","신규","-","","","아파트"
"38307","전남광주통합특별시 서구 동천동","658","0658","0000","동천마을주공6단지","월세","46.2200","202505","21","2,608","14","13","2006","하남대로710번길 5","202506~202705","신규","-","","","아파트"
"38308","전남광주통합특별시 순천시 연향동","1626-1","1626","0001","호반리젠시빌1","전세","59.9191","202505","21","11,000","0","5","2000","안산길 5","202507~202707","신규","-","","","아파트"
"38309","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","월세","60.0000","202505","21","4,863","26","7","1992","연향1로 55","202506~202606","갱신","사용","4,863","26","아파트"
"38310","전남광주통합특별시 순천시 풍덕동","276-3","0276","0003","순천리가안","전세","17.1756","202505","21","4,800","0","5","2016","하풍1길 13","202506~202706","신규","-","","","아파트"
"38311","전남광주통합특별시 순천시 풍덕동","276-3","0276","0003","순천리가안","월세","17.1756","202505","21","300","35","6","2016","하풍1길 13","202505~202605","신규","-","","","아파트"
"38312","전남광주통합특별시 순천시 용당동","772","0772","0000","순천한양수자인디에스티지","전세","84.9537","202505","21","16,000","0","8","2023","삼산로 173","202505~202705","갱신","사용","16,000","0","아파트"
"38313","전남광주통합특별시 순천시 용당동","772","0772","0000","순천한양수자인디에스티지","전세","84.9537","202505","21","19,950","0","17","2023","삼산로 173","202505~202705","신규","-","","","아파트"
"38314","전남광주통합특별시 여수시 연등동","845","0845","0000","메트하임여수","월세","19.9900","202505","21","1,000","45","16","2022","좌수영로 101","202505~202605","신규","-","","","아파트"
"38315","전남광주통합특별시 여수시 신기동","137","0137","0000","부영3","전세","60.0000","202505","21","5,641","0","4","1990","선소로 72-13","-","-","-","","","아파트"
"38316","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202505","21","5,940","0","13","1995","여문2로 61","202506~202606","갱신","사용","5,940","0","아파트"
"38317","전남광주통합특별시 서구 동천동","506","0506","0000","동천센트럴파크","월세","84.9900","202505","21","2,800","95","5","2007","동천로 11","202507~202707","신규","-","","","아파트"
"38318","전남광주통합특별시 순천시 연향동","1386","1386","0000","부영2","전세","60.0000","202505","21","7,786","0","1","1993","연향1로 62","202506~202606","갱신","사용","7,786","0","아파트"
"38319","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202505","21","5,625","0","14","1990","여서로 181","202505~202605","갱신","-","5,625","0","아파트"
"38320","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","월세","49.7200","202505","21","5,138","7","2","1995","여문2로 61","202505~202605","갱신","-","5,138","7","아파트"
"38321","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","월세","49.7200","202505","21","2,861","29","9","1995","여문2로 61","202505~202605","신규","-","","","아파트"
"38322","전남광주통합특별시 순천시 조례동","1658","1658","0000","주공7","월세","39.7400","202505","21","1,000","30","7","1996","봉화2길 116","202506~202706","신규","-","","","아파트"
"38323","전남광주통합특별시 순천시 조례동","168","0168","0000","트리마제순천1단지","월세","84.9828","202505","21","5,000","95","20","2024","왕조로 55","202507~202707","신규","-","","","아파트"
"38324","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","월세","36.3680","202505","21","500","43","3","1995","비봉2길 22","202506~202606","신규","-","","","아파트"
"38325","전남광주통합특별시 여수시 화장동","882","0882","0000","주공3단지","월세","46.1800","202505","20","1,884","10","12","2005","덕양로 157","202506~202705","갱신","-","1,829","10","아파트"
"38326","전남광주통합특별시 서구 동천동","658","0658","0000","동천마을주공6단지","월세","46.7600","202505","20","2,608","14","9","2006","하남대로710번길 5","202505~202706","신규","-","","","아파트"
"38327","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","전세","60.0000","202505","20","7,786","0","8","1992","연향1로 55","202505~202605","갱신","-","7,786","0","아파트"
"38328","전남광주통합특별시 순천시 생목동","28-1","0028","0001","현대","월세","84.9450","202505","20","500","50","5","1991","수박등2길 21","202506~202706","신규","-","","","아파트"
"38329","전남광주통합특별시 서구 동천동","658","0658","0000","동천마을주공6단지","월세","46.2200","202505","20","2,608","14","15","2006","하남대로710번길 5","202505~202706","신규","-","","","아파트"
"38330","전남광주통합특별시 여수시 미평동","284","0284","0000","미평주공2단지","월세","38.6400","202505","20","200","40","1","1993","미평로 77","202505~202605","신규","-","","","아파트"
"38331","전남광주통합특별시 여수시 문수동","480","0480","0000","부영10차","전세","59.7600","202505","20","8,582","0","3","1999","여문2로 62","202506~202606","갱신","-","8,582","0","아파트"
"38332","전남광주통합특별시 여수시 화장동","882","0882","0000","주공3단지","월세","46.7100","202505","20","2,637","15","1","2005","덕양로 157","202506~202705","갱신","-","1,829","10","아파트"
"38333","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202505","20","5,940","0","4","1995","여문2로 61","202507~202607","갱신","-","5,940","0","아파트"
"38334","전남광주통합특별시 순천시 용당동","191-1","0191","0001","삼산현대","월세","55.0200","202505","20","1,000","40","4","1989","삼산로 103-13","202506~202706","신규","-","","","아파트"
"38335","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202505","20","5,940","0","4","1996","여문2로 61","202505~202605","갱신","-","5,940","0","아파트"
"38336","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202505","20","5,940","0","6","1995","여문2로 61","202507~202607","갱신","-","5,940","0","아파트"
