gu_name,dong_name,lat,lng,category_name,place_count,min_distance_m,collected_at
광산구,수완동,35.1912,126.8228,지하철역,0,,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,문화시설,4,184.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,학원,361,139.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,버스정류장,0,,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,올리브영,2,169.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,다이소,2,56.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,코인노래방,7,212.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,PC방,9,192.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,백화점,3,522.0,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,유니클로,0,,2026-09-04 11:30:46
광산구,수완동,35.1912,126.8228,탑텐,2,179.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,편의점,25,249.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,카페,85,256.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,음식점,466,233.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,병원,47,290.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,대형마트,3,475.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,지하철역,0,,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,문화시설,4,804.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,학원,189,206.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,버스정류장,1,615.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,올리브영,1,899.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,다이소,1,875.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,코인노래방,3,816.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,PC방,7,352.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,백화점,2,718.0,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,유니클로,0,,2026-09-04 11:30:46
광산구,신가동,35.1821,126.8142,탑텐,1,924.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,편의점,34,43.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,카페,73,43.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,음식점,318,87.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,병원,37,43.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,대형마트,1,83.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,지하철역,0,,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,문화시설,2,25.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,학원,43,203.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,버스정류장,2,142.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,올리브영,1,366.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,다이소,0,,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,코인노래방,4,365.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,PC방,11,366.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,백화점,7,44.0,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,유니클로,0,,2026-09-04 11:30:46
광산구,우산동,35.1598,126.8095,탑텐,3,87.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,편의점,20,132.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,카페,64,33.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,음식점,365,42.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,병원,37,124.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,대형마트,1,589.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,지하철역,3,170.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,문화시설,3,343.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,학원,45,131.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,버스정류장,0,,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,올리브영,1,150.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,다이소,0,,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,코인노래방,0,,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,PC방,6,33.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,백화점,2,399.0,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,유니클로,0,,2026-09-04 11:30:46
광산구,송정1동,35.1382,126.7932,탑텐,0,,2026-09-04 11:30:46
