NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,본번,부번,단지명,전용면적(㎡),층,건물명
12115,전남광주통합특별시 북구 용봉동,1***,8m미만,14.28,전세,202502,7,"5,000",0,2019.0,반룡로18번길,202502~202701,신규,-,,,단독다가구,,,,,,
12116,전남광주통합특별시 북구 용봉동,1***,12m미만,19.2,월세,202502,7,100,38,2021.0,호동로15번길,202502~202602,신규,-,,,단독다가구,,,,,,
12119,전남광주통합특별시 북구 용봉동,1***,8m미만,23.1,월세,202502,7,200,36,2019.0,반룡로18번길,202502~202602,신규,-,,,단독다가구,,,,,,
12120,전남광주통합특별시 목포시 옥암동,1***,12m미만,27.34,월세,202502,7,200,30,2014.0,당가두로14번길,202502~202602,신규,-,,,단독다가구,,,,,,
12121,전남광주통합특별시 광산구 수완동,1***,25m미만,32.0,월세,202502,7,300,40,2014.0,수완로106번길,202502~202602,신규,-,,,단독다가구,,,,,,
12122,전남광주통합특별시 무안군 무안읍 성남리,8**,8m미만,21.3,월세,202502,7,300,40,2018.0,성남1길,202502~202602,신규,-,,,단독다가구,,,,,,
12125,전남광주통합특별시 광산구 수완동,1***,25m미만,36.0,월세,202502,7,300,40,2014.0,수완로10번길,202503~202603,갱신,-,300,40.0,단독다가구,,,,,,
12126,전남광주통합특별시 북구 용봉동,1***,12m미만,23.14,월세,202502,7,200,42,2022.0,용주로30번길,202502~202602,신규,-,,,단독다가구,,,,,,
12127,전남광주통합특별시 북구 용봉동,1***,12m미만,30.0,월세,202502,7,200,37,2018.0,설죽로214번길,202502~202602,신규,-,,,단독다가구,,,,,,
12128,전남광주통합특별시 순천시 해룡면 신대리,2***,12m미만,29.7,월세,202502,7,300,44,2013.0,매안4길,202502~202602,신규,-,,,단독다가구,,,,,,
12130,전남광주통합특별시 북구 용봉동,1**,12m미만,29.0,월세,202502,7,200,45,2012.0,우치로,202502~202601,신규,-,,,단독다가구,,,,,,
12131,전남광주통합특별시 남구 백운동,6**,12m미만,29.0,월세,202502,7,200,41,2014.0,백양로39번길,202502~202702,신규,-,,,단독다가구,,,,,,
12133,전남광주통합특별시 북구 신안동,4**,12m미만,30.0,월세,202502,7,200,40,2011.0,자미로39번길,202502~202602,신규,-,,,단독다가구,,,,,,
12135,전남광주통합특별시 여수시 미평동,8**,8m미만,39.13,월세,202502,7,50,40,2020.0,양지6길,202502~202601,신규,-,,,단독다가구,,,,,,
12136,전남광주통합특별시 순천시 매곡동,4**,8m미만,27.45,월세,202502,7,100,40,2016.0,북정2길,202501~202601,신규,-,,,단독다가구,,,,,,
12137,전남광주통합특별시 나주시 대호동,1***,12m미만,27.0,월세,202502,7,200,27,2011.0,대호길,202602~202702,신규,-,,,단독다가구,,,,,,
12138,전남광주통합특별시 순천시 석현동,2**,8m미만,33.0,월세,202502,7,100,33,2012.0,오리정2길,-,-,-,,,단독다가구,,,,,,
12142,전남광주통합특별시 순천시 석현동,1**,8m미만,33.0,월세,202502,7,100,25,2002.0,삼산4길,202502~202602,갱신,사용,100,25.0,단독다가구,,,,,,
12143,전남광주통합특별시 순천시 석현동,2**,8m미만,33.05,월세,202502,7,100,33,2012.0,오리정2길,202502~202602,신규,-,,,단독다가구,,,,,,
12144,전남광주통합특별시 여수시 봉산동,3**,8m미만,28.66,월세,202502,7,500,50,,봉산새철3길,202503~202703,신규,-,,,단독다가구,,,,,,
12146,전남광주통합특별시 서구 풍암동,9**,12m미만,30.0,월세,202502,6,100,29,2012.0,풍금로3번길,202502~202602,신규,-,,,단독다가구,,,,,,
12147,전남광주통합특별시 순천시 석현동,1**,12m미만,21.0,월세,202502,6,100,30,2011.0,삼산3길,202502~202601,신규,-,,,단독다가구,,,,,,
12148,전남광주통합특별시 순천시 매곡동,4**,8m미만,33.0,월세,202502,6,200,40,2016.0,북정2길,202502~202602,신규,-,,,단독다가구,,,,,,
12150,전남광주통합특별시 나주시 송월동,6**,25m미만,30.0,월세,202502,6,200,25,2014.0,나주로,202502~202602,신규,-,,,단독다가구,,,,,,
12153,전남광주통합특별시 순천시 조례동,1***,12m미만,30.0,월세,202502,6,300,40,2017.0,조례2길,202502~202602,신규,-,,,단독다가구,,,,,,
12155,전남광주통합특별시 여수시 미평동,7**,12m미만,29.75,월세,202502,6,100,28,2007.0,양지3길,202502~202602,신규,-,,,단독다가구,,,,,,
12156,전남광주통합특별시 여수시 화장동,7**,8m미만,20.0,월세,202502,6,100,35,2012.0,성산4길,202502~202508,신규,-,,,단독다가구,,,,,,
12157,전남광주통합특별시 순천시 연향동,1***,12m미만,28.0,월세,202502,6,200,30,2010.0,상대석1길,202502~202602,신규,-,,,단독다가구,,,,,,
12158,전남광주통합특별시 여수시 미평동,6**,8m미만,26.4,월세,202502,6,100,30,2017.0,미평10길,202502~202602,신규,-,,,단독다가구,,,,,,
12159,전남광주통합특별시 광산구 신창동,1***,12m미만,19.0,월세,202502,6,100,25,2009.0,장신로333번길,-,-,-,,,단독다가구,,,,,,
12161,전남광주통합특별시 순천시 해룡면 신대리,2***,8m미만,19.0,월세,202502,6,300,45,2022.0,송산3길,-,-,-,,,단독다가구,,,,,,
12163,전남광주통합특별시 남구 백운동,6**,8m미만,29.75,월세,202502,6,300,34,2015.0,백운로5번길,202502~202602,신규,-,,,단독다가구,,,,,,
12164,전남광주통합특별시 북구 신안동,4**,12m미만,20.0,월세,202502,6,200,36,,서암대로131번길,202503~202601,신규,-,,,단독다가구,,,,,,
12166,전남광주통합특별시 동구 수기동,4*,8m미만,40.0,월세,202502,6,"1,000",34,2015.0,독립로226번길,202502~202602,신규,-,,,단독다가구,,,,,,
12167,전남광주통합특별시 동구 학동,6**,8m미만,22.0,월세,202502,6,200,30,2015.0,의재로33번길,202502~202601,신규,-,,,단독다가구,,,,,,
12169,전남광주통합특별시 목포시 옥암동,1***,12m미만,25.0,월세,202502,6,200,42,2019.0,당가두로38번길,202502~202602,신규,-,,,단독다가구,,,,,,
12170,전남광주통합특별시 북구 운암동,9**,12m미만,35.5,월세,202502,6,200,38,2010.0,서강로62번길,202502~202702,신규,-,,,단독다가구,,,,,,
12171,전남광주통합특별시 화순군 화순읍 신기리,3**,8m미만,26.0,월세,202502,6,"1,400",13,2013.0,부처샘길,-,-,-,,,단독다가구,,,,,,
12172,전남광주통합특별시 북구 용봉동,1***,8m미만,28.0,월세,202502,6,200,30,2017.0,용주로30번길,202502~202601,신규,-,,,단독다가구,,,,,,
12173,전남광주통합특별시 북구 신용동,8**,25m미만,25.0,월세,202502,6,300,31,2014.0,첨단연신로108번길,202502~202602,신규,-,,,단독다가구,,,,,,
12174,전남광주통합특별시 광산구 흑석동,5**,12m미만,28.4,월세,202502,6,"2,000",35,2012.0,풍영로101번안길,202502~202602,신규,-,,,단독다가구,,,,,,
12175,전남광주통합특별시 목포시 상동,8**,12m미만,40.0,월세,202502,6,300,30,2012.0,백년대로297번길,202502~202602,신규,-,,,단독다가구,,,,,,
12177,전남광주통합특별시 북구 용봉동,1***,8m미만,25.0,월세,202502,6,200,36,2017.0,반룡로6번길,202502~202602,신규,-,,,단독다가구,,,,,,
12178,전남광주통합특별시 북구 용봉동,1***,12m미만,22.0,월세,202502,6,100,30,2016.0,용주로,202502~202508,신규,-,,,단독다가구,,,,,,
12179,전남광주통합특별시 서구 쌍촌동,1***,12m미만,40.0,월세,202502,6,200,36,2005.0,상무민주로76번길,202502~202602,갱신,-,200,36.0,단독다가구,,,,,,
12180,전남광주통합특별시 동구 학동,1**,25m미만,37.0,월세,202502,6,500,50,2013.0,백서로,-,-,-,,,단독다가구,,,,,,
