"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"336","전남광주통합특별시 광양시 광양읍 구산리","811-13","0811","0013","미강파크빌","전세","73.3300","202410","31","9,000","0","3","2007","서평2길 16","202412~202512","신규","-","","","연립다세대"
"337","전남광주통합특별시 광양시 광양읍 구산리","811-13","0811","0013","미강파크빌","전세","73.3300","202410","31","9,000","0","3","2007","서평2길 16","202412~202512","신규","-","","","연립다세대"
"338","전남광주통합특별시 고흥군 고흥읍 남계리","413","0413","0000","413","전세","60.1200","202410","31","4,000","0","1","1987","신계학림길 32-3","202410~202610","신규","-","","","연립다세대"
"339","전남광주통합특별시 광산구 수완동","175","0175","0000","윤슬의아침-수완2차:501동~509호","월세","164.9000","202410","30","5,000","210","-1","2018","북문대로 575-28","202411~202611","신규","-","","","연립다세대"
"340","전남광주통합특별시 북구 중흥동","148","0148","0000","중흥빌리지","월세","27.1050","202410","30","100","30","5","1997","당뫼로 56","202410~202504","신규","-","","","연립다세대"
"341","전남광주통합특별시 북구 운암동","1120-2","1120","0002","한영","전세","48.5800","202410","30","4,000","0","2","1982","북문대로159번길 43","202411~202511","신규","-","","","연립다세대"
"342","전남광주통합특별시 나주시 이창동","757-1","0757","0001","주사랑빌","월세","42.9400","202410","30","200","35","4","2013","풍물시장2길 36","202410~202510","신규","-","","","연립다세대"
"343","전남광주통합특별시 광산구 도산동","814-15","0814","0015","숲안애빌리지","월세","84.3361","202410","29","2,000","70","4","2018","송도로182번길 39-12","202410~202510","신규","-","","","연립다세대"
"344","전남광주통합특별시 여수시 화장동","809-5","0809","0005","케이빌","월세","20.7400","202410","29","200","40","3","2020","화산1길 66-7","202410~202510","신규","-","","","연립다세대"
"345","전남광주통합특별시 광양시 광양읍 덕례리","1734-14","1734","0014","우성주택","월세","65.2000","202410","29","500","35","1","1992","덕례길 62","202412~202612","신규","-","","","연립다세대"
"346","전남광주통합특별시 광산구 수완동","1903","1903","0000","수완대라수어썸테라스","전세","84.8616","202410","29","50,000","0","4","2024","왕버들로252번길 10","202412~202612","신규","-","","","연립다세대"
"347","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202410","29","3,000","45","2","2021","목련로 330-27","202412~202612","신규","-","","","연립다세대"
"348","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","34.0300","202410","29","0","55","1","2021","주삼덕양로 191","202411~202610","신규","-","","","연립다세대"
"349","전남광주통합특별시 나주시 이창동","55","0055","0000","정다움","월세","61.4794","202410","28","1,000","60","2","2022","남교2길 25-5","202411~202611","신규","-","","","연립다세대"
"350","전남광주통합특별시 북구 연제동","483-52","0483","0052","연제동연우","월세","54.2800","202410","28","500","50","2","1982","연양로23번길 24","202411~202611","신규","-","","","연립다세대"
"351","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","전세","84.3857","202410","28","28,000","0","2","2016","여대길 290","202410~202610","갱신","-","30,000","0","연립다세대"
"352","전남광주통합특별시 광산구 쌍암동","678-4","0678","0004","(678-4)","월세","23.1700","202410","28","500","40","4","2017","임방울대로825번길 21-35","202412~202512","신규","-","","","연립다세대"
"353","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8700","202410","28","2,000","30","1","1995","소촌로152번길 38","202411~202611","신규","-","","","연립다세대"
"354","전남광주통합특별시 동구 소태동","551-1","0551","0001","화광주택","전세","43.7400","202410","28","5,000","0","2","1990","학소로86번길 13-19","202411~202611","신규","-","","","연립다세대"
"355","전남광주통합특별시 여수시 주삼동","1027","1027","0000","파인빌리지","전세","46.3500","202410","28","12,000","0","3","2020","주삼덕양로 189","202411~202611","신규","-","","","연립다세대"
"356","전남광주통합특별시 곡성군 곡성읍 학정리","763","0763","0000","대명해피니스1차","전세","75.1777","202410","28","12,000","0","1","2016","삼인동길 43","-","-","-","","","연립다세대"
"357","전남광주통합특별시 여수시 웅천동","1866-1","1866","0001","포레나여수웅천더테라스2단지","전세","84.9662","202410","28","40,000","0","4","2020","웅천남1로 99","202411~202611","신규","-","","","연립다세대"
"358","전남광주통합특별시 광산구 쌍암동","678-4","0678","0004","(678-4)","월세","23.1700","202410","28","500","40","4","2017","임방울대로825번길 21-35","202412~202512","신규","-","","","연립다세대"
"359","전남광주통합특별시 곡성군 곡성읍 학정리","763","0763","0000","대명해피니스1차","전세","75.1777","202410","28","12,000","0","1","2016","삼인동길 43","-","-","-","","","연립다세대"
"360","전남광주통합특별시 해남군 해남읍 구교리","294","0294","0000","대보주택","월세","36.0000","202410","27","1,000","35","1","1995","구교2길 14","202411~202611","신규","-","","","연립다세대"
"361","전남광주통합특별시 광산구 산정동","1146","1146","0000","어등산한양수자인테라스플러스","전세","84.9317","202410","26","30,000","0","1","2021","여대길 340","202411~202611","신규","-","","","연립다세대"
"362","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202410","26","7,850","0","4","1994","소촌로152번길 38","202411~202611","갱신","-","7,550","0","연립다세대"
"363","전남광주통합특별시 강진군 강진읍 서성리","121","0121","0000","탐진빌201동","월세","65.7800","202410","26","7,000","35","5","2017","탐진로 73","202410~202602","갱신","-","14,000","0","연립다세대"
"364","전남광주통합특별시 북구 용봉동","143-1","0143","0001","세일빌라","전세","37.8000","202410","25","7,000","0","3","1996","우치로126번길 25","202412~202612","신규","-","","","연립다세대"
"365","전남광주통합특별시 광산구 소촌동","479-2","0479","0002","써니하이빌","월세","84.6300","202410","25","1,000","56","3","2007","송정공원로11번길 63","202410~202610","신규","-","","","연립다세대"
"366","전남광주통합특별시 구례군 구례읍 봉남리","334","0334","0000","로얄빌라","월세","63.1500","202410","25","300","35","2","1984","봉성산길 29-3","202411~202510","신규","-","","","연립다세대"
"367","전남광주통합특별시 남구 주월동","54-20","0054","0020","성하파밀리아","월세","76.5778","202410","25","5,677","16","5","2022","봉주길 39","202410~202612","신규","-","","","연립다세대"
"368","전남광주통합특별시 강진군 강진읍 서성리","58-26","0058","0026","천년예가","전세","63.2800","202410","25","12,000","0","3","2017","삼일로 36","202412~202612","신규","-","","","연립다세대"
"369","전남광주통합특별시 순천시 조례동","1599-7","1599","0007","빌리트A동","전세","49.5000","202410","25","7,500","0","8","2013","장선배기길 6-35","202410~202610","갱신","-","2,000","52","연립다세대"
"370","전남광주통합특별시 목포시 산정동","1754","1754","0000","성남빌라","월세","33.1400","202410","25","1,000","30","-1","1997","원산로69번길 39","202411~202611","신규","-","","","연립다세대"
"371","전남광주통합특별시 남구 백운동","620-31","0620","0031","초원파트빌라","전세","37.1350","202410","25","6,000","0","4","2004","진다리로6번길 4","202410~202610","신규","-","","","연립다세대"
"372","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","전세","66.1200","202410","25","6,500","0","2","1988","금호로 41","202411~202611","신규","-","","","연립다세대"
"373","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202410","24","21,022","0","5","2018","화운로126번길 7-6","202412~202512","갱신","사용","20,794","0","연립다세대"
"374","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202410","24","7,000","25","1","1994","소촌로152번길 38","202410~202610","갱신","-","7,000","20","연립다세대"
"375","전남광주통합특별시 완도군 신지면 신리","516","0516","0000","센텀펜트하우스","전세","84.9300","202410","24","4,000","0","4","2022","신지로 433","202411~202611","신규","-","","","연립다세대"
"376","전남광주통합특별시 여수시 돌산읍 우두리","1072-5","1072","0005","the풍경채B","월세","68.8900","202410","24","3,000","65","4","2020","강남2길 14-6","202411~202611","신규","-","","","연립다세대"
"377","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202410","24","18,325","0","2","2018","화운로126번길 7-6","202412~202512","갱신","사용","18,126","0","연립다세대"
"378","전남광주통합특별시 북구 신안동","145-1","0145","0001","원남골든캐슬","월세","41.8000","202410","23","500","40","3","2012","경양로97번길 26-6","202410~202610","신규","-","","","연립다세대"
"379","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.8672","202410","23","39,000","0","3","2019","첨단과기로 91-23","202501~202701","신규","-","","","연립다세대"
"380","전남광주통합특별시 광산구 수완동","268-24","0268","0024","윤슬의아침6차더힐","월세","110.0280","202410","23","3,000","250","3","2023","상완길 233-24","202412~202611","신규","-","","","연립다세대"
"381","전남광주통합특별시 곡성군 곡성읍 학정리","516","0516","0000","수푸름연립주택","전세","80.9095","202410","23","16,500","0","2","2021","삼인동길 53","202411~202905","신규","-","","","연립다세대"
"382","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.8672","202410","23","39,000","0","3","2019","첨단과기로 91-23","202412~202612","신규","-","","","연립다세대"
"383","전남광주통합특별시 서구 쌍촌동","992-22","0992","0022","제이지스타파크","월세","20.5400","202410","22","300","50","4","2019","쌍촌로 42","202411~202510","신규","-","","","연립다세대"
"384","전남광주통합특별시 광산구 장덕동","1049","1049","0000","수완2차골드클래스","전세","68.8945","202410","22","23,000","0","3","2015","풍영로 285","202411~202611","갱신","-","23,000","0","연립다세대"
"385","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202410","22","500","45","4","1994","소촌로152번길 38","202410~202610","신규","-","","","연립다세대"
"386","전남광주통합특별시 북구 매곡동","497","0497","0000","라데사포레매곡","전세","137.1131","202410","22","59,856","0","3","2021","하백로5번길 34","202410~202810","신규","-","","","연립다세대"
"387","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","월세","16.9685","202410","22","10","40","2","2014","화정로49번길 38","202410~202504","신규","-","","","연립다세대"
"388","전남광주통합특별시 동구 산수동","463-5","0463","0005","공무원나동","전세","49.5800","202410","22","5,000","0","2","1971","무등로 417-7","-","-","-","","","연립다세대"
"389","전남광주통합특별시 남구 백운동","451-2","0451","0002","금성빌","전세","55.0445","202410","21","5,000","0","4","2021","백운로66번길 25","202411~202610","신규","-","","","연립다세대"
"390","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","25.1750","202410","21","1,000","55","4","2014","임방울대로826번길 7-14","202410~202510","신규","-","","","연립다세대"
"391","전남광주통합특별시 북구 일곡동","351","0351","0000","일곡동351도시형생활주택(단지형연립주택)","월세","65.9800","202410","21","12,000","5","2","2023","일곡로41번길 17-14","202412~202612","신규","-","","","연립다세대"
"392","전남광주통합특별시 나주시 이창동","710-10","0710","0010","골든빌D","월세","71.6300","202410","20","1,500","10","4","2007","이창택지길 54-9","202410~202610","신규","-","","","연립다세대"
"393","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.6878","202410","19","30,000","0","4","2019","첨단과기로 91-23","202412~202612","신규","-","","","연립다세대"
"394","전남광주통합특별시 여수시 웅천동","1815-1","1815","0001","웅천골드클래스테라스힐","월세","84.9181","202410","19","5,000","130","4","2021","웅천북2로 81","202410~202610","신규","-","","","연립다세대"
"395","전남광주통합특별시 순천시 동외동","204-1","0204","0001","해성빌딩(도시형생활주택)","월세","48.9600","202410","19","2,000","50","3","2013","북문길 84","202410~202510","신규","-","","","연립다세대"
"396","전남광주통합특별시 순천시 동외동","204-1","0204","0001","해성빌딩(도시형생활주택)","월세","48.9600","202410","19","2,000","55","3","2013","북문길 84","202410~202510","신규","-","","","연립다세대"
"397","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.6878","202410","19","32,000","0","4","2019","첨단과기로 91-23","202412~202612","신규","-","","","연립다세대"
"398","전남광주통합특별시 서구 쌍촌동","330-3","0330","0003","동신","전세","78.8200","202410","18","7,000","0","4","1983","상무대로955번길 36-3","202411~202611","신규","-","","","연립다세대"
"399","전남광주통합특별시 북구 용봉동","1349-4","1349","0004","동성노블리(301)","월세","50.5975","202410","18","1,000","50","2","2014","설죽로251번길 36","202410~202510","신규","-","","","연립다세대"
"400","전남광주통합특별시 남구 사동","127-4","0127","0004","사직","월세","40.9200","202410","18","50","20","-1","1978","사직안길 15","202410~202510","신규","-","","","연립다세대"
"401","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","38.8500","202410","18","500","42","3","2013","임방울대로826번길 19-39","202410~202510","신규","-","","","연립다세대"
"402","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8700","202410","18","500","45","1","1994","소촌로152번길 38","202411~202611","신규","-","","","연립다세대"
"403","전남광주통합특별시 여수시 웅천동","1866-1","1866","0001","포레나여수웅천더테라스2단지","전세","136.3941","202410","18","48,000","0","1","2020","웅천남1로 99","-","-","-","","","연립다세대"
"404","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","전세","16.0712","202410","18","4,200","0","1","2012","상무대로884번길 17-4","202412~202612","신규","-","","","연립다세대"
"405","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","54.2700","202410","17","0","30","1","1988","폭포사랑길 91","202410~202504","신규","-","","","연립다세대"
"406","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","전세","78.0300","202410","17","6,000","0","3","1988","폭포사랑길 91","202410~202610","신규","-","","","연립다세대"
"407","전남광주통합특별시 북구 연제동","398-68","0398","0068","신세대빌라","전세","52.2100","202410","17","4,000","0","3","2001","양산제로137번길 47","202410~202610","신규","-","","","연립다세대"
"408","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","전세","69.0900","202410","16","8,000","0","3","1988","금호로 41","202410~202610","신규","-","","","연립다세대"
"409","전남광주통합특별시 목포시 상동","780-4","0780","0004","태영","월세","18.7400","202410","16","100","28","2","2012","비파로 152","202410~202510","신규","-","","","연립다세대"
"410","전남광주통합특별시 광산구 비아동","753-6","0753","0006","첨단한국아델리움57(101동)","월세","115.7282","202410","15","5,000","130","4","2022","첨단과기로 91-18","202411~202611","신규","-","","","연립다세대"
"411","전남광주통합특별시 동구 소태동","729-1","0729","0001","(729-1)","전세","77.6340","202410","15","17,372","0","5","2023","의재로88번길 9-2","202410~202703","신규","-","","","연립다세대"
"412","전남광주통합특별시 동구 소태동","729-1","0729","0001","(729-1)","전세","77.6340","202410","15","17,486","0","5","2023","의재로88번길 9-2","202410~202703","신규","-","","","연립다세대"
"413","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202410","15","5,000","35","5","2021","목련로 330-27","202411~202611","신규","-","","","연립다세대"
"414","전남광주통합특별시 광산구 신가동","596-7","0596","0007","스타파크","월세","75.2300","202410","15","5,000","35","5","2021","목련로 330-27","202411~202611","신규","-","","","연립다세대"
"415","전남광주통합특별시 동구 소태동","729-1","0729","0001","(729-1)","전세","76.3340","202410","15","16,068","0","2","2023","의재로88번길 9-2","202410~202703","신규","-","","","연립다세대"
"416","전남광주통합특별시 목포시 석현동","776-2","0776","0002","금장(776-2)","전세","59.4000","202410","15","3,500","0","1","1984","도룡길5번길 11","202410~202610","신규","-","","","연립다세대"
"417","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202410","14","9,144","0","3","2012","오문로 5","202411~202611","신규","-","","","연립다세대"
"418","전남광주통합특별시 화순군 화순읍 대리","97-12","0097","0012","동신","월세","70.1300","202410","14","500","30","3","1983","매화동길 16-1","202411~202611","신규","-","","","연립다세대"
"419","전남광주통합특별시 목포시 산정동","230","0230","0000","한울편안채","월세","70.6900","202410","13","1,000","80","2","2020","신촌로 27-1","202411~202604","신규","-","","","연립다세대"
"420","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","월세","16.5672","202410","13","200","30","5","2013","임방울대로 19-33","202410~202510","신규","-","","","연립다세대"
"421","전남광주통합특별시 담양군 담양읍 백동리","100-6","0100","0006","푸르미2차","월세","59.3400","202410","13","2,000","50","4","2013","미리산길 2-1","-","-","-","","","연립다세대"
"422","전남광주통합특별시 목포시 산정동","230","0230","0000","한울편안채","월세","70.6900","202410","12","1,000","80","4","2020","신촌로 27-1","202411~202610","신규","-","","","연립다세대"
"423","전남광주통합특별시 광산구 산정동","1141","1141","0000","어등산한국아델리움2단지","전세","73.9788","202410","12","22,000","0","2","2016","여대길 303","202411~202611","신규","-","","","연립다세대"
"424","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","전세","55.7100","202410","12","4,000","0","4","1988","폭포사랑길 91","202410~202610","신규","-","","","연립다세대"
"425","전남광주통합특별시 영광군 영광읍 교촌리","181-14","0181","0014","대신","전세","66.5400","202410","12","4,500","0","3","1985","물무로 187","202411~202611","신규","-","","","연립다세대"
"426","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.8672","202410","12","36,000","0","3","2019","첨단과기로 91-23","202412~202612","신규","-","","","연립다세대"
"427","전남광주통합특별시 광산구 장덕동","1601","1601","0000","수완숲안애","전세","84.6315","202410","12","29,000","0","2","2015","풍영로169번길 16","202412~202612","신규","-","","","연립다세대"
"428","전남광주통합특별시 광산구 송정동","612","0612","0000","예송타운","월세","29.4000","202410","12","200","30","3","2011","광산로86번길 29","202410~202510","신규","-","","","연립다세대"
"429","전남광주통합특별시 장흥군 장흥읍 건산리","568","0568","0000","세원포레스트","월세","64.7000","202410","11","10,000","20","3","2015","장흥로 101","-","-","-","","","연립다세대"
"430","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","전세","27.5563","202410","11","5,000","0","4","2013","경양로 149-1","202411~202611","신규","-","","","연립다세대"
"431","전남광주통합특별시 북구 유동","107-2","0107","0002","대영빌리지","전세","69.9170","202410","11","9,500","0","5","2012","중가로51번길 9-3","202410~202610","갱신","-","9,000","0","연립다세대"
"432","전남광주통합특별시 여수시 고소동","442","0442","0000","대광빌라","월세","50.1400","202410","11","500","60","2","2001","고소3길 45","202410~202510","신규","-","","","연립다세대"
"433","전남광주통합특별시 남구 지석동","323-3","0323","0003","(323-3)","전세","59.9800","202410","11","10,000","0","4","2014","회재로 223","202410~202610","신규","-","","","연립다세대"
"434","전남광주통합특별시 서구 쌍촌동","969-48","0969","0048","쌍촌현대3동(969-48)","월세","55.4250","202410","11","4,000","40","2","1981","상무민주로 9","202410~202610","신규","-","","","연립다세대"
"435","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","전세","41.3980","202410","10","8,000","0","4","2016","소촌로152번길 1","202410~202610","신규","-","","","연립다세대"
"436","전남광주통합특별시 서구 화정동","23-15","0023","0015","금호하이빌","월세","44.4230","202410","10","500","35","7","1997","내방로343번길 19","202410~202510","신규","-","","","연립다세대"
"437","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","전세","39.8000","202410","10","9,550","0","3","2017","상무대로902번길 21","202411~202611","갱신","-","9,800","0","연립다세대"
"438","전남광주통합특별시 여수시 웅천동","1815-1","1815","0001","웅천골드클래스테라스힐","월세","84.9181","202410","10","5,000","80","2","2021","웅천북2로 81","202508~202708","갱신","-","3,000","100","연립다세대"
"439","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","월세","84.3857","202410","10","5,000","100","3","2016","여대길 290","202411~202611","신규","-","","","연립다세대"
"440","전남광주통합특별시 북구 두암동","1001","1001","0000","무등산이스토리","전세","176.4014","202410","10","35,000","0","1","2015","무진성길 24-14","202411~202611","신규","-","","","연립다세대"
"441","전남광주통합특별시 북구 두암동","1001","1001","0000","무등산이스토리","전세","176.4014","202410","10","30,000","0","3","2015","무진성길 24-14","202410~202910","신규","-","","","연립다세대"
"442","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.6878","202410","09","31,500","0","4","2019","첨단과기로 91-23","202411~202611","갱신","사용","30,000","0","연립다세대"
"443","전남광주통합특별시 광산구 수완동","1903","1903","0000","수완대라수어썸테라스","전세","84.8616","202410","09","51,000","0","4","2024","왕버들로252번길 10","202411~202611","신규","-","","","연립다세대"
"444","전남광주통합특별시 북구 신안동","211-5","0211","0005","그린한솔빌","월세","19.1450","202410","08","200","38","5","2011","자미로66번길 24","202510~202510","신규","-","","","연립다세대"
"445","전남광주통합특별시 광산구 수완동","1903","1903","0000","수완대라수어썸테라스","전세","84.8616","202410","08","50,000","0","4","2024","왕버들로252번길 10","202410~202610","신규","-","","","연립다세대"
"446","전남광주통합특별시 함평군 함평읍 내교리","46","0046","0000","정우주택(1동)","전세","58.7700","202410","08","6,500","0","1","1985","서부길 35","202411~202611","신규","-","","","연립다세대"
"447","전남광주통합특별시 목포시 용당동","1187-25","1187","0025","그린힐빌라","월세","76.4000","202410","08","500","40","5","1998","산정로238번길 74","202410~202610","신규","-","","","연립다세대"
"448","전남광주통합특별시 서구 쌍촌동","981-53","0981","0053","성원(981-53)","전세","37.1000","202410","08","5,000","0","2","1983","상무대로884번길 10","202410~202610","신규","-","","","연립다세대"
"449","전남광주통합특별시 북구 연제동","483-52","0483","0052","연제동연우","월세","46.6800","202410","08","500","30","1","1982","연양로23번길 24","202410~202610","신규","-","","","연립다세대"
"450","전남광주통합특별시 남구 백운동","33-5","0033","0005","백운아이월","월세","66.8182","202410","08","7,368","6","2","2020","백운로75번나길 3","202410~202609","갱신","-","7,037","6","연립다세대"
"451","전남광주통합특별시 동구 산수동","463-5","0463","0005","공무원나동","전세","49.5800","202410","08","5,100","0","2","1971","무등로 417-7","-","-","-","","","연립다세대"
"452","전남광주통합특별시 목포시 연산동","349","0349","0000","메르빌","월세","84.3530","202410","08","1,170","18","5","2022","원산로 172","202410~202612","신규","-","","","연립다세대"
"453","전남광주통합특별시 북구 용봉동","151-40","0151","0040","(151-40)","월세","24.5593","202410","07","60","20","2","2020","우치로110번길 9-11","202410~202612","신규","-","","","연립다세대"
"454","전남광주통합특별시 광산구 비아동","149-1","0149","0001","해성행복애가","전세","58.6947","202410","07","11,000","0","2","2016","비아로 177-11","202411~202611","신규","-","","","연립다세대"
"455","전남광주통합특별시 서구 농성동","337","0337","0000","농성아이윌(A동)","월세","51.0410","202410","07","3,389","11","4","2019","발산로11번길 17","202410~202612","신규","-","","","연립다세대"
"456","전남광주통합특별시 광산구 쌍암동","694-20","0694","0020","위너스타운","월세","27.6350","202410","07","300","39","4","2013","임방울대로826번길 19-37","202410~202510","신규","-","","","연립다세대"
"457","전남광주통합특별시 동구 소태동","508-4","0508","0004","해피니스","월세","62.9400","202410","07","500","48","2","2015","학소로62번길 21","202410~202610","신규","-","","","연립다세대"
"458","전남광주통합특별시 남구 월산동","993-5","0993","0005","이제이펠리스","월세","22.0900","202410","07","300","50","3","2020","군분로109번길 7","202410~202510","신규","-","","","연립다세대"
"459","전남광주통합특별시 북구 중흥동","678-18","0678","0018","제이지스타파크","월세","29.0500","202410","07","500","59","2","2021","경양로 194","202410~202510","신규","-","","","연립다세대"
"460","전남광주통합특별시 광산구 쌍암동","694-133","0694","0133","도원","월세","24.9111","202410","07","200","40","3","2013","임방울대로 19-33","202410~202510","신규","-","","","연립다세대"
"461","전남광주통합특별시 서구 쌍촌동","1004-10","1004","0010","가도스타디움","월세","16.0712","202410","07","200","32","1","2012","상무대로884번길 17-4","202410~202510","신규","-","","","연립다세대"
"462","전남광주통합특별시 강진군 강진읍 서성리","121","0121","0000","탐진빌201동","월세","70.2800","202410","06","5,000","60","5","2017","탐진로 73","202410~202610","신규","-","","","연립다세대"
"463","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202410","06","500","50","2","2021","주삼덕양로 191","202410~202510","신규","-","","","연립다세대"
"464","전남광주통합특별시 여수시 국동","37-308","0037","0308","(37-308)","월세","60.2500","202410","06","500","50","2","1993","국동남7길 36","202410~202610","신규","-","","","연립다세대"
"465","전남광주통합특별시 담양군 담양읍 담빛리","275","0275","0000","맘스빌리지","월세","84.6100","202410","05","3,000","120","1","2021","태왕5길 4-7","202410~202610","신규","-","","","연립다세대"
"466","전남광주통합특별시 광산구 송정동","867-17","0867","0017","스칸디나(Scandyna)","월세","30.2000","202410","05","300","43","5","2013","송정로15번길 3","202410~202510","신규","-","","","연립다세대"
"467","전남광주통합특별시 장흥군 장흥읍 건산리","733-4","0733","0004","탐진맨션","월세","80.3900","202410","05","300","45","4","1990","물레방앗간길 28-1","202410~202510","신규","-","","","연립다세대"
"468","전남광주통합특별시 목포시 온금동","67","0067","0000","동신빌라","월세","46.3800","202410","04","300","25","4","1994","유달로 45","202410~202610","신규","-","","","연립다세대"
"469","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","49.9000","202410","04","7,900","0","2","1995","소촌로152번길 38","-","-","-","","","연립다세대"
"470","전남광주통합특별시 광산구 장덕동","1105","1105","0000","수완2차숲안애","전세","84.6315","202410","04","27,000","0","3","2015","장덕로95번길 16","202410~202610","신규","-","","","연립다세대"
"471","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","49.9000","202410","04","7,900","0","2","1995","소촌로152번길 38","202410~202610","신규","-","","","연립다세대"
"472","전남광주통합특별시 광산구 쌍암동","694-134","0694","0134","금강빌라","월세","19.6000","202410","04","300","33","2","2013","임방울대로826번길 19-39","202410~202510","신규","-","","","연립다세대"
"473","전남광주통합특별시 북구 용봉동","1427-1","1427","0001","팀캐슬전대","월세","29.6900","202410","04","200","25","2","2021","고운로13번길 14-2","202410~202612","신규","-","","","연립다세대"
"474","전남광주통합특별시 북구 용봉동","1424-1","1424","0001","리치하임","월세","33.3200","202410","04","100","23","3","2021","고운로 25","202410~202612","신규","-","","","연립다세대"
"475","전남광주통합특별시 순천시 석현동","192-1","0192","0001","원룸이지","월세","26.0700","202410","04","300","45","4","2017","삼산1길 15","202410~202510","신규","-","","","연립다세대"
"476","전남광주통합특별시 북구 용봉동","1224-22","1224","0022","용봉아이윌","월세","27.2524","202410","04","200","21","2","2022","반룡로5번길 45","202410~202612","신규","-","","","연립다세대"
"477","전남광주통합특별시 순천시 조곡동","545","0545","0000","플로리스","전세","59.0400","202410","04","10,000","0","4","2011","둑실5길 33","202410~202610","신규","-","","","연립다세대"
"478","전남광주통합특별시 서구 쌍촌동","531-13","0531","0013","편한세상","전세","59.8400","202410","04","9,000","0","4","2006","쌍촌로47번길 41-8","202410~202610","신규","-","","","연립다세대"
"479","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202410","03","1,000","35","4","1994","소촌로152번길 38","202410~202610","신규","-","","","연립다세대"
"480","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202410","03","1,000","35","4","1994","소촌로152번길 38","202410~202610","신규","-","","","연립다세대"
