"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"995","전남광주통합특별시 광양시 금호동","717","0717","0000","목련연립","월세","55.0800","202407","03","300","35","3","1988","폭포사랑길 91","202408~202607","신규","-","","","연립다세대"
"996","전남광주통합특별시 서구 쌍촌동","1100-1","1100","0001","서광빌라","전세","38.5100","202407","03","7,000","0","2","2005","유림로46번길 5","202407~202607","신규","-","","","연립다세대"
"997","전남광주통합특별시 광산구 송정동","867-17","0867","0017","스칸디나(Scandyna)","전세","31.3600","202407","03","5,000","0","5","2013","송정로15번길 3","202408~202608","신규","-","","","연립다세대"
"998","전남광주통합특별시 곡성군 곡성읍 학정리","516","0516","0000","수푸름연립주택","전세","80.9095","202407","03","16,500","0","4","2021","삼인동길 53","202407~203007","신규","-","","","연립다세대"
"999","전남광주통합특별시 순천시 석현동","97-12","0097","0012","(97-12)","월세","19.0900","202407","02","200","30","4","2014","순천대1길 36-24","202407~202507","신규","-","","","연립다세대"
"1000","전남광주통합특별시 여수시 웅천동","1815-1","1815","0001","웅천골드클래스테라스힐","월세","84.9181","202407","02","5,000","80","3","2021","웅천북2로 81","202409~202609","신규","-","","","연립다세대"
"1001","전남광주통합특별시 여수시 웅천동","1815-1","1815","0001","웅천골드클래스테라스힐","월세","84.9181","202407","02","5,000","80","3","2021","웅천북2로 81","-","-","-","","","연립다세대"
"1002","전남광주통합특별시 남구 월산동","993-5","0993","0005","이제이펠리스","월세","15.0844","202407","02","300","30","5","2020","군분로109번길 7","202407~202507","신규","-","","","연립다세대"
"1003","전남광주통합특별시 광산구 운남동","523-4","0523","0004","목화캐슬2차","월세","67.9600","202407","01","1,299","25","4","2023","목련로219번길 76","202407~202609","신규","-","","","연립다세대"
"1004","전남광주통합특별시 서구 쌍촌동","949-1","0949","0001","코스모스","전세","49.1850","202407","01","8,000","0","3","1981","월드컵4강로181번길 6-7","202407~202607","신규","-","","","연립다세대"
"1005","전남광주통합특별시 서구 쌍촌동","1100-1","1100","0001","서광빌라","월세","38.5100","202407","01","7,000","10","2","2005","유림로46번길 5","202607~202807","갱신","-","7,000","0","연립다세대"
"1006","전남광주통합특별시 서구 쌍촌동","549-42","0549","0042","마로니에","월세","26.3100","202407","01","300","31","3","2006","운천로154번길 19","202407~202507","신규","-","","","연립다세대"
"1007","전남광주통합특별시 나주시 이창동","736-1","0736","0001","하나빌라","월세","33.4600","202407","01","200","40","3","2013","풍물시장1길 29","202407~202506","신규","-","","","연립다세대"
"1008","전남광주통합특별시 무안군 일로읍 월암리","121-5","0121","0005","이지캐슬","전세","62.2143","202407","01","6,000","0","4","2018","일로로 94-10","202407~202607","신규","-","","","연립다세대"
"1009","전남광주통합특별시 보성군 보성읍 주봉리","395-3","0395","0003","원라이프","전세","23.9412","202407","01","5,000","0","2","2017","송재로 69","202407~202607","신규","-","","","연립다세대"
"1010","전남광주통합특별시 보성군 보성읍 주봉리","208","0208","0000","보성한국아델리움더테라스","월세","84.9963","202407","01","5,000","45","4","2023","주봉길 24-11","-","-","-","","","연립다세대"
"1011","전남광주통합특별시 광산구 운남동","523-4","0523","0004","목화캐슬2차","월세","63.9600","202407","01","612","25","5","2023","목련로219번길 76","202407~202609","신규","-","","","연립다세대"
"1012","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","28.9700","202407","01","300","35","4","2000","우드랜드길 136","202407~202607","신규","-","","","연립다세대"
"1013","전남광주통합특별시 목포시 산정동","230","0230","0000","한울편안채","전세","70.6900","202406","30","15,000","0","4","2020","신촌로 27-1","202407~203207","신규","-","","","연립다세대"
"1014","전남광주통합특별시 남구 백운동","33-5","0033","0005","백운아이월","월세","66.7080","202406","30","7,368","6","5","2020","백운로75번나길 3","202407~202606","신규","-","","","연립다세대"
"1015","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202406","29","200","42","2","1989","금호로 41","202407~202512","신규","-","","","연립다세대"
"1016","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","59.3700","202406","29","200","42","2","1989","금호로 41","-","-","-","","","연립다세대"
"1017","전남광주통합특별시 남구 진월동","565-8","0565","0008","해든하우스","월세","17.5700","202406","29","200","36","1","2012","효덕로300번길 8-8","202406~202506","신규","-","","","연립다세대"
"1018","전남광주통합특별시 나주시 남내동","112-1","0112","0001","나주남내동골든캐슬","월세","28.2553","202406","28","500","41","2","2022","금성길 24","202406~202606","신규","-","","","연립다세대"
"1019","전남광주통합특별시 목포시 용해동","997","0997","0000","노블힐스시티앤","전세","84.9898","202406","28","40,000","0","2","2022","용당로331번길 32","-","-","-","","","연립다세대"
"1020","전남광주통합특별시 서구 화정동","765-1","0765","0001","더브이테라스","전세","59.9337","202406","28","20,600","0","5","2018","화운로126번길 7-6","202408~202508","갱신","사용","20,356","0","연립다세대"
"1021","전남광주통합특별시 동구 학동","739","0739","0000","그린빌라101","전세","46.2900","202406","28","5,500","0","1","1996","의재로26번길 6-18","202406~202606","신규","-","","","연립다세대"
"1022","전남광주통합특별시 북구 일곡동","535-3","0535","0003","블루오션","월세","60.5850","202406","28","1,000","37","3","2015","일곡마을로 133","202408~202608","신규","-","","","연립다세대"
"1023","전남광주통합특별시 광산구 수완동","389-1","0389","0001","수완동라루체더테라스","전세","195.4413","202406","27","55,000","0","1","2019","하완길 41","202407~202501","갱신","-","75,000","0","연립다세대"
"1024","전남광주통합특별시 여수시 선원동","1280-2","1280","0002","예그리나","전세","20.9875","202406","27","5,000","0","4","2012","무선8길 26","202406~202606","신규","-","","","연립다세대"
"1025","전남광주통합특별시 광양시 중동","1402-6","1402","0006","무지개빌라","월세","84.8500","202406","27","6,000","10","2","1997","중마용소1길 16","-","-","-","","","연립다세대"
"1026","전남광주통합특별시 나주시 이창동","55","0055","0000","정다움","전세","64.2513","202406","26","10,000","0","2","2022","남교2길 25-5","202407~202607","신규","-","","","연립다세대"
"1027","전남광주통합특별시 목포시 옥암동","982-6","0982","0006","성하파밀리아","월세","49.9444","202406","26","2,700","8","2","2021","삼향천로 80","202407~202606","갱신","-","2,692","7","연립다세대"
"1028","전남광주통합특별시 여수시 덕충동","663-2","0663","0002","산토리니더테라스","전세","153.3098","202406","26","33,000","0","1","2020","박람회길 99-8","202409~202609","신규","-","","","연립다세대"
"1029","전남광주통합특별시 순천시 조곡동","545","0545","0000","플로리스","전세","59.5200","202406","26","10,000","0","4","2011","둑실5길 33","202407~202607","신규","-","","","연립다세대"
"1030","전남광주통합특별시 장흥군 장흥읍 우산리","16-1","0016","0001","성은","월세","27.5400","202406","26","200","35","2","2000","우드랜드길 136","202406~202506","신규","-","","","연립다세대"
"1031","전남광주통합특별시 나주시 이창동","55","0055","0000","정다움","전세","64.2513","202406","26","10,000","0","2","2022","남교2길 25-5","202407~202607","신규","-","","","연립다세대"
"1032","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","월세","16.9685","202406","26","100","33","2","2014","화정로49번길 38","202407~202506","신규","-","","","연립다세대"
"1033","전남광주통합특별시 남구 진월동","565-9","0565","0009","샤인빌","월세","22.2225","202406","25","200","40","4","2012","효덕로300번길 8-10","202006~202506","갱신","-","200","40","연립다세대"
"1034","전남광주통합특별시 영광군 영광읍 단주리","620-1","0620","0001","대신빌라","월세","92.7400","202406","25","500","500","4","2000","천년로11길 59","202407~202607","신규","-","","","연립다세대"
"1035","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202406","25","1,000","42","1","1994","소촌로152번길 38","202407~202607","신규","-","","","연립다세대"
"1036","전남광주통합특별시 곡성군 곡성읍 읍내리","775-11","0775","0011","위너스빌","전세","63.4003","202406","25","14,250","0","4","2020","학교로 33","202408~202608","신규","-","","","연립다세대"
"1037","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","55.3100","202406","24","300","45","3","1988","금호로 41","202406~202512","신규","-","","","연립다세대"
"1038","전남광주통합특별시 북구 용봉동","1349-4","1349","0004","동성노블리(301)","월세","50.5975","202406","24","500","52","2","2014","설죽로251번길 36","202406~202606","신규","-","","","연립다세대"
"1039","전남광주통합특별시 북구 일곡동","529-2","0529","0002","삼진빌라1동","월세","75.0900","202406","24","8,700","7","5","2005","일곡마을로111번길 46-1","202406~202606","갱신","-","6,500","18","연립다세대"
"1040","전남광주통합특별시 나주시 남평읍 동사리","170","0170","0000","선일사랑채","월세","59.6000","202406","24","1,000","45","2","2016","남평3로 30","202407~202607","신규","-","","","연립다세대"
"1041","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","월세","30.1400","202406","24","500","50","2","2021","주삼덕양로 191","202407~202506","신규","-","","","연립다세대"
"1042","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202406","24","9,028","0","2","2012","오문로 5","202406~202606","신규","-","","","연립다세대"
"1043","전남광주통합특별시 북구 운암동","122-3","0122","0003","한아름골든빌","월세","71.7352","202406","24","9,000","30","3","2015","운용로 19-3","202408~202608","신규","-","","","연립다세대"
"1044","전남광주통합특별시 광산구 장덕동","1105","1105","0000","수완2차숲안애","전세","84.6315","202406","24","25,000","0","1","2015","장덕로95번길 16","202407~202607","신규","-","","","연립다세대"
"1045","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","19.8400","202406","23","500","38","5","2014","임방울대로826번길 7-14","202406~202506","신규","-","","","연립다세대"
"1046","전남광주통합특별시 서구 쌍촌동","969-48","0969","0048","쌍촌현대3동(969-48)","전세","55.4250","202406","22","11,000","0","4","1981","상무민주로 9","202407~202607","신규","-","","","연립다세대"
"1047","전남광주통합특별시 강진군 강진읍 서성리","168","0168","0000","제이엠오션빌","월세","27.5200","202406","22","6,000","15","2","2003","탐진로 94","202406~202606","신규","-","","","연립다세대"
"1048","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","전세","89.0525","202406","22","35,000","0","4","2023","소호로 267","202409~202609","신규","-","","","연립다세대"
"1049","전남광주통합특별시 북구 용봉동","1248-33","1248","0033","아라맨션A","전세","33.6300","202406","22","3,300","0","4","1991","설죽로214번길 8","202407~202607","신규","-","","","연립다세대"
"1050","전남광주통합특별시 여수시 소호동","1232","1232","0000","여수금호어울림오션테라스","전세","89.0525","202406","22","35,000","0","4","2023","소호로 267","202409~202609","신규","-","","","연립다세대"
"1051","전남광주통합특별시 서구 농성동","660-31","0660","0031","트윈빌라(B)","전세","19.4700","202406","22","3,000","0","1","2003","화정로279번길 18","202407~202607","신규","-","","","연립다세대"
"1052","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","전세","66.1200","202406","22","6,000","0","1","1988","금호로 41","202407~202607","신규","-","","","연립다세대"
"1053","전남광주통합특별시 순천시 덕암동","188-45","0188","0045","아남","월세","52.7400","202406","21","500","35","2","1988","덕암3길 46","202408~202608","신규","-","","","연립다세대"
"1054","전남광주통합특별시 서구 쌍촌동","537-1","0537","0001","신성하우스빌","월세","50.3300","202406","21","500","60","3","2004","쌍촌로47번길 46","202407~202607","신규","-","","","연립다세대"
"1055","전남광주통합특별시 남구 월산동","1060","1060","0000","월산동이스토리","월세","59.9650","202406","21","8,800","24","3","2016","월산로116번길 20","202409~202609","갱신","-","8,800","25","연립다세대"
"1056","전남광주통합특별시 서구 광천동","10-30","0010","0030","(10-30)","전세","64.3240","202406","21","8,000","0","3","2016","죽봉대로120번길 12","202406~202606","신규","-","","","연립다세대"
"1057","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","월세","84.4859","202406","21","10,000","120","1","2019","첨단과기로 91-23","202407~202607","신규","-","","","연립다세대"
"1058","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","18.7200","202406","21","200","32","3","2016","순천대1길 14","202406~202412","신규","-","","","연립다세대"
"1059","전남광주통합특별시 순천시 남정동","281-1","0281","0001","남정동모닝빌C동","전세","71.4600","202406","20","9,000","0","2","2012","남정5길 32-5","202407~202607","신규","-","","","연립다세대"
"1060","전남광주통합특별시 남구 지석동","323-4","0323","0004","(323-4)","전세","59.4100","202406","20","12,000","0","4","2014","회재로 221","202407~202607","갱신","-","12,000","0","연립다세대"
"1061","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.4859","202406","19","30,000","0","1","2019","첨단과기로 91-23","202408~202608","신규","-","","","연립다세대"
"1062","전남광주통합특별시 서구 쌍촌동","992-19","0992","0019","지와이리치파크","월세","29.9900","202406","19","500","61","2","2019","쌍촌로 44","202406~202506","신규","-","","","연립다세대"
"1063","전남광주통합특별시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","전세","84.4859","202406","19","30,000","0","1","2019","첨단과기로 91-23","202408~202608","신규","-","","","연립다세대"
"1064","전남광주통합특별시 북구 유동","6-33","0006","0033","두연","월세","16.1700","202406","19","200","27","4","2012","중가로 64-3","202406~202506","신규","-","","","연립다세대"
"1065","전남광주통합특별시 광산구 산정동","1141","1141","0000","어등산한국아델리움2단지","전세","73.9788","202406","19","30,000","0","2","2016","여대길 303","202408~202508","신규","-","","","연립다세대"
"1066","전남광주통합특별시 여수시 학동","39-3","0039","0003","화인아트빌","월세","38.0400","202406","19","500","40","3","2002","쌍봉로 84-1","202407~202507","신규","-","","","연립다세대"
"1067","전남광주통합특별시 해남군 해남읍 구교리","294","0294","0000","대보주택","전세","36.0000","202406","19","3,500","0","4","1995","구교2길 14","202406~202506","신규","-","","","연립다세대"
"1068","전남광주통합특별시 광양시 광양읍 우산리","533-4","0533","0004","태양C","월세","68.0800","202406","19","300","30","1","1983","향교길 9-24","202407~202607","신규","-","","","연립다세대"
"1069","전남광주통합특별시 여수시 안산동","657-3","0657","0003","문화빌라씨동","월세","145.4400","202406","19","5,000","70","1","1994","안산1길 172-5","202407~202607","신규","-","","","연립다세대"
"1070","전남광주통합특별시 담양군 담양읍 백동리","268-28","0268","0028","갤러리268","전세","84.0380","202406","19","22,500","0","4","2023","삼거리길 23","202406~202606","신규","-","","","연립다세대"
"1071","전남광주통합특별시 여수시 화장동","787-1","0787","0001","비타민빌A","월세","19.0350","202406","18","100","45","3","2017","성산3길 6","202406~202409","신규","-","","","연립다세대"
"1072","전남광주통합특별시 영광군 영광읍 백학리","392","0392","0000","세진더이룸센트럴파크","월세","84.9357","202406","18","2,000","88","1","2021","천년로13길 75","202407~202506","신규","-","","","연립다세대"
"1073","전남광주통합특별시 북구 신안동","482-4","0482","0004","팔라티노","월세","19.3006","202406","18","200","30","4","2012","설죽로126번길 44","202406~202506","신규","-","","","연립다세대"
"1074","전남광주통합특별시 북구 일곡동","535-3","0535","0003","블루오션","전세","60.5850","202406","18","11,500","0","4","2015","일곡마을로 133","202406~202506","갱신","-","11,500","0","연립다세대"
"1075","전남광주통합특별시 순천시 석현동","71-1","0071","0001","어텍캠프","전세","20.4300","202406","17","5,000","0","5","2015","순천대1길 36-3","202407~202607","신규","-","","","연립다세대"
"1076","전남광주통합특별시 장흥군 장흥읍 건산리","488-1","0488","0001","아이지센트럴파크","월세","63.2921","202406","17","500","45","3","2016","의향길 34","202406~202606","신규","-","","","연립다세대"
"1077","전남광주통합특별시 강진군 강진읍 평동리","349","0349","0000","(349-0)","월세","15.8198","202406","17","400","40","2","2015","금릉2길 37","202406~202502","신규","-","","","연립다세대"
"1078","전남광주통합특별시 광산구 송정동","867-17","0867","0017","스칸디나(Scandyna)","월세","31.3600","202406","17","300","40","3","2013","송정로15번길 3","202406~202506","신규","-","","","연립다세대"
"1079","전남광주통합특별시 서구 쌍촌동","531-1","0531","0001","가도스타디움(2차)","전세","16.9685","202406","17","5,000","0","1","2014","화정로49번길 38","202406~202506","신규","-","","","연립다세대"
"1080","전남광주통합특별시 북구 오치동","639","0639","0000","도나우타운","전세","52.5239","202406","17","9,144","0","4","2012","오문로 5","202406~202606","신규","-","","","연립다세대"
"1081","전남광주통합특별시 광산구 수완동","1903","1903","0000","수완대라수어썸테라스","전세","84.8616","202406","17","30,000","0","4","2024","왕버들로252번길 10","202407~202607","신규","-","","","연립다세대"
"1082","전남광주통합특별시 해남군 해남읍 구교리","250-11","0250","0011","금강빌리지","월세","84.2906","202406","16","6,000","10","3","2020","군청길 66","202410~202609","신규","-","","","연립다세대"
"1083","전남광주통합특별시 광산구 쌍암동","694-23","0694","0023","샤넬타운","월세","25.1750","202406","16","500","41","3","2014","임방울대로826번길 7-14","202406~202506","신규","-","","","연립다세대"
"1084","전남광주통합특별시 북구 중흥동","148","0148","0000","중흥빌리지","전세","27.6000","202406","16","4,000","0","4","1997","당뫼로 56","202407~202607","신규","-","","","연립다세대"
"1085","전남광주통합특별시 순천시 석현동","217-2","0217","0002","풍경마루","월세","23.5600","202406","15","200","34","3","2015","오리정1길 7","202406~202412","신규","-","","","연립다세대"
"1086","전남광주통합특별시 남구 월산동","956-5","0956","0005","광화","전세","62.3700","202406","15","3,800","0","3","1984","금화로393번길 30","202406~202606","신규","-","","","연립다세대"
"1087","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","28.3100","202406","15","500","45","5","2016","순천대1길 14","202406~202506","신규","-","","","연립다세대"
"1088","전남광주통합특별시 광산구 비아동","149-1","0149","0001","해성행복애가","전세","58.6947","202406","15","12,000","0","4","2016","비아로 177-11","202406~202606","신규","-","","","연립다세대"
"1089","전남광주통합특별시 순천시 석현동","217-12","0217","0012","풀하우스","월세","16.2600","202406","15","200","30","2","2013","오리정2길 6","202406~202506","신규","-","","","연립다세대"
"1090","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","28.3100","202406","15","500","45","5","2016","순천대1길 14","202406~202506","신규","-","","","연립다세대"
"1091","전남광주통합특별시 서구 쌍촌동","992-22","0992","0022","제이지스타파크","월세","24.3800","202406","14","500","60","3","2019","쌍촌로 42","202406~202506","신규","-","","","연립다세대"
"1092","전남광주통합특별시 북구 운암동","91-5","0091","0005","무지개","월세","60.8400","202406","14","500","40","3","1981","북문대로33번길 12-5","202406~202606","신규","-","","","연립다세대"
"1093","전남광주통합특별시 광산구 소촌동","476-1","0476","0001","파크하우스","전세","72.0700","202406","14","12,000","0","4","2015","송정공원로11번길 21","202407~202607","신규","-","","","연립다세대"
"1094","전남광주통합특별시 여수시 소호동","440-5","0440","0005","안심빌리지","월세","75.6400","202406","14","4,000","90","2","2022","소호6길 7-14","202407~202607","신규","-","","","연립다세대"
"1095","전남광주통합특별시 순천시 조례동","1701-2","1701","0002","(1701-2)","월세","30.7500","202406","14","200","45","3","2015","남신월1길 12-8","202406~202506","갱신","-","200","45","연립다세대"
"1096","전남광주통합특별시 순천시 석현동","192-1","0192","0001","원룸이지","월세","30.7800","202406","14","500","52","5","2017","삼산1길 15","202406~202506","신규","-","","","연립다세대"
"1097","전남광주통합특별시 북구 일곡동","520","0520","0000","삼진빌라나동","월세","84.5550","202406","13","9,500","10","3","2004","일곡마을로 129-13","-","-","-","","","연립다세대"
"1098","전남광주통합특별시 남구 진월동","565-8","0565","0008","해든하우스","월세","17.5700","202406","13","200","37","3","2012","효덕로300번길 8-8","202406~202506","신규","-","","","연립다세대"
"1099","전남광주통합특별시 광양시 광양읍 우산리","562","0562","0000","시엘2차","월세","70.4300","202406","13","1,000","35","4","2013","우산길 10","202406~202606","신규","-","","","연립다세대"
"1100","전남광주통합특별시 남구 월산동","1012-8","1012","0008","골든캐슬","월세","20.3200","202406","12","300","45","4","2020","군분로82번길 4","202406~202506","신규","-","","","연립다세대"
"1101","전남광주통합특별시 동구 소태동","산223","0223","0000","대명","월세","66.2400","202406","12","7,000","7","1","1989","소태길 22-16","202406~202606","갱신","-","7,000","0","연립다세대"
"1102","전남광주통합특별시 북구 두암동","399-2","0399","0002","삼정빌","전세","59.8710","202406","12","7,504","0","3","2014","삼정로87번길 65-17","202407~202409","신규","-","","","연립다세대"
"1103","전남광주통합특별시 함평군 해보면 금덕리","493-7","0493","0007","해보타운","전세","59.8900","202406","11","10,000","0","3","2015","밀재로 1246","202406~202606","신규","-","","","연립다세대"
"1104","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","월세","21.4300","202406","11","1,000","31","6","2013","경양로 149-1","202406~202506","신규","-","","","연립다세대"
"1105","전남광주통합특별시 영광군 영광읍 송림리","11-1","0011","0001","코펙","월세","50.0636","202406","11","300","25","2","1985","월현로 121","202406~202606","신규","-","","","연립다세대"
"1106","전남광주통합특별시 순천시 석현동","192-1","0192","0001","원룸이지","월세","23.1100","202406","11","200","32","3","2017","삼산1길 15","202407~202507","신규","-","","","연립다세대"
"1107","전남광주통합특별시 순천시 석현동","183-26","0183","0026","도시공간","월세","21.9800","202406","11","100","28","2","2015","삼산로 22-9","202406~202506","신규","-","","","연립다세대"
"1108","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","월세","59.8500","202406","11","1,000","42","2","1994","소촌로152번길 38","202408~202608","신규","-","","","연립다세대"
"1109","전남광주통합특별시 북구 중흥동","710-25","0710","0025","(710-25)","월세","21.4300","202406","11","1,000","31","6","2013","경양로 149-1","202406~202506","신규","-","","","연립다세대"
"1110","전남광주통합특별시 강진군 강진읍 평동리","349","0349","0000","(349-0)","전세","17.4698","202406","10","6,300","0","4","2015","금릉2길 37","202406~202506","갱신","-","6,300","0","연립다세대"
"1111","전남광주통합특별시 서구 쌍촌동","984-2","0984","0002","호남리치빌","월세","20.0000","202406","10","200","30","4","2003","상무대로916번길 10-3","202406~202506","신규","-","","","연립다세대"
"1112","전남광주통합특별시 여수시 미평동","232-7","0232","0007","귀인촌","전세","62.5500","202406","10","6,000","0","5","1993","미평로 68","-","-","-","","","연립다세대"
"1113","전남광주통합특별시 순천시 석현동","183-26","0183","0026","도시공간","월세","17.6250","202406","10","200","28","4","2015","삼산로 22-9","202408~202502","신규","-","","","연립다세대"
"1114","전남광주통합특별시 여수시 둔덕동","259-14","0259","0014","둔덕동골드더테라스하우스","전세","84.7101","202406","10","35,000","0","3","2021","상암로 25","202406~202606","신규","-","","","연립다세대"
"1115","전남광주통합특별시 담양군 금성면 석현리","1-9","0001","0009","주창G플러스","월세","59.7000","202406","10","2,000","65","4","2015","담순로 138","202406~202506","신규","-","","","연립다세대"
"1116","전남광주통합특별시 화순군 능주면 잠정리","603","0603","0000","잠정햇살마을","월세","84.9070","202406","09","3,000","40","3","2013","잠정햇살길 2","202407~202606","신규","-","","","연립다세대"
"1117","전남광주통합특별시 장흥군 장흥읍 건산리","683-1","0683","0001","장미주택(B,C)","월세","54.8000","202406","09","1,000","45","3","1983","북부로 20","202406~202606","신규","-","","","연립다세대"
"1118","전남광주통합특별시 광산구 산정동","1140","1140","0000","어등산한국아델리움1단지","전세","73.9788","202406","08","25,000","0","4","2016","여대길 290","202406~202606","신규","-","","","연립다세대"
"1119","전남광주통합특별시 광산구 소촌동","290","0290","0000","라인1차","전세","59.8500","202406","08","7,350","0","1","1994","소촌로152번길 38","-","-","-","","","연립다세대"
"1120","전남광주통합특별시 광산구 수완동","937","0937","0000","수완아뜨리움연립주택","전세","84.7694","202406","08","27,500","0","2","2015","장덕로 160","202406~202606","신규","-","","","연립다세대"
"1121","전남광주통합특별시 여수시 여서동","371-2","0371","0002","세종대왕","월세","19.4192","202406","08","200","33","2","2013","여서2로 32-1","202406~202506","신규","-","","","연립다세대"
"1122","전남광주통합특별시 여수시 주삼동","1027","1027","0000","파인빌리지","전세","28.2500","202406","08","9,000","0","4","2020","주삼덕양로 189","202406~202606","신규","-","","","연립다세대"
"1123","전남광주통합특별시 여수시 주삼동","754","0754","0000","파인빌리지201동","전세","30.1400","202406","07","12,000","0","4","2021","주삼덕양로 191","202406~202506","신규","-","","","연립다세대"
"1124","전남광주통합특별시 완도군 신지면 신리","516","0516","0000","센텀펜트하우스","월세","84.9300","202406","07","2,000","35","4","2022","신지로 433","202406~202606","신규","-","","","연립다세대"
"1125","전남광주통합특별시 장성군 장성읍 영천리","1054-1","1054","0001","삼호센트럴타워(삼호센트레빌)","전세","75.0500","202406","07","7,200","0","6","2005","영천로 183","202407~202607","신규","-","","","연립다세대"
"1126","전남광주통합특별시 순천시 조례동","1699-9","1699","0009","(1699-9)","월세","20.5200","202406","07","200","35","3","2014","남신월1길 12-5","202406~202412","신규","-","","","연립다세대"
"1127","전남광주통합특별시 곡성군 곡성읍 읍내리","716-2","0716","0002","시티빌","월세","32.2100","202406","07","1,000","30","2","2013","군청로 57-1","202406~202501","갱신","-","0","35","연립다세대"
"1128","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","전세","59.3700","202406","06","5,000","0","3","1989","금호로 41","-","-","-","","","연립다세대"
"1129","전남광주통합특별시 여수시 소호동","433-12","0433","0012","썬우주빌","전세","100.2300","202406","06","10,000","0","3","2003","소호6길 15-7","202407~202607","신규","-","","","연립다세대"
"1130","전남광주통합특별시 광산구 소촌동","752-25","0752","0025","(752-25)","전세","41.3980","202406","05","8,000","0","5","2016","소촌로152번길 1","202406~202606","신규","-","","","연립다세대"
"1131","전남광주통합특별시 광양시 금호동","624-1","0624","0001","백합(624-1)","월세","58.3100","202406","05","300","35","2","1988","금호로 41","202406~202506","신규","-","","","연립다세대"
"1132","전남광주통합특별시 해남군 해남읍 수성리","235-1","0235","0001","이노빌","월세","24.5300","202406","05","500","40","3","2018","성내길 19","202406~202506","신규","-","","","연립다세대"
"1133","전남광주통합특별시 광산구 도천동","121-3","0121","0003","윤슬의아침수완5차더시그니처","전세","172.5956","202406","05","55,000","0","1","2022","임방울대로 611-66","202406~202606","신규","-","","","연립다세대"
"1134","전남광주통합특별시 광산구 도천동","121-3","0121","0003","윤슬의아침수완5차더시그니처","전세","172.5956","202406","05","55,000","0","1","2022","임방울대로 611-66","202406~202606","신규","-","","","연립다세대"
"1135","전남광주통합특별시 광산구 도천동","121-3","0121","0003","윤슬의아침수완5차더시그니처","전세","172.5956","202406","05","55,000","0","1","2022","임방울대로 611-66","202406~202606","신규","-","","","연립다세대"
"1136","전남광주통합특별시 광양시 금호동","684","0684","0000","목련빌라","전세","58.0500","202406","05","6,500","0","1","1988","금호로 244","-","-","-","","","연립다세대"
"1137","전남광주통합특별시 서구 쌍촌동","992-22","0992","0022","제이지스타파크","월세","20.5400","202406","04","300","50","3","2019","쌍촌로 42","202406~202506","신규","-","","","연립다세대"
"1138","전남광주통합특별시 순천시 석현동","97-19","0097","0019","A+STUDYCAMP","월세","21.1300","202406","04","200","30","5","2016","순천대1길 14","202406~202503","신규","-","","","연립다세대"
